config_index,num_atoms,ref_energy,pred_energy,error,sq_error,rmse_e_atom,aleatoric_var,epistemic_var,total_var
16,24.0,-563.5993041992188,-563.609375,-0.01007080078125,0.00010142102837562561,0.01007080078125,0.00018953732796944678,3.544110950315371e-05,0.00022497843019664288
17,25.0,-622.94873046875,-622.9428100585938,0.00592041015625,3.505125641822815e-05,0.00592041015625,0.00012974778655916452,5.127638723934069e-05,0.0001810241665225476
18,25.0,-622.8898315429688,-622.8955078125,-0.00567626953125,3.2220035791397095e-05,0.00567626953125,0.00014059768000151962,3.983098940807395e-05,0.00018042867304757237
19,23.0,-547.6448974609375,-547.6488647460938,-0.00396728515625,1.5739351511001587e-05,0.00396728515625,0.0001415385486325249,3.1375326216220856e-05,0.00017291387484874576
20,24.0,-610.0399780273438,-610.0388793945312,0.0010986328125,1.2069940567016602e-06,0.0010986328125,0.0001405152288498357,1.4732033378095366e-05,0.00015524726768489927
21,25.0,-667.4611206054688,-667.4664306640625,-0.00531005859375,2.8196722269058228e-05,0.00531005859375,0.00013704609591513872,1.2963637345819734e-05,0.00015000972780399024
22,26.0,-720.419189453125,-720.4216918945312,-0.00250244140625,6.2622129917144775e-06,0.00250244140625,0.000127839608467184,4.991758760297671e-05,0.00017775720334611833
23,24.0,-502.3294677734375,-502.32843017578125,0.00103759765625,1.0766088962554932e-06,0.00103759765625,0.00025258652749471366,4.433146750670858e-05,0.00029691800591535866
24,25.0,-564.0399169921875,-564.0346069335938,0.00531005859375,2.8196722269058228e-05,0.00531005859375,0.00013119268987793475,3.2917225325945765e-05,0.00016410992247983813
25,26.0,-620.99072265625,-620.9938354492188,-0.00311279296875,9.689480066299438e-06,0.00311279296875,0.0001363998744636774,7.951240695547312e-05,0.00021591228141915053
26,27.0,-673.7301635742188,-673.731689453125,-0.00152587890625,2.3283064365386963e-06,0.00152587890625,0.00014111479686107486,3.37811179633718e-05,0.00017489591846242547
27,27.0,-673.8070678710938,-673.8045043945312,0.0025634765625,6.571412086486816e-06,0.0025634765625,0.00010838702291948721,4.2855368519667536e-05,0.00015124239143915474
28,27.0,-673.8118286132812,-673.8064575195312,0.00537109375,2.8848648071289062e-05,0.00537109375,0.00015016102406661958,7.900390482973307e-05,0.00022916492889635265
29,27.0,-632.429931640625,-632.4342041015625,-0.0042724609375,1.825392246246338e-05,0.0042724609375,0.0001672256039455533,8.527487807441503e-05,0.0002525004674680531
30,26.0,-521.5548095703125,-521.55810546875,-0.0032958984375,1.0862946510314941e-05,0.0032958984375,0.00015248199633788317,5.2636674809036776e-05,0.00020511867478489876
31,27.0,-577.90380859375,-577.9028930664062,0.00091552734375,8.381903171539307e-07,0.00091552734375,0.0001828617532737553,0.0001117996871471405,0.0002946614404208958
32,27.0,-577.92822265625,-577.9258422851562,0.00238037109375,5.666166543960571e-06,0.00238037109375,0.00017178866255562752,3.927070792997256e-05,0.0002110593777615577
33,28.0,-630.2835083007812,-630.2857666015625,-0.00225830078125,5.09992241859436e-06,0.00225830078125,0.00014566100435331464,3.519598249113187e-05,0.00018085699412040412
34,28.0,-590.5569458007812,-590.558349609375,-0.00140380859375,1.9706785678863525e-06,0.00140380859375,0.00014974288933444768,8.036215149331838e-05,0.00023010504082776606
35,28.0,-590.60107421875,-590.60009765625,0.0009765625,9.5367431640625e-07,0.0009765625,0.00018412592180538923,4.1976010834332556e-05,0.00022610192536376417
36,29.0,-640.72412109375,-640.7310791015625,-0.0069580078125,4.8413872718811035e-05,0.0069580078125,0.00013994645269121975,3.3671407436486334e-05,0.00017361785285174847
37,33.0,-811.1414794921875,-811.1320190429688,0.00946044921875,8.950009942054749e-05,0.00946044921875,0.000353694282239303,9.554214921081439e-05,0.00044923642417415977
38,25.0,-505.0633544921875,-505.0550231933594,0.008331298828125,6.9410540163517e-05,0.008331298828125,8.653447730466723e-05,3.500119782984257e-05,0.0001215356751345098
39,26.0,-564.3507080078125,-564.3563232421875,-0.005615234375,3.153085708618164e-05,0.005615234375,8.072218770394102e-05,3.644842581707053e-05,0.00011717060988303274
40,27.0,-619.267333984375,-619.2621459960938,0.00518798828125,2.691522240638733e-05,0.00518798828125,9.89451291388832e-05,2.683028651517816e-05,0.00012577541929204017
41,27.0,-523.4297485351562,-523.4340209960938,-0.0042724609375,1.825392246246338e-05,0.0042724609375,9.15389318834059e-05,3.736168218892999e-05,0.0001289006177103147
42,27.0,-523.4033813476562,-523.4052124023438,-0.0018310546875,3.3527612686157227e-06,0.0018310546875,0.0001561603567097336,5.074311047792435e-05,0.00020690346718765795
43,28.0,-538.0286865234375,-538.02197265625,0.0067138671875,4.507601261138916e-05,0.0067138671875,0.00014431971067097038,2.98568975267699e-05,0.00017417660274077207
44,28.0,-537.9907836914062,-537.9818725585938,0.0089111328125,7.940828800201416e-05,0.0089111328125,0.00014117891259957105,0.00010037924948846921,0.00024155815481208265
46,34.0,-771.3508911132812,-771.3468627929688,0.0040283203125,1.6227364540100098e-05,0.0040283203125,0.00013046798994764686,2.152640445274301e-05,0.00015199439076241106
47,26.0,-408.3796691894531,-408.36968994140625,0.009979248046875,9.95853915810585e-05,0.009979248046875,0.0003049076476600021,0.000223762501263991,0.0005286701489239931
48,28.0,-485.51043701171875,-485.5094909667969,0.000946044921875,8.950009942054749e-07,0.000946044921875,0.00013787906209472567,6.379061233019456e-05,0.00020166966714896262
49,28.0,-485.46441650390625,-485.464599609375,-0.00018310546875,3.3527612686157227e-08,0.00018310546875,0.00015133163833525032,5.6077540648402646e-05,0.00020740917534567416
50,28.0,-485.4128112792969,-485.4108581542969,0.001953125,3.814697265625e-06,0.001953125,0.0001438056497136131,3.5093817132292315e-05,0.00017889947048388422
51,28.0,-485.4035949707031,-485.40533447265625,-0.001739501953125,3.0258670449256897e-06,0.001739501953125,0.0001687434414634481,8.649150549899787e-05,0.000255234946962446
52,29.0,-539.1976318359375,-539.1947631835938,0.00286865234375,8.229166269302368e-06,0.00286865234375,0.00013683589349966496,3.270208981120959e-05,0.00016953799058683217
53,30.0,-589.5299072265625,-589.5238647460938,0.00604248046875,3.651157021522522e-05,0.00604248046875,0.00012177331518614665,5.299095209920779e-05,0.00017476426728535444
54,30.0,-589.411865234375,-589.4114379882812,0.00042724609375,1.825392246246338e-07,0.00042724609375,0.00014996927347965539,3.0929968488635495e-05,0.00018089923833031207
55,31.0,-636.452392578125,-636.4517822265625,0.0006103515625,3.725290298461914e-07,0.0006103515625,0.0001225307205459103,7.913746230769902e-05,0.00020166818285360932
56,33.0,-721.9004516601562,-721.9116821289062,-0.01123046875,0.00012612342834472656,0.01123046875,9.247301932191476e-05,3.2668933272361755e-05,0.00012514195987023413
57,33.0,-721.876708984375,-721.8880615234375,-0.0113525390625,0.00012888014316558838,0.0113525390625,9.986057557398453e-05,4.303790774429217e-05,0.0001428984833182767
59,35.0,-797.5303344726562,-797.5343627929688,-0.0040283203125,1.6227364540100098e-05,0.0040283203125,8.948449249146506e-05,4.743877798318863e-05,0.0001369232777506113
60,35.0,-797.5504150390625,-797.5525512695312,-0.00213623046875,4.563480615615845e-06,0.00213623046875,8.796291513135657e-05,4.1736289858818054e-05,0.00012969921226613224
61,34.0,-728.068359375,-728.0685424804688,-0.00018310546875,3.3527612686157227e-08,0.00018310546875,9.823343862080947e-05,4.619285391527228e-05,0.00014442628889810294
62,34.0,-728.0382080078125,-728.0333251953125,0.0048828125,2.384185791015625e-05,0.0048828125,0.00010491198918316513,1.6274861991405487e-05,0.00012118685117457062
63,27.0,-468.92291259765625,-468.91680908203125,0.006103515625,3.725290298461914e-05,0.006103515625,0.00017202505841851234,4.8442092520417646e-05,0.00022046714730095118
64,28.0,-525.3085327148438,-525.3068237304688,0.001708984375,2.9206275939941406e-06,0.001708984375,0.00012649512791540474,5.356855763238855e-05,0.00018006368190981448
65,28.0,-525.2567749023438,-525.2582397460938,-0.00146484375,2.1457672119140625e-06,0.00146484375,0.00013827253133058548,4.146285209571943e-05,0.00017973539070226252
66,28.0,-432.83740234375,-432.842529296875,-0.005126953125,2.6285648345947266e-05,0.005126953125,0.00035394271253608167,7.018125324975699e-05,0.00042412395123392344
67,28.0,-432.84979248046875,-432.8503112792969,-0.000518798828125,2.691522240638733e-07,0.000518798828125,0.0002841176465153694,0.00016257571405731142,0.00044669336057268083
68,29.0,-488.45733642578125,-488.4631042480469,-0.005767822265625,3.326777368783951e-05,0.005767822265625,0.00010824284254340455,4.51080959464889e-05,0.00015335093485191464
69,30.0,-503.2648620605469,-503.2602233886719,0.004638671875,2.1517276763916016e-05,0.004638671875,0.0001325292541878298,7.585505954921246e-05,0.00020838431373704225
70,34.0,-684.7609252929688,-684.760009765625,0.00091552734375,8.381903171539307e-07,0.00091552734375,9.018257696880028e-05,3.6090797948418185e-05,0.00012627337127923965
71,34.0,-684.7575073242188,-684.75048828125,0.00701904296875,4.9266964197158813e-05,0.00701904296875,8.173524111043662e-05,6.03275366302114e-05,0.00014206278137862682
72,36.0,-760.4188842773438,-760.4142456054688,0.004638671875,2.1517276763916016e-05,0.004638671875,7.6886652095709e-05,5.516559031093493e-05,0.00013205224240664393
73,30.0,-454.1903991699219,-454.1896057128906,0.00079345703125,6.295740604400635e-07,0.00079345703125,0.00017249332449864596,4.509380232775584e-05,0.00021758713410235941
74,33.0,-598.9003295898438,-598.8984375,0.00189208984375,3.5800039768218994e-06,0.00189208984375,0.00010319682041881606,0.00010253079381072894,0.000205727614229545
75,35.0,-681.5991821289062,-681.5951538085938,0.0040283203125,1.6227364540100098e-05,0.0040283203125,8.520721894456074e-05,4.3990461563225836e-05,0.00012919768050778657
76,35.0,-681.5616455078125,-681.5576171875,0.0040283203125,1.6227364540100098e-05,0.0040283203125,0.00012994084681849927,3.95117313019e-05,0.00016945257084444165
77,35.0,-681.6036987304688,-681.6028442382812,0.0008544921875,7.301568984985352e-07,0.0008544921875,8.341483771800995e-05,4.38811257481575e-05,0.00012729596346616745
78,37.0,-725.2056884765625,-725.1986083984375,0.007080078125,5.0127506256103516e-05,0.007080078125,0.00010280702554155141,3.790408300119452e-05,0.00014071111218072474
79,37.0,-725.2476806640625,-725.2392578125,0.0084228515625,7.094442844390869e-05,0.0084228515625,6.856591789983213e-05,5.3332001698436216e-05,0.00012189791596028954
80,29.0,-437.7420654296875,-437.734130859375,0.0079345703125,6.295740604400635e-05,0.0079345703125,0.0001432561402907595,4.550320954876952e-05,0.00018875935347750783
81,30.0,-491.2577209472656,-491.25439453125,0.003326416015625,1.10650435090065e-05,0.003326416015625,0.00013945522368885577,6.453120295191184e-05,0.00020398641936481
82,30.0,-491.2347717285156,-491.23223876953125,0.002532958984375,6.4158812165260315e-06,0.002532958984375,0.00011475775681901723,3.466331327217631e-05,0.00014942107372917235
83,31.0,-541.4194946289062,-541.4137573242188,0.0057373046875,3.291666507720947e-05,0.0057373046875,7.693241786910221e-05,6.414893869077787e-05,0.00014108135655988008
84,31.0,-541.4979858398438,-541.4967041015625,0.00128173828125,1.642853021621704e-06,0.00128173828125,0.00013928690168540925,5.380213406169787e-05,0.00019308904302306473
85,32.0,-588.5228881835938,-588.5145263671875,0.00836181640625,6.991997361183167e-05,0.00836181640625,0.00010344593465561047,4.362910840427503e-05,0.0001470750430598855
86,30.0,-405.1355895996094,-405.1272888183594,0.00830078125,6.890296936035156e-05,0.00830078125,0.0001446032983949408,0.00012195292219985276,0.00026655622059479356
87,31.0,-458.05755615234375,-458.05743408203125,0.0001220703125,1.4901161193847656e-08,0.0001220703125,9.450142533751205e-05,3.0003580832271837e-05,0.00012450500798877329
88,33.0,-554.271240234375,-554.2779541015625,-0.0067138671875,4.507601261138916e-05,0.0067138671875,0.00010745469626272097,4.432685818755999e-05,0.00015178155445028096
89,36.0,-647.6303100585938,-647.6277465820312,0.0025634765625,6.571412086486816e-06,0.0025634765625,9.026101906783879e-05,5.1591174269560724e-05,0.0001418521860614419
90,36.0,-647.65673828125,-647.6485595703125,0.0081787109375,6.689131259918213e-05,0.0081787109375,8.85489207576029e-05,2.8778425985365175e-05,0.00011732734856195748
91,36.0,-647.6512451171875,-647.6531372070312,-0.00189208984375,3.5800039768218994e-06,0.00189208984375,7.399419700959697e-05,4.4407323002815247e-05,0.00011840152001241222
92,37.0,-685.403076171875,-685.3995971679688,0.00347900390625,1.2103468179702759e-05,0.00347900390625,9.347502782475203e-05,2.3499876988353208e-05,0.00011697490117512643
93,37.0,-685.3850708007812,-685.3761596679688,0.0089111328125,7.940828800201416e-05,0.0089111328125,0.00010167876462219283,3.766287045436911e-05,0.00013934163143858314
95,32.0,-426.8155517578125,-426.8172912597656,-0.001739501953125,3.0258670449256897e-06,0.001739501953125,0.00014981893764343113,8.771797001827508e-05,0.0002375369076617062
96,33.0,-475.8982238769531,-475.8963317871094,0.00189208984375,3.5800039768218994e-06,0.00189208984375,0.00012166919623268768,3.1702173146186396e-05,0.00015337136574089527
97,34.0,-522.0713500976562,-522.066162109375,0.00518798828125,2.691522240638733e-05,0.00518798828125,0.00010167832806473598,4.9275717174168676e-05,0.00015095404523890465
98,35.0,-565.5870361328125,-565.5914306640625,-0.00439453125,1.9311904907226562e-05,0.00439453125,9.508936636848375e-05,5.8152898418484256e-05,0.0001532422611489892
99,36.0,-606.715087890625,-606.7133178710938,0.00177001953125,3.1329691410064697e-06,0.00177001953125,7.911045395303518e-05,4.362389518064447e-05,0.00012273434549570084
100,36.0,-606.7223510742188,-606.720703125,0.00164794921875,2.7157366275787354e-06,0.00164794921875,8.296831947518513e-05,2.95020636258414e-05,0.00011247038492001593
101,38.0,-653.16455078125,-653.1607055664062,0.00384521484375,1.4785677194595337e-05,0.00384521484375,8.523101132595912e-05,5.288831744110212e-05,0.00013811932876706123
102,40.0,-694.9139404296875,-694.9063720703125,0.007568359375,5.728006362915039e-05,0.007568359375,9.760815737536177e-05,4.5197270083008334e-05,0.0001428054238203913
103,31.0,-410.528076171875,-410.5219421386719,0.006134033203125,3.762636333703995e-05,0.006134033203125,0.0001533405011286959,5.1405328122200444e-05,0.00020474582561291754
104,31.0,-410.56573486328125,-410.5604553222656,0.005279541015625,2.7873553335666656e-05,0.005279541015625,0.00013308059715200216,4.051295036333613e-05,0.0001735935511533171
105,35.0,-597.3453979492188,-597.3358764648438,0.009521484375,9.065866470336914e-05,0.009521484375,7.807046495145187e-05,9.398628026247025e-05,0.00017205675248987973
106,32.0,-380.82281494140625,-380.82177734375,0.00103759765625,1.0766088962554932e-06,0.00103759765625,9.186706301989034e-05,5.336748290574178e-05,0.00014523454592563212
107,33.0,-431.29827880859375,-431.2994689941406,-0.001190185546875,1.4165416359901428e-06,0.001190185546875,0.00012106453505111858,6.265444972086698e-05,0.00018371897749602795
108,33.0,-431.2962646484375,-431.29718017578125,-0.00091552734375,8.381903171539307e-07,0.00091552734375,0.0001276210241485387,6.22848529019393e-05,0.0001899058697745204
109,34.0,-478.80035400390625,-478.79913330078125,0.001220703125,1.4901161193847656e-06,0.001220703125,0.00010438540630275384,4.553161488729529e-05,0.00014991701755207032
110,34.0,-478.682861328125,-478.6845703125,-0.001708984375,2.9206275939941406e-06,0.001708984375,0.00011498863023007289,5.171150041860528e-05,0.00016670013428665698
111,36.0,-565.7174072265625,-565.7229614257812,-0.00555419921875,3.084912896156311e-05,0.00555419921875,8.757248724577948e-05,4.126131534576416e-05,0.00012883380986750126
112,38.0,-614.3785400390625,-614.3779296875,0.0006103515625,3.725290298461914e-07,0.0006103515625,8.04577357484959e-05,4.935152901452966e-05,0.00012980926840100437
113,38.0,-614.3642578125,-614.3663940429688,-0.00213623046875,4.563480615615845e-06,0.00213623046875,8.149015775416046e-05,6.675496842944995e-05,0.00014824513345956802
114,40.0,-658.0838012695312,-658.0864868164062,-0.002685546875,7.212162017822266e-06,0.002685546875,8.673575212014839e-05,7.640737749170512e-05,0.0001631431223358959
115,36.0,-462.9813232421875,-462.97998046875,0.0013427734375,1.8030405044555664e-06,0.0013427734375,0.0001433853030903265,0.00025704147992655635,0.00040042679756879807
117,35.0,-481.4710998535156,-481.4682312011719,0.00286865234375,8.229166269302368e-06,0.00286865234375,7.484087109332904e-05,4.609883762896061e-05,0.00012093970872228965
118,35.0,-481.44677734375,-481.44677734375,0.0,0.0,0.0,8.027895091800019e-05,2.8305501473369077e-05,0.00010858445602934808
119,38.0,-507.5759582519531,-507.5714416503906,0.0045166015625,2.039968967437744e-05,0.0045166015625,0.00010344560723751783,4.747607817989774e-05,0.00015092168177943677
120,40.0,-547.6571655273438,-547.6534423828125,0.00372314453125,1.3861805200576782e-05,0.00372314453125,9.700874943519011e-05,0.00011106654710602015,0.00020807530381716788
121,38.0,-439.4918212890625,-439.48828125,0.0035400390625,1.2531876564025879e-05,0.0035400390625,0.00010936229955404997,9.391549974679947e-05,0.00020327779930084944
122,17.0,-821.3681640625,-821.3673095703125,0.0008544921875,7.301568984985352e-07,0.0008544921875,0.00022344790340866894,7.845200889278203e-05,0.00030189991230145097
123,16.0,-653.0413818359375,-653.0389404296875,0.00244140625,5.9604644775390625e-06,0.00244140625,0.00027755345217883587,8.933991193771362e-05,0.0003668933641165495
124,16.0,-653.0452880859375,-653.0380859375,0.0072021484375,5.187094211578369e-05,0.0072021484375,0.0002780739450827241,8.439346856903285e-05,0.00036246742820367217
125,18.0,-746.009033203125,-746.0045166015625,0.0045166015625,2.039968967437744e-05,0.0045166015625,0.00022148921561893076,4.959572106599808e-05,0.00027108495123684406
126,18.0,-746.0234375,-746.02001953125,0.00341796875,1.1682510375976562e-05,0.00341796875,0.00019967109255958349,5.0093607569579035e-05,0.00024976470740512013
127,20.0,-820.2356567382812,-820.23046875,0.00518798828125,2.691522240638733e-05,0.00518798828125,0.00021308167197275907,5.4795480536995456e-05,0.00026787715614773333
128,20.0,-820.2178955078125,-820.2158203125,0.0020751953125,4.306435585021973e-06,0.0020751953125,0.00019778595014940947,4.372280091047287e-05,0.00024150875105988234
129,18.0,-807.9318237304688,-807.9203491210938,0.011474609375,0.0001316666603088379,0.011474609375,0.0002252973208669573,5.0647744501475245e-05,0.00027594505809247494
130,18.0,-807.9878540039062,-807.9865112304688,0.0013427734375,1.8030405044555664e-06,0.0013427734375,0.0001888077094918117,5.068779137218371e-05,0.00023949550813995302
131,19.0,-873.0752563476562,-873.0720825195312,0.003173828125,1.0073184967041016e-05,0.003173828125,0.00017141389253083616,4.10385437135119e-05,0.00021245243260636926
132,19.0,-873.0927124023438,-873.0933837890625,-0.00067138671875,4.507601261138916e-07,0.00067138671875,0.00017890878370963037,2.8044543796568178e-05,0.00020695332204923034
133,19.0,-736.9407958984375,-736.9423828125,-0.0015869140625,2.518296241760254e-06,0.0015869140625,0.00021932237723376602,2.8774700695066713e-05,0.00024809708702377975
134,19.0,-736.9767456054688,-736.970947265625,0.00579833984375,3.3620744943618774e-05,0.00579833984375,0.00018060450383927673,4.576482024276629e-05,0.00022636933135800064
135,19.0,-736.9852294921875,-736.9847412109375,0.00048828125,2.384185791015625e-07,0.00048828125,0.00019797503773588687,3.685392584884539e-05,0.00023482897086068988
136,20.0,-802.41259765625,-802.41259765625,0.0,0.0,0.0,0.00018812068447005004,2.2827462089480832e-05,0.00021094814292155206
137,20.0,-802.4789428710938,-802.4685668945312,0.0103759765625,0.00010766088962554932,0.0103759765625,0.00017760347691364586,2.7842261260957457e-05,0.00020544574363157153
138,20.0,-802.4219970703125,-802.4190673828125,0.0029296875,8.58306884765625e-06,0.0029296875,0.00016711036732885987,3.0176155632943846e-05,0.00019728652841877192
139,20.0,-802.41796875,-802.4176635742188,0.00030517578125,9.313225746154785e-08,0.00030517578125,0.00017139819101430476,2.3173541194410063e-05,0.00019457173766568303
140,20.0,-802.4120483398438,-802.4022827148438,0.009765625,9.5367431640625e-05,0.009765625,0.00017980621487367898,6.22333973296918e-05,0.0002420396194793284
141,20.0,-802.39599609375,-802.3932495117188,0.00274658203125,7.543712854385376e-06,0.00274658203125,0.0001713423553155735,3.373436629772186e-05,0.00020507672161329538
142,20.0,-802.3951416015625,-802.3849487304688,0.01019287109375,0.00010389462113380432,0.01019287109375,0.00017457737703807652,3.668554199975915e-05,0.00021126291539985687
143,20.0,-802.4020385742188,-802.3963012695312,0.0057373046875,3.291666507720947e-05,0.0057373046875,0.00015653640730306506,2.5405921405763365e-05,0.00018194233416579664
144,20.0,-746.7044677734375,-746.6939086914062,0.01055908203125,0.00011149421334266663,0.01055908203125,0.00018665826064534485,3.008507155755069e-05,0.00021674332674592733
145,20.0,-746.6594848632812,-746.6485595703125,0.01092529296875,0.00011936202645301819,0.01092529296875,0.0001657145330682397,2.2870861357660033e-05,0.00018858539988286793
146,20.0,-746.7086791992188,-746.7135620117188,-0.0048828125,2.384185791015625e-05,0.0048828125,0.00018397851090412587,3.8931706512812525e-05,0.000222910224692896
147,20.0,-673.0570068359375,-673.0473022460938,0.00970458984375,9.417906403541565e-05,0.00970458984375,0.00023764149227645248,7.05178827047348e-05,0.0003081593895331025
148,20.0,-673.0999755859375,-673.0914306640625,0.008544921875,7.301568984985352e-05,0.008544921875,0.000219450201257132,2.4726055926294066e-05,0.00024417624808847904
149,21.0,-738.3948974609375,-738.3993530273438,-0.00445556640625,1.985207200050354e-05,0.00445556640625,0.00026767063536681235,3.799963815254159e-05,0.00030567028443329036
150,22.0,-797.8201293945312,-797.8059692382812,0.01416015625,0.00020051002502441406,0.01416015625,0.00019259436521679163,5.184132533031516e-05,0.00024443567963317037
151,22.0,-797.811279296875,-797.8158569335938,-0.00457763671875,2.0954757928848267e-05,0.00457763671875,0.0002112263609888032,3.8642621802864596e-05,0.0002498689864296466
152,22.0,-797.810546875,-797.8212280273438,-0.01068115234375,0.00011408701539039612,0.01068115234375,0.00020048176520504057,2.9415637982310727e-05,0.0002298973995493725
153,22.0,-747.1724243164062,-747.1674194335938,0.0050048828125,2.504885196685791e-05,0.0050048828125,0.00016871499246917665,4.9662961828289554e-05,0.000218377957935445
154,19.0,-659.4523315429688,-659.4505615234375,0.00177001953125,3.1329691410064697e-06,0.00177001953125,0.0001932013256009668,5.65355658181943e-05,0.0002497368841432035
155,20.0,-728.7958984375,-728.80126953125,-0.00537109375,2.8848648071289062e-05,0.00537109375,0.0001572123437654227,3.2519550586584955e-05,0.00018973188707605004
156,20.0,-728.800048828125,-728.8034057617188,-0.00335693359375,1.126900315284729e-05,0.00335693359375,0.00016526966646779329,2.8490274416981265e-05,0.00019375994452275336
157,20.0,-728.7470703125,-728.7571411132812,-0.01007080078125,0.00010142102837562561,0.01007080078125,0.00018788747547660023,3.0304490792332217e-05,0.00021819196990691125
158,20.0,-728.8137817382812,-728.8165283203125,-0.00274658203125,7.543712854385376e-06,0.00274658203125,0.00016980222426354885,3.8006903196219355e-05,0.0002078091201838106
159,20.0,-728.819091796875,-728.8185424804688,0.00054931640625,3.0174851417541504e-07,0.00054931640625,0.00015958926815073937,3.953986015403643e-05,0.00019912913558073342
160,20.0,-728.7906494140625,-728.7794799804688,0.01116943359375,0.00012475624680519104,0.01116943359375,0.00019261919078417122,1.0774470865726471e-05,0.0002033936616498977
161,20.0,-728.7633056640625,-728.7662963867188,-0.00299072265625,8.944422006607056e-06,0.00299072265625,0.00020547831081785262,4.151463508605957e-05,0.0002469929459039122
162,21.0,-791.4830932617188,-791.4682006835938,0.014892578125,0.00022178888320922852,0.014892578125,0.00022616225760430098,3.611333522712812e-05,0.0002622756001073867
163,21.0,-791.4774169921875,-791.48095703125,-0.0035400390625,1.2531876564025879e-05,0.0035400390625,0.0001798358280211687,3.447737617534585e-05,0.00021431320055853575
164,21.0,-791.4749145507812,-791.4664916992188,0.0084228515625,7.094442844390869e-05,0.0084228515625,0.0001646631135372445,2.0801835489692166e-05,0.00018546494538895786
165,20.0,-599.5632934570312,-599.5537109375,0.00958251953125,9.182468056678772e-05,0.00958251953125,0.0001665306044742465,2.8433092666091397e-05,0.0001949636935023591
166,20.0,-599.5133056640625,-599.5137939453125,-0.00048828125,2.384185791015625e-07,0.00048828125,0.00018730985175352544,5.244519707048312e-05,0.00023975505609996617
167,20.0,-599.5045776367188,-599.4931030273438,0.011474609375,0.0001316666603088379,0.011474609375,0.00018055865075439215,2.9034912586212158e-05,0.0002095935633406043
168,20.0,-599.4675903320312,-599.4559936523438,0.0115966796875,0.0001344829797744751,0.0115966796875,0.0001987309951800853,3.3953598176594824e-05,0.00023268460063263774
169,20.0,-599.4298706054688,-599.4269409179688,0.0029296875,8.58306884765625e-06,0.0029296875,0.00021718654897995293,2.8841011953772977e-05,0.00024602757184766233
170,21.0,-668.3087768554688,-668.3118286132812,-0.0030517578125,9.313225746154785e-06,0.0030517578125,0.00018276103946845978,6.556045264005661e-05,0.0002483215066604316
171,22.0,-730.87890625,-730.8783569335938,0.00054931640625,3.0174851417541504e-07,0.00054931640625,0.00017314399883616716,4.024654481327161e-05,0.00021339053637348115
172,22.0,-730.953857421875,-730.9411010742188,0.01275634765625,0.00016272440552711487,0.01275634765625,0.0002320146159036085,4.3201445805607364e-05,0.00027521606534719467
