config_index,num_atoms,ref_energy,pred_energy,error,sq_error,rmse_e_atom,aleatoric_var,epistemic_var,total_var
20,48.0,-156.2333526611328,-156.23423767089844,-0.000885009765625,7.832422852516174e-07,0.000885009765625,3.481714884401299e-05,2.2476538106275257e-06,3.7064801290398464e-05
21,48.0,-156.2253875732422,-156.23167419433594,-0.00628662109375,3.9521604776382446e-05,0.00628662109375,4.268384873284958e-05,3.889691924996441e-06,4.657353929360397e-05
22,48.0,-156.22671508789062,-156.22940063476562,-0.002685546875,7.212162017822266e-06,0.002685546875,4.7126693971222267e-05,3.515614707794157e-06,5.064230936113745e-05
23,48.0,-156.22171020507812,-156.2279510498047,-0.0062408447265625,3.8948142901062965e-05,0.0062408447265625,4.169292515143752e-05,3.951206053898204e-06,4.564413029584102e-05
24,48.0,-156.23829650878906,-156.23486328125,0.0034332275390625,1.178705133497715e-05,0.0034332275390625,4.3156687752343714e-05,4.011625605926383e-06,4.7168312448775396e-05
25,48.0,-156.2228240966797,-156.2276153564453,-0.004791259765625,2.295617014169693e-05,0.004791259765625,5.9073925513075665e-05,6.432656846300233e-06,6.55065814498812e-05
26,48.0,-156.23916625976562,-156.2349090576172,0.0042572021484375,1.8123770132660866e-05,0.0042572021484375,4.546361378743313e-05,2.6416382752358913e-06,4.8105252062669024e-05
27,48.0,-156.22340393066406,-156.2267608642578,-0.00335693359375,1.126900315284729e-05,0.00335693359375,4.542690658126958e-05,7.867277417972218e-06,5.32941849087365e-05
28,48.0,-156.22206115722656,-156.2279510498047,-0.005889892578125,3.469083458185196e-05,0.005889892578125,5.42030502401758e-05,2.5745248422026634e-06,5.677757508237846e-05
29,48.0,-156.2393035888672,-156.2332305908203,0.006072998046875,3.6881305277347565e-05,0.006072998046875,3.827218824881129e-05,1.9789208636211697e-06,4.025111047667451e-05
30,48.0,-156.2268524169922,-156.23558044433594,-0.00872802734375,7.617846131324768e-05,0.00872802734375,3.9501454011769965e-05,4.843366241402691e-06,4.4344818888930604e-05
31,48.0,-156.23741149902344,-156.2372283935547,0.00018310546875,3.3527612686157227e-08,0.00018310546875,3.356298475409858e-05,3.331783318571979e-06,3.689476943691261e-05
32,48.0,-156.222900390625,-156.22715759277344,-0.0042572021484375,1.8123770132660866e-05,0.0042572021484375,4.1587994928704575e-05,3.674626441352302e-06,4.526262273429893e-05
33,48.0,-156.2272186279297,-156.23394775390625,-0.0067291259765625,4.528113640844822e-05,0.0067291259765625,3.729070522240363e-05,1.0041054565590457e-06,3.8294809201033786e-05
34,48.0,-156.23326110839844,-156.23416137695312,-0.0009002685546875,8.104834705591202e-07,0.0009002685546875,4.216531306155957e-05,4.196353074803483e-06,4.636166704585776e-05
35,48.0,-156.232421875,-156.23065185546875,0.00177001953125,3.1329691410064697e-06,0.00177001953125,3.747148366528563e-05,1.8364517018198967e-06,3.930793536710553e-05
36,48.0,-156.23439025878906,-156.23695373535156,-0.0025634765625,6.571412086486816e-06,0.0025634765625,3.584878868423402e-05,8.8410450871379e-07,3.673289393191226e-05
37,48.0,-156.22474670410156,-156.228515625,-0.0037689208984375,1.4204764738678932e-05,0.0037689208984375,4.932517185807228e-05,3.788270987570286e-06,5.311344284564257e-05
38,48.0,-156.2333526611328,-156.23704528808594,-0.003692626953125,1.3635493814945221e-05,0.003692626953125,3.3445005101384595e-05,4.4021871872246265e-06,3.784719228860922e-05
39,48.0,-156.2364959716797,-156.23646545410156,3.0517578125e-05,9.313225746154785e-10,3.0517578125e-05,5.0750106311170384e-05,1.6410834859925671e-06,5.239119127509184e-05
40,48.0,-156.23411560058594,-156.2332000732422,0.00091552734375,8.381903171539307e-07,0.00091552734375,3.825371459242888e-05,1.1529657513165148e-06,3.940668102586642e-05
41,48.0,-156.22018432617188,-156.23208618164062,-0.01190185546875,0.00014165416359901428,0.01190185546875,3.774235301534645e-05,4.026130682177609e-06,4.176848233328201e-05
42,48.0,-156.22970581054688,-156.23049926757812,-0.00079345703125,6.295740604400635e-07,0.00079345703125,3.866542101604864e-05,2.491788563929731e-06,4.1157210944220424e-05
43,48.0,-156.23202514648438,-156.2314910888672,0.0005340576171875,2.852175384759903e-07,0.0005340576171875,3.836274117929861e-05,1.894659362733364e-06,4.0257400542031974e-05
44,48.0,-156.2333221435547,-156.2379608154297,-0.004638671875,2.1517276763916016e-05,0.004638671875,3.62480896001216e-05,3.930309503630269e-06,4.017839819425717e-05
45,48.0,-156.22776794433594,-156.22698974609375,0.0007781982421875,6.055925041437149e-07,0.0007781982421875,4.6696459321537986e-05,3.661401478893822e-06,5.0357859436189756e-05
46,48.0,-156.2317352294922,-156.2347869873047,-0.0030517578125,9.313225746154785e-06,0.0030517578125,3.697810825542547e-05,3.5026343994104536e-06,4.048074333695695e-05
47,48.0,-156.24191284179688,-156.2355194091797,0.0063934326171875,4.0875980630517006e-05,0.0063934326171875,4.1638806578703225e-05,3.048405005756649e-06,4.468721090233885e-05
48,48.0,-156.2307586669922,-156.2339630126953,-0.003204345703125,1.026783138513565e-05,0.003204345703125,8.5708852566313e-05,1.1209584954485763e-05,9.691844024928287e-05
49,48.0,-156.2344512939453,-156.2362823486328,-0.0018310546875,3.3527612686157227e-06,0.0018310546875,4.096292468602769e-05,4.842202088184422e-06,4.580512540997006e-05
50,48.0,-156.22769165039062,-156.22727966308594,0.0004119873046875,1.6973353922367096e-07,0.0004119873046875,6.0020156524842605e-05,3.950809968955582e-06,6.397096876753494e-05
51,48.0,-156.23257446289062,-156.22935485839844,0.0032196044921875,1.036585308611393e-05,0.0032196044921875,5.194239929551259e-05,2.1388520963228075e-06,5.408125070971437e-05
52,48.0,-156.2262420654297,-156.2352752685547,-0.009033203125,8.159875869750977e-05,0.009033203125,4.353250187705271e-05,2.4769919946265873e-06,4.6009492507437244e-05
53,48.0,-156.2203826904297,-156.2230224609375,-0.0026397705078125,6.968388333916664e-06,0.0026397705078125,5.524318476091139e-05,3.3052988328563515e-06,5.8548484958009794e-05
54,48.0,-156.2362823486328,-156.23104858398438,0.0052337646484375,2.7392292395234108e-05,0.0052337646484375,4.216110028210096e-05,4.5188585318101104e-06,4.667995744966902e-05
55,48.0,-156.23118591308594,-156.2333984375,-0.0022125244140625,4.895264282822609e-06,0.0022125244140625,3.984965951531194e-05,2.2022170469426783e-06,4.2051877244375646e-05
56,48.0,-156.23077392578125,-156.2338409423828,-0.0030670166015625,9.406590834259987e-06,0.0030670166015625,3.9934715459821746e-05,1.644808776291029e-06,4.1579525714041665e-05
57,48.0,-156.23399353027344,-156.2303466796875,0.0036468505859375,1.3299519196152687e-05,0.0036468505859375,4.164826532360166e-05,2.114707513101166e-06,4.3762971472460777e-05
58,48.0,-156.23008728027344,-156.23484802246094,-0.0047607421875,2.2664666175842285e-05,0.0047607421875,4.488054764806293e-05,1.702958229543583e-06,4.65835073555354e-05
59,48.0,-156.22886657714844,-156.2294464111328,-0.000579833984375,3.3620744943618774e-07,0.000579833984375,5.4281026677927e-05,4.111812359042233e-06,5.839283767272718e-05
60,48.0,-156.23313903808594,-156.2369384765625,-0.0037994384765625,1.4435732737183571e-05,0.0037994384765625,4.8259647883241996e-05,3.461562982920441e-06,5.172121018404141e-05
61,48.0,-156.23095703125,-156.23008728027344,0.0008697509765625,7.564667612314224e-07,0.0008697509765625,4.665059532271698e-05,4.678231107391184e-06,5.132882506586611e-05
62,48.0,-156.2242889404297,-156.22801208496094,-0.00372314453125,1.3861805200576782e-05,0.00372314453125,5.3405994549393654e-05,5.301786586642265e-06,5.870778113603592e-05
63,48.0,-156.23062133789062,-156.23245239257812,-0.0018310546875,3.3527612686157227e-06,0.0018310546875,4.008634641650133e-05,1.0622316040098667e-06,4.1148578020511195e-05
64,48.0,-156.23577880859375,-156.2317657470703,0.0040130615234375,1.610466279089451e-05,0.0040130615234375,7.179978274507448e-05,3.087159711867571e-06,7.488694245694205e-05
65,48.0,-156.22914123535156,-156.2319793701172,-0.002838134765625,8.055008947849274e-06,0.002838134765625,4.021668792120181e-05,4.842749149247538e-06,4.505943797994405e-05
66,48.0,-156.2326202392578,-156.2296142578125,0.0030059814453125,9.035924449563026e-06,0.0030059814453125,4.2569139623083174e-05,1.9981757759524044e-06,4.4567314034793526e-05
67,48.0,-156.2344970703125,-156.23167419433594,0.0028228759765625,7.968628779053688e-06,0.0028228759765625,4.666047971113585e-05,1.8432270962875918e-06,4.850370532949455e-05
68,48.0,-156.22303771972656,-156.2324676513672,-0.009429931640625,8.89236107468605e-05,0.009429931640625,3.9114849641919136e-05,1.4941906556487083e-06,4.0609040297567844e-05
69,48.0,-156.23031616210938,-156.22972106933594,0.0005950927734375,3.541354089975357e-07,0.0005950927734375,4.590821481542662e-05,5.097256689623464e-06,5.100547059555538e-05
70,48.0,-156.2289276123047,-156.23779296875,-0.0088653564453125,7.859454490244389e-05,0.0088653564453125,3.0912731745047495e-05,1.5244819451254443e-06,3.243721221224405e-05
71,48.0,-156.23358154296875,-156.23526000976562,-0.001678466796875,2.8172507882118225e-06,0.001678466796875,3.309428575448692e-05,2.157152721338207e-06,3.525143984006718e-05
72,48.0,-156.1923370361328,-156.22349548339844,-0.031158447265625,0.000970848836004734,0.031158447265625,8.705366781214252e-05,6.923323780938517e-06,9.397698886459693e-05
73,48.0,-156.2327117919922,-156.23568725585938,-0.0029754638671875,8.853385224938393e-06,0.0029754638671875,3.819267658400349e-05,1.784251026037964e-06,3.997692692792043e-05
74,48.0,-156.23240661621094,-156.2314453125,0.0009613037109375,9.241048246622086e-07,0.0009613037109375,4.620847903424874e-05,3.405462393857306e-06,4.961394006386399e-05
75,48.0,-156.23690795898438,-156.2384490966797,-0.0015411376953125,2.375105395913124e-06,0.0015411376953125,4.0898798033595085e-05,5.6579710872028954e-06,4.655676821130328e-05
76,48.0,-156.2340850830078,-156.2389678955078,-0.0048828125,2.384185791015625e-05,0.0048828125,4.030694981338456e-05,2.439669287923607e-06,4.2746618419187143e-05
77,48.0,-156.2281036376953,-156.22752380371094,0.000579833984375,3.3620744943618774e-07,0.000579833984375,4.130683373659849e-05,2.8246199690329377e-06,4.413145506987348e-05
78,48.0,-156.22872924804688,-156.22984313964844,-0.0011138916015625,1.2407545000314713e-06,0.0011138916015625,3.710855889949016e-05,3.2368116080760956e-06,4.034537050756626e-05
79,48.0,-156.23350524902344,-156.23341369628906,9.1552734375e-05,8.381903171539307e-09,9.1552734375e-05,4.8969599447445944e-05,7.059425115585327e-07,4.967554195900448e-05
80,48.0,-156.23011779785156,-156.23309326171875,-0.0029754638671875,8.853385224938393e-06,0.0029754638671875,3.664755786303431e-05,1.4532939758282737e-06,3.810085036093369e-05
81,48.0,-156.2335662841797,-156.23431396484375,-0.0007476806640625,5.59026375412941e-07,0.0007476806640625,4.12024455727078e-05,3.3791177429520758e-06,4.4581563997780904e-05
82,48.0,-156.2290802001953,-156.22642517089844,0.002655029296875,7.049180567264557e-06,0.002655029296875,5.249391688266769e-05,2.5141634978353977e-06,5.500808038050309e-05
83,48.0,-156.2251434326172,-156.23216247558594,-0.00701904296875,4.9266964197158813e-05,0.00701904296875,4.392873597680591e-05,2.228317271146807e-06,4.615705256583169e-05
84,48.0,-156.23178100585938,-156.2310028076172,0.0007781982421875,6.055925041437149e-07,0.0007781982421875,5.5266184062929824e-05,2.450123474773136e-06,5.7716308219823986e-05
85,48.0,-156.223388671875,-156.23097229003906,-0.0075836181640625,5.751126445829868e-05,0.0075836181640625,4.2059033148689196e-05,2.7389498882257612e-06,4.479798371903598e-05
86,48.0,-156.2285919189453,-156.23143005371094,-0.002838134765625,8.055008947849274e-06,0.002838134765625,3.502078470773995e-05,3.4525407954788534e-06,3.8473324821097776e-05
87,48.0,-156.1845245361328,-156.2306365966797,-0.046112060546875,0.002126322127878666,0.046112060546875,0.0003460035950411111,1.3422139090835117e-05,0.000359425728674978
88,48.0,-156.23294067382812,-156.23121643066406,0.0017242431640625,2.9730144888162613e-06,0.0017242431640625,4.1957748180720955e-05,2.6841530598176178e-06,4.464189987629652e-05
89,48.0,-156.2296600341797,-156.23138427734375,-0.0017242431640625,2.9730144888162613e-06,0.0017242431640625,3.663594907266088e-05,1.352780941488163e-06,3.798873149207793e-05
90,48.0,-156.2249298095703,-156.233154296875,-0.0082244873046875,6.764219142496586e-05,0.0082244873046875,3.938895679311827e-05,5.252775849839963e-07,3.991423363913782e-05
91,48.0,-156.235595703125,-156.2336883544922,0.0019073486328125,3.637978807091713e-06,0.0019073486328125,4.659984915633686e-05,4.605692993209232e-06,5.120554124005139e-05
92,48.0,-156.2277069091797,-156.23098754882812,-0.0032806396484375,1.0762596502900124e-05,0.0032806396484375,4.0952087147161365e-05,3.5108648717141477e-06,4.4462951336754486e-05
93,48.0,-156.2206573486328,-156.2322998046875,-0.0116424560546875,0.00013554678298532963,0.0116424560546875,3.8964542909525335e-05,1.1620111308729975e-06,4.0126553358277306e-05
94,48.0,-156.2265167236328,-156.2324981689453,-0.0059814453125,3.577768802642822e-05,0.0059814453125,4.116112177143805e-05,1.553795300424099e-06,4.2714917071862146e-05
95,48.0,-156.24549865722656,-156.2423095703125,0.0031890869140625,1.017027534544468e-05,0.0031890869140625,3.373889558133669e-05,3.0438066005444853e-06,3.678270149976015e-05
96,48.0,-156.2350616455078,-156.2371368408203,-0.0020751953125,4.306435585021973e-06,0.0020751953125,4.235402957419865e-05,1.6754842135924264e-06,4.4029515265719965e-05
97,48.0,-156.22572326660156,-156.2316131591797,-0.005889892578125,3.469083458185196e-05,0.005889892578125,4.0083548810798675e-05,3.2304437809216324e-06,4.331399395596236e-05
98,48.0,-156.2355194091797,-156.23118591308594,0.00433349609375,1.877918839454651e-05,0.00433349609375,3.8779096939833835e-05,2.70322198048234e-06,4.1482318920316175e-05
99,48.0,-156.23841857910156,-156.23255920410156,0.005859375,3.4332275390625e-05,0.005859375,3.6956247640773654e-05,4.1826278902590275e-06,4.113887553103268e-05
100,48.0,-156.13168334960938,-156.213134765625,-0.081451416015625,0.006634333170950413,0.081451416015625,0.0037890549283474684,5.446232535177842e-05,0.0038435172755271196
101,48.0,-156.22744750976562,-156.23147583007812,-0.0040283203125,1.6227364540100098e-05,0.0040283203125,3.8256370316958055e-05,4.2876113184320275e-06,4.2543982999632135e-05
102,48.0,-156.24530029296875,-156.24411010742188,0.001190185546875,1.4165416359901428e-06,0.001190185546875,2.7440783014753833e-05,5.945446901023388e-06,3.338622991577722e-05
103,48.0,-156.2293701171875,-156.23558044433594,-0.0062103271484375,3.856816329061985e-05,0.0062103271484375,4.4586689909920096e-05,4.953786174155539e-06,4.954047471983358e-05
104,48.0,-156.2232208251953,-156.23049926757812,-0.0072784423828125,5.29757235199213e-05,0.0072784423828125,4.6122160711092874e-05,4.315935257181991e-06,5.0438095058780164e-05
105,48.0,-156.23033142089844,-156.2313995361328,-0.001068115234375,1.1408701539039612e-06,0.001068115234375,4.8604299081489444e-05,3.006949555128813e-06,5.1611248636618257e-05
106,48.0,-156.2252960205078,-156.2252197265625,7.62939453125e-05,5.820766091346741e-09,7.62939453125e-05,4.392240589368157e-05,2.5999731860792963e-06,4.652237839763984e-05
107,48.0,-156.2337188720703,-156.236572265625,-0.0028533935546875,8.141854777932167e-06,0.0028533935546875,3.479424776742235e-05,1.7528421949464246e-06,3.654709144029766e-05
108,48.0,-156.22520446777344,-156.2279510498047,-0.00274658203125,7.543712854385376e-06,0.00274658203125,4.7885256208246574e-05,4.804681339010131e-06,5.2689938456751406e-05
109,48.0,-156.2256317138672,-156.23268127441406,-0.007049560546875,4.969630390405655e-05,0.007049560546875,3.555546572897583e-05,3.2262876175082056e-06,3.878175266436301e-05
110,48.0,-156.23141479492188,-156.23008728027344,0.0013275146484375,1.7622951418161392e-06,0.0013275146484375,4.2366591515019536e-05,6.245588792808121e-06,4.8612178943585604e-05
111,48.0,-156.22781372070312,-156.2250213623047,0.0027923583984375,7.79726542532444e-06,0.0027923583984375,5.392568345996551e-05,4.610302767105168e-06,5.853598486282863e-05
112,48.0,-156.2287139892578,-156.2242431640625,0.0044708251953125,1.9988277927041054e-05,0.0044708251953125,5.768181290477514e-05,3.6967103369534016e-06,6.137852324172854e-05
113,48.0,-156.2340850830078,-156.23406982421875,1.52587890625e-05,2.3283064365386963e-10,1.52587890625e-05,3.3986318157985806e-05,1.8104444734490244e-06,3.5796761949313805e-05
114,48.0,-156.23439025878906,-156.2353973388672,-0.001007080078125,1.014210283756256e-06,0.001007080078125,4.5060645788908005e-05,4.378205630928278e-06,4.943885141983628e-05
115,48.0,-156.2299041748047,-156.22959899902344,0.00030517578125,9.313225746154785e-08,0.00030517578125,4.458198236534372e-05,3.4843919820559677e-06,4.8066372983157635e-05
116,48.0,-156.22607421875,-156.2277374267578,-0.0016632080078125,2.766260877251625e-06,0.0016632080078125,4.6488472435157746e-05,2.4869805201888084e-06,4.8975452955346555e-05
117,48.0,-156.2292938232422,-156.22952270507812,-0.0002288818359375,5.2386894822120667e-08,0.0002288818359375,4.587787771015428e-05,4.020403139293194e-06,4.9898280849447474e-05
118,48.0,-156.22891235351562,-156.2317657470703,-0.0028533935546875,8.141854777932167e-06,0.0028533935546875,6.183024379424751e-05,2.975179768327507e-06,6.48054265184328e-05
119,48.0,-156.1982421875,-156.2177276611328,-0.0194854736328125,0.00037968368269503117,0.0194854736328125,7.209082832559943e-05,1.7561809727340005e-05,8.965263987192884e-05
120,48.0,-156.22914123535156,-156.23338317871094,-0.004241943359375,1.799408346414566e-05,0.004241943359375,3.988362732343376e-05,1.5910248976069852e-06,4.147465369896963e-05
121,48.0,-156.24261474609375,-156.23992919921875,0.002685546875,7.212162017822266e-06,0.002685546875,2.9942179025965743e-05,7.004709914326668e-07,3.064265183638781e-05
122,48.0,-156.2266082763672,-156.23037719726562,-0.0037689208984375,1.4204764738678932e-05,0.0037689208984375,3.900632873410359e-05,2.3828820303606335e-06,4.1389212128706276e-05
123,48.0,-156.23422241210938,-156.23519897460938,-0.0009765625,9.5367431640625e-07,0.0009765625,3.643957825261168e-05,1.2691482424997957e-06,3.7708727177232504e-05
124,48.0,-156.21932983398438,-156.2247772216797,-0.0054473876953125,2.967403270304203e-05,0.0054473876953125,7.568389264633879e-05,5.627784503303701e-06,8.131167851388454e-05
125,48.0,-156.2360382080078,-156.2326202392578,0.00341796875,1.1682510375976562e-05,0.00341796875,4.04666643589735e-05,1.521455146757944e-06,4.198811802780256e-05
126,48.0,-156.23167419433594,-156.23046875,0.0012054443359375,1.4530960470438004e-06,0.0012054443359375,4.0700491808820516e-05,4.279473614587914e-06,4.497996633290313e-05
127,48.0,-156.22389221191406,-156.2274627685547,-0.003570556640625,1.2748874723911285e-05,0.003570556640625,4.839909524889663e-05,3.3758115023374557e-06,5.1774906751234084e-05
128,48.0,-156.2310028076172,-156.23179626464844,-0.00079345703125,6.295740604400635e-07,0.00079345703125,3.63291910616681e-05,1.689488954070839e-06,3.801867933361791e-05
129,48.0,-156.2477264404297,-156.24143981933594,0.00628662109375,3.9521604776382446e-05,0.00628662109375,3.111678597633727e-05,5.331658940121997e-06,3.6448444006964564e-05
