epoch,au_var,eu_var,tu_var,rmse_energy
0,7.125121765756585e-05,1.1854107368400526e-05,8.310532519737116e-05,0.007269407489511359
10,6.992634695891935e-05,1.0292407583060244e-05,8.021875647290681e-05,0.007029750019025845
20,7.313434220682562e-05,9.391992250584735e-06,8.252633321647479e-05,0.006986875278381522
30,8.101555737924242e-05,1.535220611423518e-05,9.636776296527107e-05,0.006668672299594159
40,8.387759752132786e-05,1.0185346044321564e-05,9.406294394956113e-05,0.0066138233702882935
50,8.546116496290778e-05,9.97243342733502e-06,9.543359719828004e-05,0.006485191100295925
60,8.664655322438473e-05,1.1452738122513369e-05,9.809929166434672e-05,0.006418337147936393
70,9.153590833123486e-05,1.1331483724811384e-05,0.00010286739078974978,0.006439903741919737
80,8.94346702457719e-05,9.386453038692147e-06,9.882112423068835e-05,0.006261454542866601
90,9.112324390886128e-05,9.421970555824653e-06,0.00010054521508908902,0.006125801189072393
