phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,4.698835762435993e-05,3.50432188652879e-05,8.203157658058582e-05,0.9331016020408429
pretrain,ood,0.0006276123789771328,0.00016737280736001226,0.0007949851877806809,0.9491293828372167
finetune,id,4.362705060985819e-05,3.046455858900503e-05,7.409160916658304e-05,0.007178740157998835
finetune,ood,0.000513474612326727,0.000155109076591874,0.0006685836897611238,0.052976029480265814
