summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,1313,5000,5.56581845662625e-05,2.592036163678627e-05
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,474,587,0.00010671343343167878,6.03511735524543e-05
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,701,1051,0.0007861768970741841,0.00015012524279728025
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,739,1114,0.00047305177499829297,0.00013517473153216666
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,713,1097,0.004606014359489004,0.018324738716570557
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,758,1151,2.7071771224546914,110.60399081571539
