epoch,au_var,eu_var,tu_var,rmse_energy
0,0.0001364046406722082,3.287178850524697e-05,0.00016927642946138803,0.008451469502653212
10,2.8536760093993506e-05,4.801683957096259e-06,3.333844427220356e-05,0.0017966836977794806
20,1.967980138904295e-05,2.8211120931388225e-06,2.2500913255123578e-05,0.0012802126933337348
30,1.6179608894924514e-05,2.0149627199288036e-06,1.8194571398191782e-05,0.0011257813789875876
40,1.530481106225352e-05,1.803891936445723e-06,1.7108702595828616e-05,0.0010165753411567587
50,1.3391312086508833e-05,1.6501696114250565e-06,1.5041481575661919e-05,0.0009696322824567479
60,1.2779832577632533e-05,1.3761186058037111e-06,1.4155951111115428e-05,0.0009170122692846431
70,1.1650796803138519e-05,1.369826018343545e-06,1.3020622504888024e-05,0.0009120424703529012
80,1.1415045264060097e-05,1.233629517795265e-06,1.2648674518047187e-05,0.0008806010436291362
90,1.1258044461838778e-05,1.166952121509457e-06,1.2424996871007466e-05,0.0008656605958075208
