phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,4.94080447745114e-05,3.6676409302332206e-05,8.608445407651633e-05,0.9333156953846494
pretrain,ood,0.0005188828496898857,0.0001713939258594808,0.0006902767760270349,0.9526954340839595
finetune,id,4.4501327115586266e-05,3.32609936311435e-05,7.776232074669532e-05,0.007060217194068579
finetune,ood,0.0004681444102485017,0.00017941232913911868,0.0006475567395671422,0.05962081501158489
