summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,1282,5000,5.8275534562879964e-05,3.0161404363071125e-05
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,442,534,9.94684808445727e-05,6.834342515472485e-05
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,725,1094,0.00018945333517096993,8.983181265262965e-05
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,726,1080,0.002279565643511528,0.00016557441192454405
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,723,1105,0.0007692515970355676,0.00021788980754402826
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,762,1187,6.435431092906808,1509.3033628574615
