epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,ence_aleatoric,ence_epistemic,ence_total,magnitude_aleatoric,magnitude_epistemic,magnitude_total,rmse_e_atom,nll_energy
0,0.10896317975569526,0.19825259615797158,0.12150572863054943,0.44203784418008774,0.36076391525304147,0.44454323834584497,0.25166355401378115,0.3359834953631323,0.25298650150753715,0.7724533169006506,0.15927213684018798,0.829833348072567,0.007541588485876564,0.0021663079040999582,0.009707896392947295,0.046770820223119514,-1.625293360899687
5,0.3254292836641764,0.3333396067161297,0.3339978892482219,0.4770775884203234,0.40242124882494656,0.4691908902286675,0.2107456990010333,0.26902831948771466,0.21465220836209217,0.5287299278647773,0.8607942060824488,0.664691664872241,0.0019855810566393483,0.0005357782122115077,0.0025213592612562934,0.03057033532159396,-2.6869848592913153
10,0.32318986667629157,0.29217545939334544,0.3335397930396159,0.4740202631462257,0.3896193315383,0.46506737808539106,0.20457346283991273,0.2719835014324117,0.2098106011065398,0.5951343070232642,0.49274656606436673,0.7221862273973,0.0024326700685569085,0.0006614637719531538,0.003094133839314454,0.02730366877818273,-2.896955973813534
15,0.37212665732715716,0.11603313897915482,0.27782197679186066,0.46799862077592363,0.3732852623213038,0.4644472303458184,0.21086345240366808,0.29386752326372445,0.21274213153851285,0.4803577395207601,1.1148828326079319,0.6268315040074142,0.0007102073842307436,0.00018291920357947674,0.0008931265865943714,0.02402521603531087,-3.0430220694971086
20,0.4007612542568854,0.2241568583242502,0.2534710548146364,0.44661288925617604,0.3749620629758104,0.438634331528535,0.2130699527328348,0.26937845089672763,0.2172968178933808,0.5396836917727269,0.5873797702811795,0.7025921708135475,0.0012516250792146092,0.0015593139478350508,0.002810939042867467,0.025429311214100705,-3.070686884869933
25,0.3315969455268941,0.05682361655956857,0.27855884984381396,0.4962705322032714,0.41641497531122607,0.4855567851955634,0.20056482652107133,0.26997073342555944,0.2081040610522649,0.49668217527781,0.6650361046507115,0.6592882599219122,0.000579800177217403,0.00016339997892388054,0.0007432001577807751,0.02182013894545869,-3.185508389105797
30,0.4284937376800515,0.27750538008752457,0.41302326147860663,0.5188469967036521,0.4325732800548218,0.5068273518397759,0.17588079284509306,0.2478815922754202,0.18672848712805964,0.5760116659736967,0.3857348293021143,0.7219534626294694,0.002249875999575706,0.0008399530495176896,0.0030898290432101205,0.025141181158176318,-3.192548338626027
35,0.26217481569999457,0.09516148066042342,0.20948144399967727,0.44350259622509086,0.3808317872542212,0.4385873246151839,0.2195021485696542,0.26794568987633294,0.2207819683494949,0.5578287378487834,0.46981475857244354,0.6949225770606383,0.0008138611692692939,0.00031105367319508333,0.0011249148402626451,0.020733589485152134,-3.2291237934845687
40,0.3273477735878624,0.2617483020771204,0.3113365279509413,0.49143257850373967,0.4201038965601001,0.47993794602488987,0.1958362132904064,0.2589252923799347,0.2027829524395487,0.5509597635094536,0.7585130416233047,0.7107774715358877,0.0011035964851016978,0.0003569461167509462,0.0014605426139212795,0.020800950256072984,-3.3002424569511413
45,0.3277016552866443,0.2580480914293597,0.3193345290404145,0.5083609275034098,0.4041536380388553,0.49714507980885564,0.1891180120524275,0.2741238237859191,0.1976637609709058,0.5398308387503117,0.4021347427307903,0.7049664708493215,0.0007509286606845307,0.0001780967732920908,0.0009290254366575754,0.020029659687715064,-3.335630423566103
50,0.278400590819464,0.07820312118681728,0.21121150046037893,0.4149453942987222,0.3615410111042996,0.4084451227615411,0.23544992132471868,0.2743730823608532,0.2374521619797322,0.4271700957021618,0.6445563087510978,0.6252002244543337,0.0005906206826654853,0.00021467566638099016,0.0008052963482651467,0.020287610459063715,-3.3607342064487935
55,0.2602177206131433,0.2878961759401662,0.3197445291137177,0.4694662729331718,0.3730862094737981,0.4473791992516967,0.20127598471316438,0.276706910148787,0.2142976162445964,0.4922588461521106,0.4155985181741776,0.6962341405910402,0.0039032983204649097,0.0008273732772972607,0.004730671592731378,0.020431006976240604,-3.3760497606474162
60,0.9657228092204534,0.9999994811769192,0.9999983371127211,0.5016983426952079,0.43725049380568565,0.4926905833641489,0.14599860031693365,0.18658827820257867,0.15011460520594688,0.9827036157165233,0.42717459039290007,0.7009939442706014,0.008997877772577413,0.6953111105071804,0.7043089898845831,0.27877776886977457,-3.4061008098602295
65,0.19647955429119282,0.15568812574327873,0.20129088175222473,0.5035867518260534,0.4460988093799816,0.49777144242294336,0.19421018596352618,0.24465000204406545,0.19839260480660534,0.47249405736272637,0.8951332964983381,0.6490582202061218,0.0006453425253059777,0.00010259347877350933,0.0007479360044558962,0.019099656707673034,-3.4784658548247815
70,0.23501364604466304,0.132773395645033,0.22657073005934447,0.4825588407188163,0.4431793769319958,0.48087004248330806,0.20123391099197901,0.24082950229372035,0.20373316888450194,0.386358498530921,0.44292927811432536,0.6314509333197613,0.0012130969482579076,0.0002245456755034661,0.0014376426261878805,0.01914584451190609,-3.448388285552859
75,0.253686010367315,0.04234741991693547,0.1622174061459314,0.5021624948753892,0.4527168203477383,0.4949450675382631,0.19162891429593337,0.23556693970912884,0.1966742847014351,0.47636774880657523,0.32906176911547286,0.6762786204441051,0.0007437845032016685,0.00024801439460271125,0.0009917989059560932,0.01899342865970205,-3.4954953715634347
80,0.36224956909182854,0.30217900695768063,0.3614257127659558,0.5169194116292061,0.4561676179101105,0.5088005963978961,0.17012134094995995,0.21693245733462257,0.17489606577025074,0.5104109326367019,0.34776238308327034,0.7051715385528733,0.006313223308122797,0.0009171789552631663,0.007230402272521569,0.022146008569522337,-3.4807803348886965
85,0.2529382320426485,0.049684624816878256,0.21091062072033465,0.5263806333630237,0.4742422893615651,0.5214779820645751,0.1839283333429722,0.22699833165724273,0.1869839244604738,0.43175770669167324,0.5225516043573195,0.6439071578466199,0.00045881267608940105,0.00012095400130836879,0.0005797666771137119,0.018516433602595295,-3.5296280186486246
90,0.5895964131157093,0.6071192456602713,0.6308938437236574,0.4897974675555527,0.42181398136238024,0.4799312069724174,0.2005536368012943,0.2531994819666441,0.20665474594378175,0.4763388475745734,0.38008729566146876,0.676000912511147,0.0020891814638105736,0.0008303668821348151,0.002919548388729727,0.020299587485808134,-3.4890679238605498
95,0.26918027793933536,0.18737894568041447,0.23902600226225326,0.5134129255487218,0.4650647678532176,0.5078389274446383,0.18957109357743226,0.2332370673010857,0.19467615101433683,0.4616196139508858,0.3016527632582225,0.6697628568248487,0.0005514218373765743,0.0002250227591644864,0.0007764445962034187,0.01878347710568974,-3.5189529306191205
100,0.25129977068688886,0.15465056005705394,0.21089568244246182,0.507111511759432,0.46272234132507345,0.5040852669257642,0.1883938175067792,0.22725180332222145,0.19059779621030853,0.3868130189185226,0.43199541557452886,0.6315429943310051,0.0005287519076080934,0.0001979641339951354,0.0007267160517229967,0.01877314643226442,-3.587876514476538
105,0.20116100520291103,0.031703475386180874,0.11120617036961158,0.5183912567501816,0.4568076205445668,0.5084936066694602,0.18538670303282778,0.23521541570669574,0.19176604220973895,0.4356935108859269,0.34592348651730825,0.6505417928413173,0.0005039228493155951,0.00021552238491395883,0.0007194452319162883,0.018265728068606518,-3.5555869428551197
110,0.2727841996862987,0.12194465840060266,0.25727887291398904,0.5085598149757445,0.4609854423044553,0.5036973100230381,0.18978115334717793,0.23014068079168343,0.19294230127444914,0.4050830866857417,0.4512954441512138,0.6409215708225876,0.0004058106278172181,0.00010421926367620472,0.000510029890910846,0.01812624946336085,-3.5536140986061096
115,0.148956708008443,0.02800847354281092,0.10465895109769055,0.4842987539975104,0.44318328557972236,0.48358931321734916,0.19898133501945836,0.23844094809285551,0.2005255621588752,0.3420160978559449,0.4869128290835563,0.6042049342312324,0.0005849673654476465,0.00018914750019626068,0.0007741148652538322,0.018166547419174613,-3.585518622274995
120,0.4024024062280784,0.3237867002275741,0.4030554773423339,0.5279644685646652,0.4677592800628641,0.520342642001686,0.18043592708524392,0.23630582515861842,0.18735913903410323,0.38432809419643754,0.38820288981797907,0.6440419623088132,0.0009005579582535847,0.0001706753076222594,0.0010712332694500946,0.018739335133837687,-3.5632784754943847
125,0.2729293244538483,0.060911414435487234,0.25414559431495354,0.5285577011389962,0.4495363262933714,0.5143227521200158,0.18340365136323583,0.243783756864978,0.1925907237330066,0.3485625233928687,0.4913832199633948,0.60653535242889,0.0004146463614624554,0.0001030344667590873,0.0005176808281571357,0.018224529516840077,-3.5884174870181083
130,0.42125979016921095,0.605655593930541,0.6364748492614158,0.5120411743330882,0.4648091783356891,0.5075859660148468,0.18649449253344008,0.22625674936811374,0.1902145240608622,0.3357245931332642,0.20411350879990975,0.6301552773095079,0.0005828184176903141,0.0007045916914000145,0.0012874100861555054,0.019717199425841467,-3.6109500543004276
135,0.2545130757446947,0.09374077892629706,0.22273516329654894,0.4975877757281706,0.43858964487836005,0.4822539287032555,0.19238758137945094,0.2444822000078368,0.20307018877021887,0.3069162988830471,0.41618305925986926,0.6129568175026165,0.00039482491018304243,0.000122375660787892,0.0005172005727284887,0.017958493302115137,-3.581188068407774
140,0.08850915966291109,0.0879847480350729,0.0888516421677498,0.5098826958434041,0.4646570508109477,0.5050590148014557,0.19030612965407162,0.23078135251700238,0.194306474603534,0.3594294612140587,0.4997715740747246,0.6388054081311737,0.000510501384649915,9.874222681873335e-05,0.0006092436172007365,0.017929246948347164,-3.590639436014295
145,0.18572244093349097,0.07642379997520901,0.17293275493820087,0.5143175378360912,0.4814302550494379,0.5141819165171504,0.19060062775777215,0.22097754561914412,0.19145993812180628,0.377396041744464,0.46251308827444243,0.6199842389951074,0.0004626342551842572,9.778747002384648e-05,0.0005604217285963933,0.017814802753070458,-3.626513359526396
150,0.19210058202932265,0.11793096543862149,0.1824918029943863,0.4934430143914279,0.45898100909519235,0.490130377817312,0.19775147932431164,0.22814550479951898,0.2005398087312011,0.2880774415399555,0.4668856577352893,0.555677295271214,0.0003847219709882938,9.195585843345157e-05,0.0004766778301452996,0.017976739049178833,-3.66576127863884
155,0.25148900781748795,0.1379525783517052,0.2180659549748059,0.49712415162441065,0.46663434369321255,0.49734083656577344,0.19588724153466225,0.22455818658707696,0.19729350490044073,0.3035125081733365,0.40746080809985513,0.560773767935779,0.000528185741977236,0.00016282120149528395,0.0006910069412260054,0.017873319956605942,-3.676623805253506
160,0.04752828489264272,0.04261050125984007,0.04699649025322773,0.5092295373084172,0.47452090453432666,0.5096130903573178,0.18812133463701897,0.2229121322596454,0.19024247797124558,0.3657597071158223,0.33991973791971586,0.5944034057271546,0.0009487552354405943,0.0001561255160343478,0.0011048807409424898,0.017974153112810087,-3.6904776024985315
165,0.14209568141116272,0.15519240117716418,0.1445557708364967,0.5203627603722113,0.4660379838958264,0.5114545134532302,0.18620393566493132,0.23079891885855325,0.19314157137078805,0.37107044753515867,0.3489216713755574,0.6258194492700944,0.000762137204650644,0.00012236558630398235,0.0008845027905915777,0.01788365975198681,-3.64724485984385
170,0.2973447011551619,0.23088079261658895,0.28465666222896174,0.507742224448659,0.47925990830004395,0.5102063040968332,0.18935477599311984,0.21877719808417867,0.19002951342290647,0.3514264835213148,0.35617348398139903,0.5871016535257103,0.0006177954807575588,0.00013823011734980753,0.0007560255966946533,0.018240076872387323,-3.6938186625123026
175,0.15948006295277253,0.13611945222831953,0.1587996398764454,0.5278983374277949,0.49745209206015467,0.5293446237667997,0.18263625590897492,0.20866414556958046,0.1826381549320918,0.3413787318007813,0.4822897201760346,0.562396418929696,0.00043112786106140903,8.952663188561814e-05,0.0005206544939048308,0.017755150398482824,-3.693989219292402
180,0.5757877026763544,0.5370215398561454,0.5560415525768996,0.5122258048918424,0.4799072311236858,0.5123113731689907,0.1886904053716189,0.2167383344732976,0.18945590262286344,0.33090467072280905,0.26662171141501745,0.5905700340287781,0.0005137655150431874,0.00038048670189324413,0.0008942522362596901,0.018947007895835206,-3.6654932422041893
185,0.5285792352711544,0.4807339816296942,0.5092990200620169,0.5096089844037871,0.48103310216433637,0.5130833961199679,0.1869917916179456,0.21772585387121238,0.18755846987496771,0.35698945055136966,0.24655834085793027,0.5709811005208592,0.0006554843543056677,0.0003248144662563652,0.0009802988180254487,0.018737645454198853,-3.724815943787098
190,0.18846042512471878,0.15156872493247905,0.18149565078836213,0.4864370038472376,0.459515912274683,0.48735398967277077,0.20229606164901293,0.23022772927011775,0.20378243315912797,0.3450430811039759,0.3876790845206704,0.5458650020966026,0.0007048542864455658,0.00016126121627917087,0.0008661155111492099,0.018052479014488556,-3.712648851681948
