epoch,au_var,eu_var,tu_var,rmse_energy
0,0.007806385453906842,0.0022117223033549815,0.010018107759819832,0.0455696975282337
10,0.0027123192534781264,0.0007207547093096901,0.0034330739589888254,0.02598291802502522
20,0.0011468528827997578,0.0005572420906110483,0.001704094966391276,0.023428370624451897
30,0.002609254736394232,0.0009041956468231797,0.0035134503830985342,0.024466433048645483
40,0.001215542262693616,0.0002666286644868751,0.0014821709261768046,0.019101422060214236
50,0.000716704276583223,0.002837839140164738,0.0035545435538049605,0.025587738832279466
60,0.034628235325875445,18.17314215913042,18.207770704146963,1.4214308238570668
70,0.0014044345074965894,0.00011014790223991668,0.0015145824091425493,0.01756556093278571
80,0.007501538529553872,0.0010458836376180626,0.008547422139073115,0.021156024905119107
90,0.00221244099406179,7.235720660720744e-05,0.0022847982085369405,0.01722135325077288
100,0.00046604822962533946,6.174597620455529e-05,0.0005277942074538805,0.01692946812573275
110,0.0004495455518317431,7.112511273550581e-05,0.0005206706629279325,0.016478715604356733
120,0.0010783995759712252,8.046575523375167e-05,0.0011588653355835959,0.01642279654208576
130,0.0009991012574032902,0.019956799284404865,0.020955901198385918,0.04981527245060322
140,0.0003879884387313905,6.216422621094636e-05,0.0004501526649692096,0.01640337635060689
150,0.0003660539699047786,5.1434959921887186e-05,0.0004174889293080832,0.016386681620171577
160,0.0006520742691348823,0.00018137137174548145,0.0008334456426340239,0.017031559094579266
170,0.000500449130670604,5.352559285880488e-05,0.0005539747226534564,0.01624139383240699
180,0.00035655337442383825,5.620053095359253e-05,0.0004127539040359261,0.016428859532387253
190,0.0004217839020484371,5.102709729589833e-05,0.0004728109981205307,0.016218426858180958
200,0.00041504965542353605,0.00018202566459745811,0.0005970753208227506,0.016374258874516823
210,0.000411115004156095,4.3278852256828486e-05,0.00045439385453381874,0.016070574909725736
220,0.0008682540082182686,0.00017909696393633227,0.0010473509736799314,0.01615002804892499
230,0.00030511863939900195,4.024787694218446e-05,0.0003453665166346036,0.015892177484176734
240,0.0003067780866327121,0.00010013552050754015,0.00040691360712763523,0.016324666084816912
250,0.00029711102975123595,3.66274246797002e-05,0.0003337384548311638,0.015809612784822583
260,0.0004885528999374401,3.7533069702367076e-05,0.0005260859745018433,0.015694556492080642
270,0.0002892960058032941,3.942856104340024e-05,0.0003287245667247453,0.015859635903386345
280,0.0003116448133276481,3.3914663486410745e-05,0.00034555947883216506,0.015742608814304716
290,0.00026339356461377517,3.1999980874470564e-05,0.00029539354578410896,0.015834880020541824
