phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,0.00013658163936270285,7.401385560735269e-05,0.00021059549457644645,0.922667901130953
pretrain,ood,0.00018321475327452802,0.00011994469877004351,0.0003031594524241019,0.9287027082147621
finetune,id,9.942060421485391e-05,6.237209391957374e-05,0.0001617926985473061,0.010655565515212283
finetune,ood,0.00028737447348064945,0.0001397662786051785,0.00042714075197191145,0.03653897054477702
