begin
comment
lattice      14.798444       0.000000       0.000000
lattice       0.000000      14.798444       0.000000
lattice       0.000000       0.000000      14.798444
atom       4.627409824      11.610759935       2.212888030   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom       5.775134903      10.976567893       3.471540025   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom       3.127609895      11.197212300       3.073658218   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      20.710451976       3.492553778       6.187945546   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      20.800969851       2.650170624       7.867023779   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      18.952250916       3.976890549       6.066455062   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom     -17.019458072      15.692303510       4.410148027   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      -3.070766938       0.305625384       5.918980845   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom     -17.826654528      17.260832773       4.002212878   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      11.479990897      21.469932851     -12.022247769   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      10.470537068      20.821567865     -13.495648226   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      10.226271087      22.365662970     -11.065536193   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom       3.163590278      10.620997051      37.323033146   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom       2.625963234      12.365214139      22.449755777   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom       3.855589038      -4.410998404      39.000920851   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      -1.807560703      -4.223613174      -2.826708826   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      -0.391796889      -4.400378143      -3.927625393   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      -1.287772672      -3.672606871      -1.175485154   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      10.052926522      -8.472510883      26.560854666   O     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      11.235290279      -7.045937836      26.473171380   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
atom      10.730279905     -10.108371082      26.785543086   H     0.000000000     0.000000000     0.000000000     0.000000000     0.000000000
