epoch,au_var,eu_var,tu_var,rmse_energy
0,5.4216077422517206e-05,5.414067025482766e-06,5.9630144348305366e-05,0.008026209181139023
10,4.7954604969373366e-05,5.031145765927319e-06,5.29857507269928e-05,0.00758271642252903
20,4.634787167630678e-05,9.198245092752936e-06,5.554611679354611e-05,0.007480606718336746
30,4.4339022763149564e-05,2.945549599731888e-06,4.728457290464296e-05,0.007336318707243197
40,4.3205448232933684e-05,5.439957411768913e-06,4.864540626910569e-05,0.007247732183082198
50,4.2676880828087005e-05,4.981121377603323e-06,4.7658002558119525e-05,0.007180837412616179
60,4.1153091821727756e-05,4.956796658899083e-06,4.610988821346277e-05,0.007062880349312738
70,4.279823204762159e-05,5.451923654548479e-06,4.825015590680638e-05,0.007160568195878478
80,4.305279694912875e-05,4.709576115566541e-06,4.7762372574092855e-05,0.007044137856457641
90,4.0488150226827623e-05,3.7397900200630828e-06,4.4227940228525904e-05,0.006927863162378798
