summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,1315,5000,0.00026013753275788996,0.00011439000070339049
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,454,542,0.00033326534279328965,0.00020486590724878555
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,728,1077,0.000415945502625505,0.00022686602781678988
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,730,1090,0.0005115717955681306,0.0003106463200555851
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,781,1159,0.0007837575120586744,0.0005146060100244393
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,764,1132,0.041148649345739904,2.742026449657394
