summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,2137,50000,4.243944076460805e-05,2.123967414427723e-05
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,1876,5564,8.377607353120313e-05,4.3086125893244126e-05
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,2003,11081,0.0007204879440756501,0.000420911320786827
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,1982,10913,0.0013625655333774935,0.0008627200586608272
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,2006,11010,0.051130031034634364,0.004908899633770822
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,2035,11432,2.300512415171884,510.8057364984248
