epoch,au_var,eu_var,tu_var,rmse_energy
0,4.4968420549524194e-05,4.542014251175995e-06,4.951043455758526e-05,0.007347359048488299
10,4.347843953907544e-05,4.553841428717603e-06,4.803228145577193e-05,0.006688647486747753
20,4.112336533020985e-05,4.074958579062346e-06,4.5198323725624225e-05,0.0063492328615749665
30,4.056938176710481e-05,5.571825222607284e-06,4.6141207237199594e-05,0.006276463485324014
40,4.0061575852562854e-05,3.4096871073730795e-06,4.347126260444594e-05,0.006259169694959512
50,3.6250858402826665e-05,5.174246789115737e-06,4.142510526715061e-05,0.006145047104124489
60,3.698975329266082e-05,4.1327708810985525e-06,4.112252415954852e-05,0.005922234032688966
70,3.585050060512283e-05,4.534220248440481e-06,4.038472091521656e-05,0.005881553180025888
80,3.3655521544390536e-05,5.0394611225083985e-06,3.869498262317323e-05,0.005864428211889055
90,3.315539107951246e-05,3.436585406619158e-06,3.6591976354079985e-05,0.005716466756258173
