summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,1285,5000,7.164587941713508e-05,2.9394038389600503e-05
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,443,549,0.00016822873132191213,7.175801027031644e-05
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,687,1049,0.00018398443632285127,8.517418651666833e-05
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,739,1153,0.0013026661616235525,0.0005050436569229339
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,739,1105,0.0014144304735135514,0.0004235526483165937
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,742,1144,12.292833377037738,149.1409550732455
