phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,5.573176156152234e-05,3.740562271758276e-05,9.313738432176637e-05,0.9330670613183467
pretrain,ood,0.0005735372405062589,0.0001662536527252004,0.0007397908936670292,0.953360368636996
finetune,id,4.585889768644149e-05,3.3246814085915466e-05,7.910571182009969e-05,0.006958421373422509
finetune,ood,0.0006421112937128195,0.0001634870043766559,0.0008055982983510469,0.05692639209219224
