summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,1324,5000,0.00027729184843073277,0.00012850414237998076
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,461,567,0.00035703976946793763,0.00020922683631317804
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,712,1057,0.00044344063598306116,0.0002447589189263665
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,729,1099,0.0005257972797592911,0.00033792747956699144
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,749,1127,0.0009711203789831564,0.00044057488935069937
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,759,1150,0.002660180394125078,0.014546201353478897
