epoch,train_loss,val_loss,train_rmse_e_atom,val_rmse_e_atom
0,-2.066737429300944,-2.0688971236066998,0.01413483428789435,0.013551620972484812
5,-1.7391709341519122,-1.740208722510428,0.011065693319818203,0.010500389790098482
10,-1.5471336907234745,-1.5470144501272238,0.015364684631612967,0.015388523419037568
15,-1.493883034457331,-1.4946547926596876,0.014800673953263713,0.014155231747557208
20,-1.9166590113570725,-1.917915994266294,0.010108378668922861,0.009397773908042169
25,-1.805473526318868,-1.8066101726495996,0.01078030651296312,0.009947516527019635
30,-1.944624097796454,-1.9462880121087127,0.00955723836547106,0.008867037859619446
35,-2.167883078602777,-2.171241092232038,0.009483954151057296,0.008631614265065856
40,-2.133192509499149,-2.1386180576288476,0.010683744822789028,0.009470595098644482
45,-2.494345547841943,-2.500980152274078,0.009446575555084569,0.008421297688903841
50,-2.4306021521056906,-2.433523288312948,0.008912292520120688,0.008183704721946631
55,-2.586134904018347,-2.5911640693556586,0.008544738917633134,0.0077710409580729
60,-2.7352107984432275,-2.73356838271303,0.009379397971168784,0.008967279408012455
65,-3.0234560873197474,-3.0217084907135874,0.007847215009740914,0.0070241129013403365
70,-3.0848651039427604,-3.080081321158499,0.007719267409855622,0.007037105274077887
75,-3.1251552536867666,-3.104676811200268,0.007767855588158886,0.007402101326548464
80,-3.0025829650353693,-2.9919481929743066,0.0077190660194208114,0.007235646763007778
85,-3.1337729647539665,-3.118985356024976,0.007209822891009135,0.006712038108356522
90,-3.317961404980093,-3.301893173523669,0.007269102023713544,0.006564392248566979
95,-3.2301701569902725,-3.2089466801229514,0.007174614948020397,0.006830081848044393
100,-3.2390814342360565,-3.2181579324434386,0.007053045541892554,0.006567002696362741
105,-3.3315319410268813,-3.2934685000833475,0.006974703923980771,0.006740087343255341
110,-3.4249035133831742,-3.3871579912473573,0.006592267910830591,0.006230760372234738
115,-3.471757882228796,-3.435026119340141,0.006585288456453131,0.00633102752511944
120,-3.4926757318386135,-3.456594658347796,0.006463886407068751,0.00606799025445302
125,-3.385415007757104,-3.356907259743169,0.006528197933228163,0.006156523502302109
130,-3.5527700469113777,-3.512053114063335,0.006298753082030652,0.005914478859179565
135,-3.6929073772568635,-3.5941906605126723,0.006364039369243146,0.006046265263219826
140,-3.5357813175173773,-3.4922585329919493,0.006438719623887513,0.006009531675840225
145,-3.6460738952609075,-3.588956302067019,0.00620127356460115,0.0058388391388798635
150,-3.6713973815890326,-3.6172559148860426,0.006294418594065551,0.005880765885620364
155,-3.69674277720244,-3.6276357398842864,0.005983548893127131,0.005727509199679219
160,-3.6431182557258053,-3.5814034398996606,0.006120184044899706,0.005801160972738964
165,-3.72305030166239,-3.634868770275476,0.006183795281820544,0.005910554305314154
170,-3.6376840874768686,-3.5565740522348657,0.00637213172991028,0.005942210478253224
175,-3.6605816820393438,-3.5694100946750282,0.0061959657708783285,0.00602883079884031
180,-3.6433980074481687,-3.534409813161166,0.006883923656223699,0.006761822287844971
185,-3.7753124136855636,-3.6778279700369203,0.006083325536663316,0.005729110483305206
190,-3.7355693651282267,-3.6510941577407547,0.006164588167249884,0.0057221929183402355
195,-3.8239012262095575,-3.7065006831906877,0.005920062018554225,0.005491413981283101
200,-3.800261678557465,-3.694429046702835,0.005864969867268181,0.005527190222770751
205,-3.7713236103887144,-3.682812011466836,0.005891563967272374,0.005518371596952857
210,-3.801913573085398,-3.7023501711071662,0.005989196052121329,0.005571860876922177
215,-3.700044078066729,-3.6265913248062134,0.006042588078999969,0.00549783248378537
220,-3.8108178062715394,-3.6963906423100887,0.005941205824604555,0.005669961986043214
225,-3.8499982650729194,-3.707875083077629,0.005916066373720506,0.005574356098341321
230,-3.8728421660437102,-3.7435000190195047,0.0057511367879362115,0.005614732871688895
235,-3.8537873800250066,-3.7237623007792346,0.0059692632783692155,0.005599148297794141
240,-3.875982218203337,-3.7462881218712285,0.005786751894973006,0.00547976469043969
245,-3.931376540142557,-3.7625319935240835,0.005683700562514603,0.005331377605891121
250,-3.844344628029975,-3.7055123459618047,0.005751062507599943,0.0055724415265175405
255,-3.8773974777995677,-3.7658461444782763,0.005759985242961162,0.005250496216224495
260,-3.91786732673645,-3.7644278890681715,0.0057540234142327154,0.0053270816226481605
265,-3.908454082323157,-3.7587795909845605,0.0057982338110731365,0.005412189084060863
270,-3.817804073596346,-3.717959170071584,0.005731479346995677,0.005337889784838993
275,-3.8687245400055597,-3.7311253097822084,0.00585132941435434,0.0054953316944194005
280,-3.9676471375036932,-3.7535145215268404,0.005906931776559258,0.005683109266755417
285,-3.904704497862553,-3.7688283425457074,0.0055903449821249965,0.005334231986098171
290,-3.890639325501262,-3.7609031425332122,0.005617800656783019,0.005300431634495379
295,-4.014509926671567,-3.8600666905349157,0.005500736699036447,0.00514701131053119
