metric,uncertainty_type,value,value_mean,value_std,value_ci95_low,value_ci95_high,value_n,value_geometric_mean,value_geometric_ci95_low,value_geometric_ci95_high,value_geometric_n
ause,aleatoric,0.4858602910154269,0.4858602910154269,0.054067971595580334,0.41873679984269707,0.5529837821881567,5,0.4834802800304164,0.42148091664219267,0.5545996792465213,5
ause,epistemic,0.4281141423333611,0.4281141423333611,0.040713708294351704,0.3775695008634302,0.47865878380329197,5,0.42651653957399654,0.3779026296410041,0.48138420921545727,5
ause,total,0.4599662328123736,0.4599662328123736,0.04737212367954859,0.40115540207838746,0.5187770635463598,5,0.45807184832542214,0.4041641730752426,0.519169763692055,5
ence,aleatoric,0.5057363128540804,0.5057363128540804,0.1293266673666623,0.3451817893680482,0.6662908363401125,5,0.49465149298501254,0.37384784943055177,0.6544911248921205,5
ence,epistemic,9.48249669322681,9.48249669322681,1.6994496777429888,7.3726894991318,11.59230388732182,5,9.356334858519025,7.43621229768347,11.7722569609812,5
ence,total,0.5326772898204881,0.5326772898204881,0.12154189409314518,0.3817872894280011,0.6835672902129751,5,0.5231152114129264,0.40537505831348214,0.6750526920676351,5
rmse,ensemble,0.00566352095935964,0.00566352095935964,0.000591121260452659,0.004929664638564163,0.006397377280155118,5,0.0056390498603548465,0.004956865204821074,0.0064151196398563055,5
spearman,aleatoric,0.08694046386146023,0.08694046386146023,0.06585175946159971,0.00518781317961485,0.1686931145433056,5,0.04762714129361236,0.006589624570232224,0.3442297150051111,5
spearman,epistemic,0.14207097165756885,0.14207097165756885,0.06464799385881727,0.06181275376888949,0.2223291895462482,5,0.13082946192121114,0.07425943120983083,0.23049392956200954,5
spearman,total,0.1197746698083999,0.1197746698083999,0.06768285959088044,0.03574877251239439,0.20380056710440542,5,0.1004054551842321,0.041360053677497115,0.24374377048349383,5
