uncertainty_type,bin_index,count,rmse,rmv,mse,mean_variance,ence_term,uncertainty_min,uncertainty_max
aleatoric,0,9,0.0044085872407487675,0.008995311396583858,1.9435641459292834e-05,8.091562712151144e-05,0.7598036108636194,7.334062684094533e-05,8.5521096480079e-05
aleatoric,1,9,0.006551096898420963,0.009335260460969995,4.291687057250076e-05,8.71470878741497e-05,0.5075352301561975,8.563871961086988e-05,8.8488231995143e-05
aleatoric,2,9,0.0060730427751539365,0.00949357247606627,3.6881848548849426e-05,9.012791835832306e-05,0.5907833086500717,8.890686149243265e-05,9.140179463429376e-05
aleatoric,3,9,0.003222688520636002,0.009630106810912984,1.038572130103906e-05,9.273895718959263e-05,0.8880112348060286,9.152044367510825e-05,9.386958117829636e-05
aleatoric,4,9,0.003825491996640871,0.009809151644180178,1.4634389016363355e-05,9.62194559785227e-05,0.8479061342892033,9.428862540517002e-05,9.761082765180618e-05
aleatoric,5,9,0.004441510562273819,0.009925871280592304,1.9727016074789895e-05,9.852292067888711e-05,0.7997723175596309,9.764784772414714e-05,9.94635047391057e-05
aleatoric,6,9,0.005028369760499633,0.010120272221317382,2.5284502448307143e-05,0.00010241990983356825,0.7531290303868231,9.98451141640544e-05,0.00010460603516548872
aleatoric,7,9,0.005525718580347497,0.010300404519421458,3.0533565829197563e-05,0.000106098333263718,0.7122144628483151,0.00010465484956512228,0.00010721187572926283
aleatoric,8,9,0.004992689875194468,0.01044846536624232,2.492695218986935e-05,0.00010917042850956527,0.7716693748464557,0.00010750834917416796,0.00011048922169720754
aleatoric,9,9,0.0045175723158154026,0.010614466907326777,2.0408459628621738e-05,0.00011266690772673528,0.8188602133456893,0.00011115427332697436,0.00011398259084671736
aleatoric,10,8,0.007315312374561006,0.010728935665092107,5.3513795137405396e-05,0.0001151100605056854,0.5351075752865033,0.00011401430674595758,0.00011677028669510037
aleatoric,11,8,0.006037857232874817,0.010939236303144835,3.645571996457875e-05,0.00011966689089604188,0.6953566714100653,0.00011779348278651014,0.00012188324762973934
aleatoric,12,8,0.007969560865328124,0.011200583824016818,6.351390038616955e-05,0.0001254530779988272,0.4937238575624003,0.00012297093053348362,0.00012700899969786406
aleatoric,13,8,0.005779325528990735,0.011651135411691693,3.340060357004404e-05,0.00013574895638157614,0.7539531465998277,0.000127359337056987,0.00014818970521446317
aleatoric,14,8,0.020810077413341316,0.01491673371474256,0.00043305932194925845,0.00022250894471653737,0.9462557898557706,0.00015794705541338772,0.0004093184252269566
epistemic,0,9,0.003651880177064336,0.0009889106869365816,1.3336228827635447e-05,9.779443467373817e-07,12.637001811123278,6.3673360273242e-07,1.3047713309788378e-06
epistemic,1,9,0.0039443961528200875,0.00121571208435927,1.555826101038191e-05,1.477955872057161e-06,9.526877902468378,1.3390788353717653e-06,1.6062519989645807e-06
epistemic,2,9,0.0037754326910289233,0.001315647737258149,1.4253892004489899e-05,1.730928968552487e-06,7.234822031091149,1.6336795169991092e-06,1.8436228401697008e-06
epistemic,3,9,0.00452691124411834,0.0014214362657967328,2.0492925412125056e-05,2.02048105772216e-06,9.142597147249807,1.92284346667293e-06,2.1598068542516557e-06
epistemic,4,9,0.005311532138877263,0.0015320884746958926,2.821237366232607e-05,2.347295094295987e-06,11.019099656827628,2.23481333705422e-06,2.4568639673816506e-06
epistemic,5,9,0.007351510099637982,0.0015943731025462806,5.404470074507925e-05,2.5420255901230525e-06,20.260486501421525,2.4676905923115555e-06,2.697028776310617e-06
epistemic,6,9,0.004639081769534681,0.0016747091612970204,2.1521079664429028e-05,2.804650774932169e-06,6.6733545070150555,2.704467533476418e-06,2.8881593152618734e-06
epistemic,7,9,0.006884217071323471,0.0017423517170202243,4.739244468510151e-05,3.0357895058033237e-06,14.611242016122796,2.9111629373801406e-06,3.213249101463589e-06
