epoch,au_var,eu_var,tu_var,rmse_energy
0,9.019422927976848e-05,3.007895030641521e-05,0.00012027317973206664,0.008977195330346433
10,1.2647495884402814e-05,3.3536164337647278e-06,1.6001112337653467e-05,0.0015583405563901925
20,6.8850905391286686e-06,2.4099191281550247e-06,9.295009710001522e-06,0.0010749607991123835
30,5.078735550802093e-06,1.960712384324381e-06,7.039448005150461e-06,0.0009594094156093936
40,4.1561319598940826e-06,1.595154832828527e-06,5.751286771379682e-06,0.000874191939238556
50,3.7450853488167013e-06,1.3923191201442365e-06,5.137404466779572e-06,0.000838455505515437
60,3.358244208590122e-06,1.1284111260064122e-06,4.486655318797261e-06,0.0007889085244089133
70,3.0675259044045334e-06,1.160807873904446e-06,4.228333824150354e-06,0.0007635864261227572
80,2.828438148658563e-06,1.0522697361906809e-06,3.880707913680226e-06,0.0007663862266121886
90,2.955915352653449e-06,9.847027877325943e-07,3.940618177938404e-06,0.0007582037471236085
