epoch,au_var,eu_var,tu_var,rmse_energy
0,0.017817644163873048,0.005583100652333814,0.023400744813401254,0.103883447466273
10,0.004564147272880655,0.0014973717605615093,0.0060615190182579685,0.04209476837823842
20,0.002751901164755691,0.0008357656623920775,0.0035876668242912275,0.03154779515529278
30,0.0020338386379851726,0.0006689200178836472,0.0027027586556621825,0.026281879333422336
40,0.0009901614510585204,0.0004504585136171954,0.0014406199683289743,0.022021853832943427
50,0.0014905003304156708,0.0007001147584545834,0.0021906150840834016,0.021340754616837473
60,0.0008361121049078065,0.0003396101403737703,0.0011757222410553369,0.02013295434342822
70,0.0008348431870806962,0.00040492482114277663,0.0012397680041773128,0.01876050215764113
80,0.0006621218220825539,0.00023227892113700363,0.0008944007418132969,0.017929414917706398
90,0.0022155990486018707,0.0010457865725810734,0.0032613856111725907,0.019531171512446054
100,0.0005653990905950195,0.00020379311575306929,0.0007691922096506459,0.0163735091214011
110,0.0005274259664322017,0.00021462315792969094,0.0007420491244134609,0.01668871855639849
120,0.0005028614163042221,0.00019396921437837592,0.0006968306298353128,0.015526463935025651
130,0.0004211247665989504,0.00014666905821168256,0.0005677938213499147,0.014600940651622827
140,0.0003579404088832234,0.0001089380923491717,0.00046687850242014975,0.01441472470531448
150,0.00034669180401069753,0.00012446561381229912,0.00047115741676097967,0.013529090803850542
160,0.00032441944738020536,0.00011869674631129783,0.0004431161929642258,0.01339012662057218
170,0.0002834157613426214,9.3747944022698e-05,0.000377163706259671,0.01349402358833529
180,0.00029043972671370286,9.185322264779643e-05,0.00038229294864067925,0.01318773081117606
190,0.00026341246862648406,6.9369379877935e-05,0.00033278184853370476,0.012540389507700533
200,0.0002476879407904562,8.566117554842094e-05,0.0003333491185177991,0.013217268514201689
210,0.00023895299778323533,6.702896234921809e-05,0.0003059819617901667,0.013052420347803781
220,0.00022412450453466592,6.0226551991081576e-05,0.0002843510576287372,0.012965564674120793
230,0.0002180634878013734,6.0297577696405824e-05,0.0002783610657310419,0.012394433299776747
240,0.00020323733071263633,6.0294639791186456e-05,0.0002635319713919671,0.012498767102803078
250,0.00021233113643083924,5.731109520022528e-05,0.00026964223149807364,0.012336375224894846
260,0.000194020031997934,5.116660613211934e-05,0.00024518663546969037,0.012148471098957638
270,0.00019205733722519653,4.405179695660308e-05,0.00023610913515549327,0.012287642078861285
280,0.0001960470210487074,4.02781377635165e-05,0.0002363251575645336,0.012303562546198599
290,0.00017486833166612995,4.047206052181877e-05,0.000215340394703162,0.01211832008189138
