phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,0.0001455741077754485,6.8764014818388e-05,0.00021433812305379736,0.9270728978776673
pretrain,ood,0.00012974238494445507,7.625603370871256e-05,0.00020599841861871707,0.931446236713902
finetune,id,8.595305497380255e-05,5.737706952475197e-05,0.0001433301245998162,0.010008287097408643
finetune,ood,0.00010771370304049777,7.943777616717835e-05,0.0001871514791831703,0.014799304455733825
