epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,ence_aleatoric,ence_epistemic,ence_total,nll_energy,rmse_e_atom,magnitude_aleatoric,magnitude_epistemic,magnitude_total
0,0.7736976502783556,0.8413453542270243,0.7947817532863664,0.42849281554176477,0.4136177769031947,0.43757945942793636,0.21312249346519377,0.21998399053595258,0.20803514069200904,0.4289254364621418,2.2680046627455535,0.3389028701288981,-0.030264273401557875,0.033887130051845855,0.00048615059778949214,0.00012102849555213879,0.0006071790917701946
5,0.807131326110838,0.9138395641056213,0.8273788195799929,0.486331667480528,0.5173893448458858,0.5281509555733345,0.18154028633893501,0.17263464278790108,0.16492498494852909,1.812015241971109,2.2885991876697176,0.30319889690206175,-0.05688774349564465,0.03112997692033018,0.00037498129372011136,8.168956098159584e-05,0.0004566708532701341
10,0.8577398718211109,0.9335527895320196,0.872426629867196,0.46813619345256724,0.5112196411567478,0.5188521031540634,0.1844135706807324,0.16980279436841927,0.16379267295320926,5.347146441050712,2.029355056968445,0.41711500256205475,-0.05901200521161008,0.03149121182300613,0.000475036026820203,8.917294965077644e-05,0.000564208981850561
15,0.8193695748656138,0.9321294940968108,0.839838255397518,0.4579160433363567,0.5061897126303196,0.5134030505763607,0.1896982634331248,0.1754523873345762,0.16894931951328165,9.149068182625344,1.9410877309932824,0.5149803605848449,-0.05607329974555469,0.03155239074119077,0.00041555304610005805,9.173961992815976e-05,0.0005072926634643409
20,0.8301021784568032,0.9260539613526346,0.8470067557211466,0.46001998873574046,0.5119644451430556,0.518520770287951,0.1908550659599706,0.17282385539721906,0.1679369980440189,13.265900836385887,1.9629460931262253,0.5958638013557059,-0.05546558254626434,0.03139976358048618,0.00043270087424975825,8.896757697492604e-05,0.0005216684499086341
25,0.8096583576675842,0.9294551574537036,0.830812487038993,0.4531726146013915,0.5172836685270636,0.5219091864682653,0.19434487790622967,0.17224880005411242,0.16783747373077693,16.839525147079872,1.8684883162763064,0.6064976115177338,-0.056859949845656954,0.03162173770849079,0.00039334915249130515,9.229573139966191e-05,0.00048564488556889954
30,0.8099069496350653,0.9320699667264304,0.8330021624125892,0.4474028386995592,0.5122906296177455,0.5174178252515579,0.19442365392329422,0.17240950022799328,0.16794678090590992,19.944044941637326,1.927650961009616,0.6637069530651356,-0.0562468003964992,0.03179629019617134,0.00038946393824031703,9.458114286272803e-05,0.0004840450851361993
35,0.8174145310703245,0.9233493915299109,0.8389473590861475,0.4456175162163553,0.518727413031837,0.521803068399237,0.19570732269459098,0.17148302615665223,0.16783811291857628,24.107763708890523,1.9236496284109152,0.7037013607000969,-0.05583194085656196,0.03174317803094308,0.0003870852237059751,9.262645032799242e-05,0.0004797116767842226
40,0.7900540374185839,0.9093209622355153,0.813240140083097,0.4424790817046575,0.5159107996904789,0.5194302754648413,0.196811691044613,0.17181702953280803,0.16860068498082625,26.553751165774326,1.9320472751597124,0.7109131378624631,-0.05540975567482237,0.03163000392434243,0.00034817267900430694,9.028938340084665e-05,0.0004384620616782172
45,0.7734901007709356,0.9305674741364155,0.8025114844992673,0.45252489112114,0.5154084842251219,0.5193937314913782,0.19445047010991504,0.17133166287679552,0.1681427431899536,30.66526434183263,1.908108814030635,0.7701321644861557,-0.05404930246273216,0.03164136723616182,0.0003235545054479303,9.238171054016106e-05,0.00041593621297517986
50,0.773329039655895,0.9314055225868713,0.8035071110630352,0.44636258418765495,0.514704060499087,0.518189783539207,0.19587339206576743,0.1707471192949644,0.1682542262882059,34.891628787940654,1.890554956039333,0.7788165243868647,-0.052748749387389396,0.03160666992609203,0.0003116659774541688,9.151944293938072e-05,0.0004031854192897754
55,0.7854545515865173,0.9338180062548653,0.8125865393920777,0.44271845123326364,0.5154623407248867,0.5189355055456917,0.19784038132207746,0.17129831197975956,0.16860781716731144,45.598279662434294,1.9238672452085273,0.817108655209285,-0.05233382060271906,0.03172992132198489,0.00033868530709168566,9.22844005068896e-05,0.00043096970995808306
60,0.7841235287541448,0.9393765673202111,0.8134290055681045,0.4455771572025929,0.5182502492377875,0.5213510160349607,0.1968859627537628,0.17105869194851497,0.16883190621302097,50.234476504058016,1.876883559422647,0.8223493441285397,-0.051615819941280644,0.03175873528233137,0.0003282809623141929,9.389085033592437e-05,0.00042217181163475744
