phase,source_epoch,epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,ence_aleatoric,ence_epistemic,ence_total,nll_energy,rmse_e_atom
pretrain,0,0,0.12259720395129226,0.10969939649167872,0.12107715903444483,0.41891677922115245,0.4410213486043039,0.4458438799419482,0.11373027895095167,0.11474376888898719,0.10904889200195417,309.82206858999234,1047.2426821404663,223.8531405577322,7.050147205036879,0.9291929532054836
pretrain,5,5,0.02234234126247727,-0.0684805541300468,-0.05783810818799505,0.38158891672244843,0.2678528252602861,0.35155285560986255,0.11671758448779262,0.14158630028307645,0.1217165054331838,1222.8998581330316,3140.622628476442,823.423684963008,25.673298578059672,0.9346911387610255
pretrain,10,10,0.09712629848982594,0.1911837496546598,0.11537602401405384,0.42437866964655346,0.38264494427063317,0.4266772098705808,0.10684630038465694,0.11961118964748824,0.10512857085368349,2930.6797169520864,5624.596577219644,1810.7135484381927,57.3044584974885,0.9309609081668173
pretrain,15,15,0.059327817803260734,0.06540977874530475,0.06426562119720258,0.4176328763152116,0.3788251409824551,0.4149346295313364,0.10870249362703048,0.13043968800384032,0.11330891431423543,3863.095069946784,11248.414286322393,2724.057035613253,85.27179925943614,0.9339278664711143
pretrain,20,20,0.07498489039793892,0.22527242910653714,0.09432403109680314,0.41674649617022225,0.3890576215979973,0.42120201620407316,0.10764690610809079,0.12187848182115602,0.10734037806729765,5041.194701108186,12184.839298620618,3349.7822695703453,105.89433482812046,0.9329147434319505
pretrain,25,25,0.04493743412723832,0.10289708843734287,0.05686561168740157,0.3977909811217447,0.4319140255396667,0.424323644444493,0.10983890899311033,0.12013265920060524,0.10993315558416174,5553.3529432479445,8742.065960248929,3189.971114215043,103.7460909747243,0.9336367535666552
pretrain,30,30,0.06731219431378686,0.05454303126946966,0.06818246996409355,0.41181755427565137,0.36250164738021445,0.40436557920080934,0.10773039421745162,0.12500786090745308,0.10939356009375009,6324.270291105295,14918.123674382074,4168.381729285796,132.83329695929288,0.9339757329763543
pretrain,35,35,0.04480352913973962,0.16243235596139996,0.05916252236653369,0.40814824948175527,0.408131037522537,0.4184639897028129,0.10873327201702741,0.11466651610524684,0.10723294684254292,5934.44320970521,14051.991053926968,3952.8412409299713,124.16575395813584,0.9319237454383781
pretrain,40,40,0.04607935940042088,0.17636415699308172,0.05735053189437758,0.38050205331318243,0.4220835886067313,0.4116652464462885,0.11260057648979861,0.10860928896763,0.1055990641733884,7404.107479974123,14943.078227494849,4623.502686623357,145.8378678685248,0.9314557387171802
pretrain,45,45,0.07313381240552906,0.13561934082284302,0.08738966412900745,0.3821029502531823,0.3167296520545413,0.3688723589568892,0.11160465379887387,0.14480015264858465,0.11967689969988816,8642.066415730644,19520.64278055241,5620.761615599497,179.19578872310518,0.9291268288643314
pretrain,50,50,0.786693895215876,0.9999998735816361,0.9999861533525958,0.36730837482744605,0.3773947028905947,0.38263065606645164,0.1013137022765347,0.10967819369226377,0.09903302442699549,8830.586489671132,18516.063795789934,5585.169255492904,179.99278911189438,6.264832869411934
pretrain,55,55,0.05661729629395301,0.13548782312300145,0.06770880073014401,0.3803614457698603,0.33967425821737124,0.377588225273846,0.11254299232709228,0.12691337743026676,0.11255671012835096,8819.919371171069,22868.198251227,5974.934543340039,192.60859087281227,0.9322693215895244
pretrain,60,60,0.07763522984960389,0.18219457106820103,0.09326510591838169,0.38411451339660996,0.36807211460552547,0.3862412721589248,0.11102007066410469,0.12211425124189029,0.11156611717575272,10573.947106059744,25945.64567135801,7077.531373183787,225.32971870327592,0.9306654266003181
pretrain,65,65,0.053966864272868995,0.17520787604865354,0.06785332875381817,0.3822524325479232,0.40621702064897885,0.40222585297052516,0.11272542998469041,0.11700415105313264,0.1095849601488855,11705.671963387284,24148.86516257909,7400.353798657975,233.66214838049413,0.9311597670852821
pretrain,70,70,0.07164384601785131,0.17075712086596803,0.0925285839935097,0.3818243304724357,0.31995899683036466,0.36784816252236396,0.11066684435097424,0.13854428613010966,0.1161076169760215,12551.352461375187,19334.325966345124,7082.080750100525,229.49757620260715,0.932887282977704
pretrain,75,75,0.029092358252607496,0.2472644690538262,0.03481262782928267,0.36991290982464775,0.37093426392171686,0.3803464058758286,0.11262225212886282,0.12101055822413875,0.1108838770664735,10516.274339421076,17041.352608089255,6122.538740675471,197.85641294030546,0.9298810234877891
pretrain,80,80,0.11393711381577415,0.16843489236004522,0.12952004183665008,0.3745268621580962,0.37865008451389287,0.382769525355324,0.11305965602203083,0.12258231025425681,0.11348958659523783,11475.220202245639,24011.234986348347,7302.888301421531,228.3089396597147,0.9295626550836664
pretrain,85,85,0.08031639057878497,0.15890745453408883,0.09548408973176294,0.3783753741528792,0.40430797303640553,0.40325447581883117,0.11200755402548984,0.11564941742168186,0.10741303026086049,13254.09751496502,22897.014715946476,7834.368494157433,253.98605741792917,0.9335518921235199
pretrain,90,90,0.0768610458025556,0.14433646214781634,0.0948153221140566,0.3699106356811726,0.36546015708640645,0.3770513529681487,0.11241999028764932,0.11983492689187338,0.11182827002431238,11537.554033943403,21925.84599425279,7086.544860323181,229.18789901605845,0.9305239051267056
pretrain,95,95,0.07116819076855616,0.12143672885911057,0.082924314595046,0.3581797007005525,0.3034115492204529,0.3476236427415356,0.11448367640831361,0.14592686017475093,0.12080677578721655,14191.722980852659,22831.405179199046,8205.903807811339,270.3964836528063,0.9310856153962139
pretrain,100,100,0.10613036453271846,0.10262773006663162,0.11253476332610692,0.37497242530006203,0.3578817951494007,0.37781424192274005,0.11273153983706068,0.12526774833413895,0.11279764514583267,13614.882632338715,28856.727726265595,8678.084353156908,275.94926470600365,0.9321419460665433
pretrain,105,105,0.06825676965900786,0.13603415806418792,0.08103643496893286,0.3689697645806867,0.33957796714640104,0.361136370474897,0.11376278546953524,0.12977997826606116,0.11680849077331508,15828.414084678034,26851.767231510355,9330.768665746185,299.8644185624242,0.9316958452849821
pretrain,110,110,0.06609487128179319,0.14844383211350573,0.07763300850436539,0.3681837760369331,0.38358310681878,0.3833273692577282,0.11258901309625487,0.11710780642413349,0.11052378591700544,15972.04124750532,29117.520056443384,9672.56469301134,307.3215466199875,0.9324796024722224
pretrain,115,115,0.0648919890680494,0.14904866477387585,0.0732461675685067,0.3748584447592577,0.37784806370051904,0.3862585628558594,0.11202564294622404,0.11937417049276985,0.1100664648967355,14458.08937328487,21909.157318035297,8193.160923576248,266.59444683579204,0.9321805605684422
pretrain,120,120,0.07643819815281432,0.09764965023619032,0.08752245124389474,0.3625773891614613,0.3943716549122611,0.3852493309747906,0.11427686850739151,0.11646003818603422,0.11161619300198783,16082.343275279294,26121.991450597394,9332.211915239353,301.8064364326358,0.9314116424814968
pretrain,125,125,0.025515896755026864,0.05265028609368396,0.02929705256232077,0.36720097158175796,0.3499511621841593,0.36682844705961865,0.11354799939683136,0.12607349534341508,0.11522792548612037,15515.981630827617,30140.17177145801,9627.939418600034,307.72036127646567,0.9319538176939551
