metric,bin_index,bin_left,bin_right,bin_center,density_mean,density_std,density_ci95_low,density_ci95_high,density_n
aleatoric_var,0,6.846699307061499e-06,0.0012142580707131855,0.0006105523850101235,812.2226541106558,3.6033372516640774,807.7492372417267,816.6960709795848,5
aleatoric_var,1,0.0012142580707131855,0.0024216694421193095,0.0018179637564162475,6.1237947306464235,2.714969586347405,2.753255173021949,9.494334288270899,5
aleatoric_var,2,0.0024216694421193095,0.0036290808135254335,0.0030253751278223715,3.3128725592021633,1.0341206745414102,2.029047996884167,4.59669712152016,5
aleatoric_var,3,0.0036290808135254335,0.0048364921849315574,0.004232786499228496,1.6731679591930118,0.5157049998484213,1.0329382819271506,2.313397636458873,5
aleatoric_var,4,0.0048364921849315574,0.006043903556337681,0.005440197870634619,0.8031206204126458,0.3218402829476043,0.4035671924969537,1.2026740483283378,5
aleatoric_var,5,0.006043903556337681,0.007251314927743805,0.006647609242040744,0.9369740571480867,0.5747520685661539,0.22343951419397245,1.650508600102201,5
aleatoric_var,6,0.007251314927743805,0.00845872629914993,0.007855020613446867,0.5019503877579032,0.2645510829532788,0.17351949313928428,0.8303812823765222,5
aleatoric_var,7,0.00845872629914993,0.009666137670556053,0.009062431984852992,0.2677068734708822,0.3469554926007295,-0.16302620671773904,0.6984399536595034,5
aleatoric_var,8,0.009666137670556053,0.010873549041962177,0.010269843356259115,0.43502366939018344,0.30394605384691825,0.0576852995511456,0.8123620392292212,5
aleatoric_var,9,0.010873549041962177,0.012080960413368301,0.01147725472766524,0.23424351428702153,0.14965269178120663,0.048454944098229646,0.4200320844758134,5
aleatoric_var,10,0.012080960413368301,0.013288371784774426,0.012684666099071363,0.26770687347088173,0.19077049891351483,0.03087198727209356,0.50454175966967,5
aleatoric_var,11,0.013288371784774426,0.01449578315618055,0.013892077470477488,0.2342435142870219,0.36657273349795866,-0.22084368271677712,0.6893307112908209,5
aleatoric_var,12,0.01449578315618055,0.015703194527586672,0.015099488841883611,0.16731679591930132,0.11831084100094362,0.02043803466364072,0.31419555717496195,5
aleatoric_var,13,0.015703194527586672,0.0169106058989928,0.016306900213289736,0.33463359183860164,0.5796023829837241,-0.3849224464182761,1.0541896300954794,5
aleatoric_var,14,0.0169106058989928,0.018118017270398922,0.01751431158469586,0.033463359183860265,0.07482634589060344,-0.059430925910535816,0.12635764427825635,5
aleatoric_var,15,0.018118017270398922,0.019325428641805045,0.018721722956101985,0.1003900775515808,0.22447903767181032,-0.17829277773160745,0.37907293283476906,5
aleatoric_var,16,0.019325428641805045,0.02053284001321117,0.019929134327508105,0.10039007755158078,0.09164318337448966,-0.013381721699368979,0.21416187680253052,5
aleatoric_var,17,0.02053284001321117,0.02174025138461729,0.02113654569891423,0.0,0.0,0.0,0.0,5
