phase,source_epoch,epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,ence_aleatoric,ence_epistemic,ence_total,nll_energy,rmse_e_atom
pretrain,0,0,0.3421886264131719,0.15090405790141542,0.3116716700140007,0.452634975794912,0.42983400331737626,0.468718209047467,0.1105714165139042,0.11578699966784592,0.10668310461030583,269.68305788816605,970.5981019439344,196.83650612056715,6.970748395091295,0.927298176232903
pretrain,5,5,-0.0732535161662521,-0.0812627368129767,-0.080563638490146,0.35364688824430324,0.24835927330548896,0.33452729706026885,0.12309140779072261,0.1443107503701671,0.12492603738573745,1060.6593475721788,2791.731360071647,716.663834842242,24.864892748999594,0.9231901378675256
pretrain,10,10,0.15390989745879866,0.15973535601051153,0.1554159007793084,0.4275992641884627,0.362735551701633,0.42648935963396595,0.10797367825701139,0.12326461592737471,0.10594004395131706,2550.049484476738,5328.783745790508,1614.20117048008,57.67559087545872,0.9244775038492893
pretrain,15,15,0.19331208079925807,0.1731330321825843,0.18798631533828958,0.4113833059452752,0.36836100429035756,0.40979148702027995,0.11098886046481615,0.1330675624358471,0.1151418420230537,3350.8889103963706,10010.24600089774,2376.26635814086,83.82518521389365,0.9269447006882857
pretrain,20,20,0.06521278072134276,0.1260307687994519,0.0736657040504776,0.4101641925567752,0.3906565232805873,0.4205879442758162,0.1095166286267312,0.12563868179339607,0.1090081072229783,4395.312353691519,11138.409775167263,2965.1441911844095,104.9522173884809,0.9274547035522873
pretrain,25,25,0.13313428218122514,0.12704000648899333,0.13279383964189212,0.3937129068044531,0.42798887550092896,0.42636586455273634,0.11122154429225271,0.11943544846724971,0.10911568024984027,4867.5026762724365,8013.399763515468,2839.7879266664995,103.8070264132917,0.9268388264457864
pretrain,30,30,0.1425506352966575,0.15111884342972992,0.1472604868810648,0.4099930334427409,0.33654931284956247,0.397072861920573,0.10911185332095671,0.13470745117104416,0.11177653989893814,5514.538305416566,13767.761126502653,3691.5270131372695,131.86305373165013,0.9274827990196485
pretrain,35,35,-0.017956863393879884,-0.01660774808241751,-0.017779708111726415,0.401111707659044,0.3763123760039215,0.4034419227393046,0.11109686733236188,0.11895407344274657,0.11004248933622354,5168.114920908319,12406.816227903319,3454.645220746183,122.75506204375624,0.9259707585128542
pretrain,40,40,0.018787831030508233,0.007830475963635472,0.0182383666666889,0.37474062161520066,0.38410227745337633,0.39425840140225266,0.11484232234299616,0.1142107047998259,0.10867478992624405,6466.332663958446,13776.399087689902,4136.616531710349,147.66013639000653,0.9253809940707313
pretrain,45,45,0.13120585076830638,0.00015621454686188464,0.1010500233245957,0.36886081255018893,0.2969606229010255,0.35382264991353046,0.114861625982351,0.1459261100390783,0.12180404328247618,7557.806345454249,17031.694241321868,4940.414045955051,177.98788325796724,0.9239085139019932
pretrain,50,50,0.9930047220835044,0.9999999999992804,0.9999999996432779,0.36038467936323815,0.3545202454432286,0.36823660393664986,0.0250009965316639,0.026965290049730157,0.024579268284183067,7768.870619887483,16957.309700303038,4983.625837976691,181.0621170188278,0.99866371292414
pretrain,55,55,0.1144856917739002,0.04494807431121553,0.11005103154867966,0.372961110413569,0.31407660382421637,0.36336660942426385,0.11439122620489317,0.12930526077371157,0.11458341961419427,7717.865706296967,20283.38118857086,5275.3194760757,190.965133916533,0.9270205688954269
pretrain,60,60,-0.00602221098277436,0.04655104024378139,-0.0032752068460673673,0.3734099878869732,0.34985005050625995,0.3735815028425182,0.11312418007452078,0.1238396172097195,0.11324213273854754,9343.254396398674,23060.298041751874,6266.543364543222,226.72491309643985,0.9254714038071138
pretrain,65,65,0.04308763831200162,0.017536088809329352,0.04084046051983163,0.3719107149213888,0.38359904184240606,0.38559839294756626,0.11524262764335022,0.11961158172403846,0.11287702849561727,10333.34540891875,21866.76940274245,6595.689618655559,235.43182754557134,0.9258552065092295
pretrain,70,70,0.023378344157630862,0.018222219965173345,0.023034542625751657,0.37242766177383874,0.3077571415163627,0.36004218322554443,0.11270567473411448,0.13918331760358396,0.11803739084872847,11068.98628976901,17533.230426912272,6339.604483612489,233.20259989905358,0.9277844670330622
pretrain,75,75,0.23099776207111544,0.05480803298687354,0.23087343182114708,0.3711816080073351,0.3752770763077505,0.38336483922025877,0.11340635605981217,0.11844913956554828,0.11045290454855808,9315.280820151382,15304.495007575239,5468.194979496485,199.51793351934552,0.9250274893181416
pretrain,80,80,0.05815602533920952,0.04205297124836886,0.05744698482197143,0.3615015320602641,0.3550528938226075,0.3668407777096743,0.11580949661074019,0.12524016577768365,0.11625177162307704,10155.750652022982,20655.07509291184,6430.799298006439,229.11605302176474,0.924216741936986
pretrain,85,85,-0.00760620031381704,-0.0007094759423905362,-0.004775866555029438,0.3699386276735691,0.4074977111671295,0.3993408288207057,0.11447371200307521,0.115099659490425,0.10812935144395186,11684.659564804051,21726.4521898178,7083.283736231304,258.84925966176985,0.9287517895370849
pretrain,90,90,-0.014838539473215341,-0.017561502242922848,-0.015346611512048762,0.35432979816485116,0.3493276485194392,0.3609227335535249,0.11550573525453628,0.12064219210172865,0.11356510558644008,10248.763045575803,20133.237032246547,6366.93269560125,232.71997576978205,0.9255442241519007
pretrain,95,95,-0.017047970228987387,-0.0075200297984836855,-0.016587402801905293,0.3452191978525644,0.2848373776641854,0.33141292685474033,0.11785207961706905,0.14742241686824392,0.12348406021781129,12531.823626734009,20875.981702091944,7345.092030819462,273.0427799746275,0.9259322453715698
pretrain,100,100,-0.016276575176947007,0.0009892964383804903,-0.015482545421546767,0.367555243594383,0.35889354690434677,0.3729655401601561,0.11488086189694037,0.12539896514123355,0.11454223252054305,12069.830242484884,26165.338138549738,7782.303378356813,279.78843588003514,0.9270289719733805
pretrain,105,105,-0.015303175934171999,-0.0065667728626405235,-0.014814427710497112,0.36154051073687427,0.312779974658671,0.3481117216794263,0.11589849247378334,0.13316392949031602,0.11970141575007351,14024.499502529685,24725.07989725324,8454.934312838574,310.2983347229958,0.9266834425033057
pretrain,110,110,-0.010637755006442142,0.017485544123063995,-0.008900299116374227,0.3595123852686488,0.35230165655256923,0.36397340196645234,0.1149137920131475,0.12165975096567193,0.11376616617577018,14174.818391885416,26909.38358518259,8730.802271363109,314.9713723138094,0.9275073856520151
pretrain,115,115,0.19394417551470783,0.039804980165583294,0.1926016508952441,0.3639480953154615,0.3676062256499555,0.37631568397624565,0.11422635515240345,0.12151076630450727,0.11140786282736315,12812.983546433896,20891.157670242505,7451.475280500337,272.03177318633794,0.9269791289715784
pretrain,120,120,0.06901764313494532,-0.00853370197070547,-0.000715386871561101,0.3558657301253729,0.35775578438581196,0.366035915789012,0.1168597504504924,0.12362081662137989,0.11522886503547082,14280.662134731207,24460.514267296305,8446.664457468174,309.30791836769583,0.9266702162947
pretrain,125,125,-0.0186136930766938,0.008651880697167992,-0.018300865909539738,0.3572332550604553,0.3057692134102143,0.3443333623397995,0.11548503055603088,0.13596358696110317,0.1193902778160689,13824.00240168238,28514.848797102597,8725.58724318019,317.7778945347428,0.9270779510690956
pretrain,130,130,-0.0013255264044673488,-0.007175838248484953,-0.002215472716239763,0.36512886733482125,0.349971874740136,0.3687963922487605,0.11424002424344928,0.12040886614492594,0.11153610544845899,15049.84568951412,22850.827847049397,8487.767946569327,314.96660281471014,0.9282884726093281
pretrain,135,135,0.08686003364060015,0.23839016797376725,0.12790760510070306,0.3655253757692029,0.36287153776413966,0.3746653421867387,0.1139167656746293,0.1223162743639196,0.1128424409945299,12339.131097967944,20690.371550042262,7237.037670533041,261.0232621756017,0.9257362268485273
pretrain,140,140,-3.389313952015029e-05,-0.0025279222085189063,-0.0005043329285048904,0.36205092658142474,0.3318921652052594,0.35666115665606135,0.11386195419517131,0.12786067474888135,0.11569890990822036,16689.733774099328,23079.774102152143,9113.73367989119,335.6116308183968,0.9266982927502077
