metric,bin_index,bin_left,bin_right,bin_center,density_mean,density_std,density_ci95_low,density_ci95_high,density_n
aleatoric_var,0,5.185502686799737e-06,5.917439543736691e-05,3.217994906208332e-05,15489.905157835316,101.4664961094902,15363.938060218325,15615.872255452306,5
aleatoric_var,1,5.917439543736691e-05,0.00011316328818793409,8.61688418126505e-05,2055.7913551344873,108.46948099545915,1921.130297298457,2190.452412970518,5
aleatoric_var,2,0.00011316328818793409,0.00016715218093850127,0.00014015773456321767,505.15441016227834,41.835540750246864,453.2170530285567,557.0917672960001,5
aleatoric_var,3,0.00016715218093850127,0.00022114107368906844,0.00019414662731378487,175.1201955229232,31.12744164427229,136.47656801517763,213.7638230306688,5
aleatoric_var,4,0.00022114107368906844,0.0002751299664396356,0.000248135520064352,74.83769039441162,14.49225642830915,56.84606212112047,92.82931866770278,5
aleatoric_var,5,0.0002751299664396356,0.0003291188591902028,0.0003021244128149192,50.141252564255765,16.00722042043273,30.268849607702343,70.01365552080918,5
aleatoric_var,6,0.0003291188591902028,0.00038310775194076995,0.00035611330556548635,22.4513071183235,7.00042492683379,13.76052499880163,31.14208923784537,5
aleatoric_var,7,0.00038310775194076995,0.00043709664469133714,0.00041010219831605355,14.967538078882319,7.000424926833785,6.276755959360457,23.65832019840418,5
aleatoric_var,8,0.00043709664469133714,0.0004910855374419044,0.00046409109106662074,20.954553310435223,10.110015244308425,8.403323830560064,33.505782790310384,5
aleatoric_var,9,0.0004910855374419044,0.0005450744301924715,0.0005180799838171879,15.715914982826465,14.588551550296328,-2.3952603084114834,33.82709027406442,5
aleatoric_var,10,0.0005450744301924715,0.0005990633229430387,0.000572068876567755,12.722407367049971,4.266404772944296,7.42581541686429,18.018999317235654,5
aleatoric_var,11,0.0005990633229430387,0.0006530522156936059,0.0006260577693183223,6.735392135497042,3.130685201556867,2.8487562161189253,10.622028054875159,5
aleatoric_var,12,0.0006530522156936059,0.0007070411084441731,0.0006800466620688894,5.238638327608811,5.674848847813163,-1.8064875630376944,12.283764218255318,5
