metric,uncertainty_type,value,value_mean,value_std,value_ci95_low,value_ci95_high,value_n,value_geometric_mean,value_geometric_ci95_low,value_geometric_ci95_high,value_geometric_n
ause,aleatoric,0.1482668763400124,0.1482668763400124,0.00751205586095503,0.13894092235299274,0.15759283032703206,5,0.1481176019500807,0.1392122308895869,0.1575926473360149,5
ause,epistemic,0.19416102055337556,0.19416102055337556,0.012251091429563214,0.17895172005326557,0.20937032105348555,5,0.1938627812571127,0.179623833573908,0.20923046351351435,5
ause,total,0.14345101977478403,0.14345101977478403,0.007818519849940905,0.13374460148972633,0.15315743805984172,5,0.14328735246637134,0.13418156003039963,0.15301107970551728,5
ence,aleatoric,6.859496015354777,6.859496015354777,1.7448339821200645,4.693345798499058,9.025646232210496,5,6.7013785423976096,5.004671116642047,8.97331179648805,5
ence,epistemic,13.49207428119654,13.49207428119654,2.526795550729231,10.355146191618815,16.629002370774266,5,13.30158292258904,10.518732814719439,16.820667599705693,5
ence,total,3.0718313634767616,3.0718313634767616,0.9258719154856807,1.922393840444888,4.221268886508636,5,2.968856588949067,2.07894308094366,4.239706958088265,5
rmse,ensemble,0.05868931340974333,0.05868931340974333,0.003996442066753716,0.053727870694699864,0.0636507561247868,5,0.05857920278905159,0.05378855149849913,0.0637965311167857,5
spearman,aleatoric,0.6260434514639142,0.6260434514639142,0.014251454127557966,0.6083507708047438,0.6437361321230846,5,0.6259154812795323,0.6086518805766649,0.6436687410448932,5
spearman,epistemic,0.5893480683207967,0.5893480683207967,0.015003148094376823,0.5707221859553783,0.6079739506862151,5,0.5891964568798147,0.5709674059325017,0.6080074995397667,5
spearman,total,0.6400438892512049,0.6400438892512049,0.0150973989495595,0.6213009977534079,0.658786780749002,5,0.6399037921245225,0.6216609942486828,0.6586819294818765,5
