group,x_index,label,split,quantile_lo,quantile_hi,au_mean,au_mean_mean,au_mean_std,au_mean_ci95_low,au_mean_ci95_high,au_mean_n,au_mean_geometric_mean,au_mean_geometric_ci95_low,au_mean_geometric_ci95_high,au_mean_geometric_n,eu_mean,eu_mean_mean,eu_mean_std,eu_mean_ci95_low,eu_mean_ci95_high,eu_mean_n,eu_mean_geometric_mean,eu_mean_geometric_ci95_low,eu_mean_geometric_ci95_high,eu_mean_geometric_n
id,0,ID,id,0.0,1.0,5.9658814812521807e-05,5.9658814812521807e-05,1.0901018081489742e-05,4.612558304196917e-05,7.319204658307443e-05,5,5.8821343963241385e-05,4.6413653505250136e-05,7.454596318840914e-05,5,2.799227940579464e-05,2.799227940579464e-05,2.1234631417378907e-06,2.5356074361592248e-05,3.062848444999703e-05,5,2.7926863962112664e-05,2.5387752777510163e-05,3.071991986030497e-05,5
q10,5,0.90-1.00,ood,0.9,1.0,9.607069754674308,9.607069754674308,8.02575617806525,-0.3566251662736981,19.570764675622314,5,7.259474906410629,2.5537725963563753,20.636127113273876,5,15389.349684047154,15389.349684047154,33382.9366177205,-26054.395758079416,56833.09512617373,5,685.4674654463292,19.488302975584045,24110.13656623086,5
q6,1,0.50-0.60,ood,0.5,0.6000000000000001,0.00012582503223731507,0.00012582503223731507,4.2815731159804775e-05,7.267080307451708e-05,0.00017897926140011304,5,0.00012008602396661317,7.855547546003352e-05,0.00018357285813191664,5,7.26648700916998e-05,7.26648700916998e-05,1.8014309534709344e-05,5.0300736366092684e-05,9.502900381730692e-05,5,7.111458245540503e-05,5.380511558699873e-05,9.399262101071715e-05,5
q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,0.00029024999270755897,0.00029024999270755897,0.00027801385403761404,-5.489446022242315e-05,0.000635394445637541,5,0.0002254153234105899,9.339507564369416e-05,0.0005440551086670865,5,9.85688904689686e-05,9.85688904689686e-05,2.8925442801504832e-05,6.265896732487897e-05,0.00013447881361305824,5,9.581935072023138e-05,7.002711563692752e-05,0.00013111132579056404,5
q8,3,0.70-0.80,ood,0.7000000000000001,0.8,0.0010591441708784738,0.0010591441708784738,0.0007552956494046949,0.00012147110197123414,0.0019968172397857135,5,0.0008831723157160832,0.0003926681978129877,0.001986392948528999,5,0.00023192917893293444,0.00023192917893293444,0.00015433412641600226,4.032877177095561e-05,0.00042352958609491323,5,0.00020349126905136743,0.00010589207639796683,0.00039104622355796086,5
q9,4,0.80-0.90,ood,0.8,0.9,0.04294528284638343,0.04294528284638343,0.060933992254895576,-0.032702132259808704,0.11859269795257557,5,0.008637655545932744,0.00048395108258565754,0.15416660074725055,5,0.012755627040410594,0.012755627040410594,0.011495536896663423,-0.00151567899600916,0.027026933076830347,5,0.0038512811974544176,0.00021293494696010166,0.06965679928830626,5
