summary_version,group,x_index,label,split,quantile_lo,quantile_hi,num_systems,num_configs,au_mean,eu_mean
occupied_ood_bins_v2,id,0,ID,id,0.0,1.0,1285,5000,0.0003265040171174372,0.00013824519338956698
occupied_ood_bins_v2,q6,1,0.50-0.60,ood,0.5,0.6000000000000001,443,549,0.000462732536115281,0.0002194009397912375
occupied_ood_bins_v2,q7,2,0.60-0.70,ood,0.6000000000000001,0.7000000000000001,687,1049,0.0005008720518910133,0.0002597865616277305
occupied_ood_bins_v2,q8,3,0.70-0.80,ood,0.7000000000000001,0.8,739,1153,0.0005680733629133918,0.0002997952749709472
occupied_ood_bins_v2,q9,4,0.80-0.90,ood,0.8,0.9,739,1105,0.0007520532608529762,0.0003785113900012696
occupied_ood_bins_v2,q10,5,0.90-1.00,ood,0.9,1.0,742,1144,0.01564871662534027,0.2505070885211342
