uncertainty_type,bin_index,count,rmse,rmv,mse,mean_variance,ence_term,uncertainty_min,uncertainty_max
aleatoric,0,9,0.006287933673474169,0.006958654022325162,3.953810988201035e-05,4.8422865802422166e-05,0.1834826537665887,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,1,9,0.004287942961239744,0.006958654022325162,1.8386454838845464e-05,4.8422865802422166e-05,0.6202939554658544,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,2,9,0.005719172003264737,0.006958654022325162,3.270892840292719e-05,4.8422865802422166e-05,0.324514816277333,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,3,9,0.0046126629216468335,0.006958654022325162,2.12766592287355e-05,4.8422865802422166e-05,0.5606071867875441,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,4,9,0.003951476462656756,0.006958654022325162,1.5614166234930355e-05,4.8422865802422166e-05,0.6775455980106548,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,5,9,0.005428701264686032,0.006958654022325162,2.947079742120372e-05,4.8422865802422166e-05,0.3913867563838083,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,6,9,0.004134305939538501,0.006958654022325162,1.7092485601703327e-05,4.8422865802422166e-05,0.6470162325492032,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,7,9,0.004884931316545805,0.006958654022325162,2.3862553967369928e-05,4.8422865802422166e-05,0.507204838624477,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,8,9,0.006051477483724626,0.006958654022325162,3.662037973602613e-05,4.8422865802422166e-05,0.24373786786088283,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,9,9,0.0046224365769860646,0.006958654022325162,2.136691990825865e-05,4.8422865802422166e-05,0.5587431773360706,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,10,8,0.005237675198471812,0.006958654022325162,2.7433241484686732e-05,4.8422865802422166e-05,0.43346514027853156,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,11,8,0.008785548434826198,0.006958654022325162,7.718586130067706e-05,4.8422865802422166e-05,0.5939961425582568,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,12,8,0.006567278049299909,0.006958654022325162,4.3129140976816416e-05,4.8422865802422166e-05,0.10932283205222752,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,13,8,0.00561933782163211,0.006958654022325162,3.157695755362511e-05,4.8422865802422166e-05,0.34789159975646067,4.8422865802422166e-05,4.8422865802422166e-05
aleatoric,14,8,0.020699404351800173,0.018902707392074943,0.00042846534051932395,0.0003573123467504047,0.19913387940837696,4.8422865802422166e-05,0.00046027550706639886
epistemic,0,9,0.006311290038139376,0.0057726262005347835,3.983238194551733e-05,3.332321325110065e-05,0.1953343648275481,3.332321325110065e-05,3.332321325110065e-05
epistemic,1,9,0.0031324319745785374,0.0057726262005347835,9.812130075361994e-06,3.332321325110065e-05,0.7055467009911506,3.332321325110065e-05,3.332321325110065e-05
epistemic,2,9,0.005506208026779893,0.0057726262005347835,3.031832683417532e-05,3.332321325110065e-05,0.09017396954737185,3.332321325110065e-05,3.332321325110065e-05
epistemic,3,9,0.003977860920556313,0.0057726262005347835,1.5823377503289117e-05,3.332321325110065e-05,0.5251545106393221,3.332321325110065e-05,3.332321325110065e-05
epistemic,4,9,0.00497799138556155,0.0057726262005347835,2.4780398234725e-05,3.332321325110065e-05,0.25636228271274186,3.332321325110065e-05,3.332321325110065e-05
epistemic,5,9,0.004588110914553855,0.0057726262005347835,2.105076176424821e-05,3.332321325110065e-05,0.3682853569484955,3.332321325110065e-05,3.332321325110065e-05
epistemic,6,9,0.0035383176454837017,0.0057726262005347835,1.2519691760341326e-05,3.332321325110065e-05,0.624295182280244,3.332321325110065e-05,3.332321325110065e-05
epistemic,7,9,0.006350816038044802,0.0057726262005347835,4.033286434908708e-05,3.332321325110065e-05,0.21035339674978396,3.332321325110065e-05,3.332321325110065e-05
epistemic,8,9,0.00518116970393087,0.0057726262005347835,2.6844519500931103e-05,3.332321325110065e-05,0.19441983884779054,3.332321325110065e-05,3.332321325110065e-05
epistemic,9,9,0.008530794302581477,0.0057726262005347835,7.277445143295659e-05,3.332321325110065e-05,1.183896579377827,3.332321325110065e-05,3.332321325110065e-05
epistemic,10,8,0.0026507946752157095,0.0057726262005347835,7.0267124101519585e-06,3.332321325110065e-05,0.7891346084423635,3.332321325110065e-05,3.332321325110065e-05
epistemic,11,8,0.004972173640968963,0.006614538254443217,2.4722510715946555e-05,4.375211631949272e-05,0.43494137436885477,3.332321325110065e-05,6.062158478766542e-05
epistemic,12,8,0.012843878925359762,0.009474792324068127,0.00016496522584930062,8.97716895842203e-05,0.8376085669473413,6.552916899448097e-05,0.00011648073827033817
epistemic,13,8,0.017249764090221498,0.011897495279161336,0.00029755436116829515,0.00014155039391766628,1.1021090293918192,0.00012392524387090648,0.00017637051581910801
epistemic,14,8,0.008402461097231258,0.021719553411571762,7.060135249048471e-05,0.0004717390003981185,0.8503381055395005,0.00020137953045869025,0.0017761820927262306
total,0,9,0.004085703622053955,0.006602004356372278,1.6692974087264803e-05,4.358646152155854e-05,0.6170146989562757,2.067629247903824e-05,5.040754331275821e-05
total,1,9,0.0059227081418439095,0.0070998269917483346,3.507847173346413e-05,5.040754331275821e-05,0.30410273089849765,5.040754331275821e-05,5.040754331275821e-05
total,2,9,0.005255938565874255,0.0070998269917483346,2.7624890208244324e-05,5.040754331275821e-05,0.45196912222356944,5.040754331275821e-05,5.040754331275821e-05
total,3,9,0.005754483434067426,0.0070998269917483346,3.3114079592956434e-05,5.040754331275821e-05,0.3430729328049752,5.040754331275821e-05,5.040754331275821e-05
total,4,9,0.0034628113894581342,0.0070998269917483346,1.1991062718960973e-05,5.040754331275821e-05,0.762117692493734,5.040754331275821e-05,5.040754331275821e-05
total,5,9,0.004448264887659128,0.0070998269917483346,1.9787060510781077e-05,5.040754331275821e-05,0.6074583443194116,5.040754331275821e-05,5.040754331275821e-05
total,6,9,0.005198165784063277,0.0070998269917483346,2.7020927518606186e-05,5.040754331275821e-05,0.4639507156507832,5.040754331275821e-05,5.040754331275821e-05
total,7,9,0.004500776639635557,0.0070998269917483346,2.0256990359889136e-05,5.040754331275821e-05,0.5981357346815577,5.040754331275821e-05,5.040754331275821e-05
total,8,9,0.004827316471959875,0.0070998269917483346,2.330298432045513e-05,5.040754331275821e-05,0.5377083906694354,5.040754331275821e-05,5.040754331275821e-05
total,9,9,0.006418372214496809,0.0070998269917483346,4.119550188382467e-05,5.040754331275821e-05,0.18275124760150652,5.040754331275821e-05,5.040754331275821e-05
total,10,8,0.004297604823988012,0.0070998269917483346,1.8469407223165035e-05,5.040754331275821e-05,0.6335983464107761,5.040754331275821e-05,5.040754331275821e-05
total,11,8,0.008685944212481861,0.0070998269917483346,7.544562686234713e-05,5.040754331275821e-05,0.49671302952095564,5.040754331275821e-05,5.040754331275821e-05
total,12,8,0.007475845119386066,0.0070998269917483346,5.588826024904847e-05,5.040754331275821e-05,0.10872811043943671,5.040754331275821e-05,5.040754331275821e-05
total,13,8,0.005420192183378178,0.0070998269917483346,2.93784833047539e-05,5.040754331275821e-05,0.4171808151317271,5.040754331275821e-05,5.040754331275821e-05
total,14,8,0.020699404351800173,0.017755593650432517,0.00042846534051932395,0.00031526110587927947,0.3590808778149529,5.040754331275821e-05,0.00046027550706639886
