epoch,au_var,eu_var,tu_var,rmse_energy
0,0.0025941858203082846,0.00040191359796048397,0.002996099419027999,0.012263462380786811
10,0.0036334000062197445,0.0003022388467376215,0.00393563886443018,0.013882993936175606
20,0.003876752542682748,0.00019381098361496909,0.0040705635279848955,0.01332938723619873
30,0.0022661165880930164,0.00014850436756218635,0.002414620952491743,0.009679057311842739
40,0.0019277788344365747,0.00025444394812676246,0.0021822227866969248,0.00905494318906599
50,0.0012342815695708428,0.0001565793868275764,0.0013908609592666228,0.010280385096112801
60,0.00023136591771617533,3.9309186199123204e-05,0.0002706751048959711,0.008216061627373917
70,0.00016683089513959282,7.751746710762719e-05,0.0002443483629959055,0.008049729322598691
80,0.00018115522571083537,3.7209821791781206e-05,0.0002183650472653571,0.007826945781045773
90,0.0001473909888865318,5.1652801546193926e-05,0.0001990437900742003,0.00783448822230674
100,0.0001211651530035812,3.264841220895861e-05,0.0001538135655447031,0.0076422681472254885
110,9.82897239315418e-05,1.4828007578467225e-05,0.00011311773155087039,0.007167841745200545
120,7.348148829423471e-05,6.661124513113359e-05,0.0001400927334570029,0.007094145168419827
130,7.737842256640273e-05,2.388908286630412e-05,0.00010126750548015875,0.006830018553328767
140,8.060110834565527e-05,2.2018799509037373e-05,0.00010261990744080665,0.006685499943869134
150,7.697883470361864e-05,4.049275312222628e-05,0.00011747158826345685,0.006711870431820051
160,5.8786554270056145e-05,2.5841448774187576e-05,8.462800330522915e-05,0.006360232027812423
170,0.0001357361106784083,4.818944569020802e-05,0.0001839255555988411,0.006581306300299228
180,6.77181128581203e-05,1.081265449879604e-05,7.85307673272589e-05,0.006422823428565863
190,6.657245677965018e-05,1.937911551383719e-05,8.595157275482526e-05,0.006283590719750755
200,8.82526308355475e-05,3.764478707929864e-05,0.0001258974183735478,0.0070070302141041155
210,6.877176355624545e-05,2.8839503083609222e-05,9.76112665818579e-05,0.006165746856625645
220,6.270469653511258e-05,1.2153793724554935e-05,7.485849001449938e-05,0.005903701424218837
230,5.551063764289501e-05,1.244449323575532e-05,6.795513126881038e-05,0.006042788719252369
240,5.545463517183384e-05,1.3640504598236252e-05,6.909513955917277e-05,0.006272963845287266
250,5.156590526947158e-05,1.0642024877940286e-05,6.220793008611983e-05,0.0061304639691092955
260,4.067653619816722e-05,2.1125215768562697e-05,6.180175152384554e-05,0.00595526773374647
270,4.8279081960757046e-05,1.2717623866447484e-05,6.099670592474454e-05,0.006112566608675728
280,5.2006428334119634e-05,1.0007157000776108e-05,6.20135858627981e-05,0.006027044595633844
290,5.9854231253468794e-05,1.6914954139265583e-05,7.67691861783269e-05,0.005820501416467476
