epoch,au_var,eu_var,tu_var,rmse_energy
0,0.0001010247867077851,2.972115752756963e-05,0.00013074594410536518,0.009232496467686044
10,2.9262325726995186e-05,1.0240719590056812e-05,3.950304537440843e-05,0.0030694911861693544
20,1.8493572625368415e-05,4.2403142708188566e-06,2.273388710331119e-05,0.002710602847531689
30,1.591586883704963e-05,3.4556427911525133e-06,1.9371511797692166e-05,0.002623126902179651
40,1.3925395740238856e-05,3.141384969648442e-06,1.7066780907896374e-05,0.0025810675463751247
50,1.2369500367344698e-05,2.917900052915101e-06,1.5287400430901244e-05,0.0025820056380907556
60,1.1343773704973614e-05,2.6896340324251257e-06,1.4033407780669904e-05,0.0025577542969933286
70,1.2086735967578476e-05,2.6085300798380117e-06,1.4695266114284777e-05,0.0025498553741834587
80,1.1278062526000099e-05,2.6570976297293213e-06,1.3935159940123753e-05,0.0025380824196539024
90,1.1534622995357324e-05,2.682408606495912e-06,1.4217031758997223e-05,0.002535567216155402
