phase,source_epoch,epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,ence_aleatoric,ence_epistemic,ence_total,magnitude_aleatoric,magnitude_epistemic,magnitude_total,rmse_e_atom,nll_energy
pretrain,0,0,0.44431303596064625,0.44698025697806554,0.45435902842069303,0.5287318703582982,0.3128040191306401,0.45363929052841967,0.10185897097079957,0.1426280877887938,0.11749332231387019,80.45180199485206,262.14797790945,51.69499158874215,0.017776198160275817,0.012567608511698199,0.030343806638522073,1.0407102852825527,25.725110867023467
pretrain,5,5,0.26152188012423433,0.2030390876920519,0.226777844156672,0.48367778462521493,0.34375255719641873,0.45741521079689895,0.10369665801111756,0.14333281199516346,0.10997593275727961,1504.078410811857,3887.553830940808,1009.0478634852149,0.0023267002286724166,0.002511786431124892,0.004838486612918496,0.9621325938071131,510.0650368779421
pretrain,10,10,0.21480314861687178,0.17415352163052075,0.18875779944492416,0.4386193522497565,0.3003303295749632,0.41452658157452005,0.11020617753251022,0.1425085169257348,0.11704821768378032,1830.42462621738,5171.048334848416,1259.4098956489438,0.0019889180843536453,0.0013824586067033124,0.0033713766623375704,0.9571808807557964,636.8011835360288
pretrain,15,15,-0.012638544949308229,-0.021781084790384597,-0.019534215043322315,0.4402953733868383,0.398954449996527,0.4379510352802432,0.10887546699296186,0.12192942602309398,0.11022729182878242,2660.395125846622,6328.708977751153,1749.8413393046744,0.0029020705089656987,0.005153175367809854,0.008055246023231303,0.952181685150283,885.8356777450323
pretrain,20,20,0.03216284790115998,0.006033332853760143,0.007944426271837153,0.4112547111404567,0.4187647208113592,0.42396214285545647,0.11415824912381002,0.11394204740549177,0.11058288388311613,2811.463736709956,6739.193378764149,1856.7275956283274,0.00368116275210341,0.026121947993136108,0.029803110412597745,0.9495073251165518,939.0327295164943
pretrain,25,25,0.14241526097114252,0.15833215439696924,0.15214969544912862,0.4001761276404231,0.3796987817448716,0.4039233724477113,0.11756547213292771,0.13620902185078862,0.1207926302727894,3538.937771440981,9005.642773891255,2379.3981524081023,0.004649335749931925,0.005308303185883778,0.009957638692337787,0.9517740421402682,1205.7880771191835
pretrain,30,30,0.6080152864686492,0.6181517944508654,0.6183891307791434,0.39666859284174877,0.31865244313645097,0.37754765075946006,0.11554843619367344,0.1366213637797747,0.12058809974084819,3870.163479246519,10464.95581808261,2657.6920543846186,0.01221743210494933,0.10369964828893763,0.11591707783786259,0.9615060251369103,1346.1562381665706
pretrain,35,35,0.8920088928046113,0.9408367660046446,0.9465476780858962,0.38170372183214224,0.40167267338172935,0.39642706790407595,0.1188732252112087,0.12273745743123272,0.11804729792823297,3860.381530029233,8856.003493718434,2507.6372111605324,0.024208256897646423,0.24432478712283037,0.2685330517457689,0.9678285584758806,1269.0809387830495
pretrain,40,40,0.6119655947211707,0.7884603635701481,0.7554990238704289,0.34781086436703096,0.2841430901418801,0.3312851750029886,0.1219105161617164,0.14547881857224126,0.12890515038884992,4885.201979732074,8884.550790347334,2940.2091697921924,0.027783775006590076,0.06069814854757351,0.08848192353293306,0.957655109175172,1488.276907915926
pretrain,45,45,0.6578297697232547,0.5123553709504721,0.5337833506797244,0.3744887294765119,0.3631049827160012,0.37520431712198316,0.11996053939796764,0.13363803067844168,0.12343520121072547,5397.372299946902,10290.230470583423,3311.862946392635,0.017293728401710905,0.09379549544003393,0.11108922179690744,0.9572979839488881,1678.379153290689
pretrain,50,50,0.891337869626141,0.7484282877019869,0.7823425491118475,0.36953447749024054,0.31930287617820036,0.359725478400027,0.11844634317687171,0.13392257866002932,0.12204380180675874,5397.761088044111,8701.429846628513,3103.698871199218,0.06778018638921131,0.37173897827737473,0.43951916236918986,0.9950949341716296,1568.9656720882535
pretrain,55,55,0.74567248490488,0.9950735265184015,0.9953776743232,0.36135366666203217,0.33153173545742587,0.3552861129921069,0.12104207209819381,0.1389277441644516,0.12463169215700325,5424.3826866686295,11769.116630755276,3453.808676259371,0.061554767153730976,0.7138664538434256,0.7754212346761713,1.0261503341716989,1741.793681449759
pretrain,60,60,0.9036524785260169,0.992355326457507,0.991959156251225,0.3485996336534593,0.3578799123437854,0.35428703983405263,0.12258603050830419,0.13195116039079846,0.12444059005893356,5751.860274515619,11596.552913282092,3583.6195374599138,0.08070443842735658,0.8128336105405171,0.8935380382470874,1.0536303398801392,1816.1203082523346
pretrain,65,65,0.8666771073658216,0.9230225376463239,0.9274930625098459,0.3643195827119692,0.2964540054141119,0.3468320914012408,0.11815135485146123,0.14288605692594955,0.1258774561794776,5570.748235900328,9849.578329444901,3294.9917134023376,0.17089587142538093,2.2849384433337288,2.4558342605887535,1.1616912383026665,1667.2911203094006
pretrain,70,70,0.6450677434457759,0.6994799960400901,0.7031317188044615,0.362162747620147,0.33738753923463005,0.3619134522596236,0.12206698089301773,0.13150554741722956,0.12250501958511474,5956.886062651682,11713.687063035788,3658.0264207368805,0.1762474691316147,0.8041953574103348,0.9804428385802858,1.0100268594425332,1846.8885986741543
pretrain,75,75,0.6683895341908661,0.7260731393450736,0.7285216662894954,0.3400390419334425,0.32248794604396724,0.3355451517984995,0.12448543070576651,0.1404667494935495,0.12942187701939473,7145.094250029255,11757.76821532902,4111.407791646248,0.34251459495264847,2.687349800269681,3.029864430730911,1.0600976909397994,2078.446251499307
pretrain,80,80,0.5779746022449475,0.7182557103541511,0.7173919815260186,0.3380840291211406,0.3477782633742894,0.34570244786245624,0.12619182582027533,0.1293652137284006,0.12544931797985776,6817.623105225764,12873.447489042848,4122.762189632469,0.3539999824154529,3.9319155304334474,4.285915668430082,1.008569044529344,2086.798334726834
pretrain,85,85,0.764983937145017,0.49223139094699014,0.5308656815511363,0.3502575182095408,0.3277960414604349,0.3467365193566478,0.12251447305939303,0.13473384832997215,0.12570101618648513,7501.543470841067,13141.346271724013,4453.718031222915,0.3377144282850573,2.8655996768655556,3.20331417682041,1.0300505830296351,2256.1206305971505
pretrain,90,90,0.5842942789635869,0.9408176914805578,0.8984727104185302,0.34687392449130533,0.28496807454572237,0.32832893287284814,0.1228171012045088,0.14694684889911133,0.13127792772978308,7350.804250043399,10430.698342836211,4012.484988461178,0.2740340388561015,0.8541734193010205,1.1282074718004333,1.0067681864190405,2033.279745927
pretrain,95,95,0.48196334233702953,0.7512570718510432,0.742969329552549,0.3450467703440536,0.3146240744531643,0.3377701002912032,0.1221904480622416,0.14074542676497495,0.12870524504220407,7817.8406650200495,12326.713887524034,4428.963769008545,0.3801827437586355,2.840577565273152,3.2207602846143852,1.051665903952619,2247.7809065969946
pretrain,100,100,0.7825930822778395,0.985223708796628,0.9835090917109097,0.33472996905666225,0.33245981151598153,0.3376223024137977,0.12207157474581457,0.1322600492821769,0.12409098257206996,7907.231752460123,13656.668968239703,4646.725687575499,0.6361031504392457,12.552265227168705,13.188368145648878,1.5100900851830974,2349.465761516881
pretrain,105,105,0.8242000166693267,0.9723490629439385,0.9727468710467676,0.3336982792931279,0.2981148952117936,0.32481159768971624,0.12165084215907611,0.1344259039085467,0.1254330436916826,8569.26857904846,12742.618114090135,4757.133453227101,0.7431570133479488,22.443783899893628,23.186940168193967,1.8313452639493206,2410.074080956876
pretrain,110,110,0.7474199074289893,0.9865410145937724,0.9800421472759676,0.3399802775902593,0.3061040594466599,0.3287833442745709,0.1220497850307065,0.135142030978607,0.12553699520623532,8020.772229853477,12876.074837006887,4594.082884290104,0.4757062172546369,4.636965670836607,5.112671864576517,1.1724573100896716,2318.7622924895404
pretrain,115,115,0.9668909662689713,0.980094381927765,0.9802978771434411,0.32960153199697556,0.3294976358296395,0.33119671445961546,0.12185136755894503,0.1277730349365998,0.12222197670039309,8380.851302924828,14445.328808618444,4914.972031951119,0.6710711873672391,18.525631659845697,19.196702471656995,2.1158865934441837,2482.157753515804
pretrain,120,120,0.9549891567914958,0.9977611894009372,0.9976012475032318,0.33497731617439047,0.31071558351616896,0.3270056574889696,0.12271364933967971,0.13142050785276455,0.12471807723259923,10107.004660204286,15987.86515333489,5725.939967505186,0.5813820765802992,18.523965018432264,19.10534704589561,1.5724691383065998,2894.293422577214
pretrain,125,125,0.8962265606317432,0.9998657067256821,0.9998830041793865,0.3228715041049971,0.2753996324583027,0.30711462027034603,0.11767269197395226,0.12840593990737043,0.12052096975012545,9870.389140825864,13836.296548771523,5359.30185628862,1.3228781553292321,89.99242836377041,91.31530341855806,4.1830198765408095,2709.806993603587
pretrain,130,130,0.9714897859866745,0.9999990264234306,0.9999984416267562,0.32598688751775035,0.3106273579787015,0.32174067231717735,0.10576802429700301,0.11711212337936694,0.10905403384954773,10273.150654946376,14199.742522566035,5556.1153547339045,2.863756918859358,845.3640505038748,848.2278085709727,11.349762230918309,2814.1937814157723
pretrain,135,135,0.9104909686055145,0.9906512435125873,0.9899780916376772,0.32557088100842707,0.3138651369737278,0.32237007587058225,0.12076114539211687,0.13348743288410017,0.12425295823996707,10435.775553704925,15040.142245997977,5714.525585830012,0.7791993060947177,25.410570313981893,26.189770401477013,2.5029207410794627,2885.4044740665913
pretrain,140,140,0.9436467796896637,0.9565051590936563,0.9565061584100838,0.346187886720344,0.3360000879613498,0.34486949867580113,0.1208224577865745,0.13354017525570822,0.12462873296875387,10316.88420446927,14752.306751444803,5612.631663447145,0.4749045755360633,7.842184747654876,8.317089432852836,1.3593661819007572,2841.48834646374
pretrain,145,145,0.9219136686478976,0.9998726401745082,0.9998418540906588,0.3410805937082236,0.3406053728944233,0.34630957787164746,0.11738221084401154,0.12644113975628937,0.11902204215965018,10588.283682393734,15244.979891069652,5782.466144751364,0.7199268944349532,84.53660796150102,85.25653256712182,3.5038464849682485,2926.1651961779594
pretrain,150,150,0.9934978175190028,0.9999999649215776,0.9999999557680899,0.3232803457789453,0.2763821187219835,0.3049825008031479,0.09534691536206216,0.10813241331570586,0.09958081333597614,10468.209687740316,13778.185782884577,5512.9870506025,2.5704604427255697,3934.8471097185,3937.4176536828763,20.986018842225658,2789.6325602835177
pretrain,155,155,0.41331448462451775,0.43036412826346687,0.4301197780294441,0.314205808047596,0.3269309394597437,0.3197678770095168,0.12614460823901585,0.1348966705324896,0.12882643905709032,11010.631321736346,15644.653280565411,6011.2502176061125,0.8259746341439078,33.45950686130017,34.285480986090846,1.6185145081326893,3043.595788347876
pretrain,160,160,0.9994121326669237,0.9999999900621847,0.999999987328915,0.3325832638294369,0.3126170872295049,0.3257737492829715,0.09465638855209928,0.10298680540593393,0.09686184715622712,10004.771208305783,14844.466364634462,5551.412240427283,2.3086476545600543,4021.2310504135066,4023.5397758331455,20.653389947323582,2807.948538209796
pretrain,165,165,0.9967082380580223,0.9999971295830278,0.9999969240298932,0.3205709950231394,0.27670499959857114,0.30259328935114554,0.10681412383950187,0.12260130740301499,0.11277476981973852,11372.286069477901,15142.20122742025,5972.847959284743,1.5409329392977944,1256.7251627077153,1258.2660627786283,11.880853201355052,3022.0035456517935
pretrain,170,170,0.9920851901600436,0.9997584228963612,0.9997518455406993,0.3343911794010863,0.3220460727927816,0.3321017495584529,0.11616631908720551,0.12273222441048201,0.11755048990585178,11316.810610280427,13833.722433770996,5723.667732291589,0.8257851416832754,248.56381941828712,249.3896101771841,4.841086531716579,2906.0846303180874
pretrain,175,175,0.9980789524704304,0.9999973910118206,0.9999972243368973,0.31909028079497725,0.3143166940328846,0.31688584868298375,0.11027698953831852,0.11942359983679095,0.11329002595817966,11603.577106916482,15406.801132501796,6093.223671973908,1.232480188354669,917.5328169905406,918.7652891569725,10.15079661184003,3084.7059519486666
pretrain,180,180,0.8251693832722854,0.9997750504650084,0.999750983812592,0.3227556869042404,0.297421166561341,0.3123121914438361,0.12058256315118063,0.13117109496895918,0.12406606885205664,12120.16281527344,15240.470980646573,6268.97105216329,0.38732357712843407,125.58131660145533,125.96864526760808,3.4904223408150243,3167.2287169680358
pretrain,185,185,0.9980326184693169,0.9999999994595011,0.9999999997597459,0.32757127727146595,0.2676412261846877,0.3022084785417766,0.09591858727027844,0.10935100817977984,0.10092411591775995,12020.87794945402,15248.160589594034,6162.078293004846,1.8825359619883184,3442.7089910160794,3444.591672119945,19.04240954225517,3120.853033972168
pretrain,190,190,0.9994448064625372,0.9999999988788604,0.9999999990699139,0.3057029427514447,0.341528965989588,0.3153865125051736,0.07652462172499196,0.0788850755286753,0.0771648306337943,12959.694846566785,14977.991077126208,6330.068761676201,2.614297438313329,18245.870936061267,18248.485441722536,43.35092211523387,3206.0004269179108
pretrain,195,195,0.9970314732660462,0.999999372591441,0.9999992989655931,0.32835796369526804,0.3170644369297813,0.32673462840749146,0.10317305126843018,0.10956993150471327,0.10465727107539789,12947.017824140426,17511.98836999707,6862.885737625853,1.5809898862837584,1630.913077713569,1632.4940223638482,14.015155273933754,3480.8691517755747
pretrain,200,200,0.9997183075507834,0.9999999908688396,0.9999999877233803,0.3296245777620984,0.3171895400562342,0.3248719108341965,0.09823884909867177,0.10369537359807357,0.09904046065921579,13865.0383661687,17405.998375381212,7054.906457649557,4.161835314052986,3136.4937827623576,3140.6556868373723,18.402045708456548,3559.9687076858045
pretrain,205,205,0.9698020779536858,0.9999997063587229,0.9999997944014818,0.32898425445948065,0.28629511117378603,0.31013905139283593,0.11771399881499917,0.13146750351385253,0.12263439067855242,13355.092816640137,14687.62011479722,6418.396972992009,0.559207880627326,561.9844727301329,562.5436810212649,4.901308928335089,3248.3951806073546
pretrain,210,210,0.9964888757698201,0.9998526140715193,0.9998453964634878,0.3175739655538226,0.34539236636874004,0.328377223154195,0.11264976373130504,0.11314479727230103,0.11233293973111698,13261.674009526543,15740.921008403871,6633.609113383051,1.5518542714412809,219.9535193223806,221.50537396623176,8.232151425604465,3351.6609470992685
pretrain,215,215,0.9937632418508016,0.9999946785630484,0.9999945604078883,0.3272042154317743,0.32328981448818334,0.3249193668035699,0.11204954449416746,0.11871862503148192,0.11426997030056027,13951.607400937852,14792.731564255755,6619.582619347591,1.4985861697167309,1709.346196738933,1710.8447930814095,7.691624963555213,3353.725529027665
pretrain,220,220,0.9897816929360975,0.9999991809712663,0.9999990837932237,0.30847171836702997,0.3112403589722482,0.3097992004615007,0.11786208385904137,0.12080181123699177,0.11809003082429476,14816.500161422538,16514.96669782288,7166.256518741331,0.5152366838402418,818.5346046519861,819.0498519247587,6.86482732718333,3629.240408840287
pretrain,225,225,0.9978360361302252,0.999997489923334,0.999997458354455,0.3346259828722491,0.31309248759863256,0.32676461778383215,0.11011051941125763,0.1186363270470541,0.11240124701790204,15280.21859236528,16356.219920964108,7244.023453517027,1.6894355684768336,1197.024763618979,1198.714187881969,7.9284143161089835,3668.3844300475835
pretrain,230,230,0.9826991294336459,0.9999596610585895,0.9999566353550046,0.3208679003784598,0.30918457236184604,0.3191886114863002,0.11876786337433208,0.12367564158630057,0.11957622836978672,15073.77826200918,17534.76834621729,7454.422303273935,0.5947038553146674,253.47332808735092,254.06802477656896,5.099225262137241,3775.4912712141754
pretrain,235,235,0.9953688298472507,0.9999998292046194,0.9999997995214934,0.3272862068290926,0.3085403612649969,0.31559861363898856,0.10496619996786946,0.11370653966981853,0.10841717303756686,15596.080735433447,15283.955223319243,7138.248299347618,1.3409564723602119,1415.61961759235,1416.9606227165996,11.953095028804093,3609.8153781113388
pretrain,240,240,0.9969751683026937,0.9999980179853879,0.9999977515581463,0.31677023408765526,0.2801202439215752,0.2987848271994956,0.10475881440200455,0.11630370469168069,0.1095147361128178,17217.19411540921,17439.99511458606,7954.716551382948,2.0490929590754847,1033.4899622226646,1035.539073541304,13.930193283472322,4025.7432935234783
pretrain,245,245,0.9859600581561928,0.9999977048563717,0.9999975318524866,0.3168225326435282,0.2911316957270049,0.30579768308385213,0.10977659875951706,0.12118190824590604,0.11415632279149049,18008.61693810923,18484.386369059852,8275.753022825558,0.8067312155011372,1247.3857335668488,1248.192505344897,10.507201053578848,4183.799329707611
pretrain,250,250,0.9924528258978984,0.9999988143769306,0.9999988333903058,0.3192530335210978,0.28306679912008337,0.3026554414424867,0.11334523656624104,0.12412409695129617,0.11752011096750005,17685.176261723085,16817.534054892098,7891.3613455078785,1.1509166921074898,391.07101719011024,392.2219378425297,6.877204453786024,3992.9356327757837
pretrain,255,255,0.9986046727717501,0.9999990739800708,0.9999989457814178,0.3153280147559184,0.3011145122424511,0.30885622848246225,0.11245769066388298,0.12163755064917306,0.11528725989397795,18975.246892193616,17583.589364132637,8323.001914681277,1.9304230745892221,916.7346870530579,918.6651299888873,8.901207640264282,4204.144010036278
pretrain,260,260,0.9952028885365941,0.9999997925225707,0.9999997812981671,0.3055056723136558,0.29258623565635783,0.29738146231507695,0.09196734717828682,0.09628487931631338,0.09344391665166529,18688.64872794899,18085.97272766162,8419.782870271594,1.3936155927418385,4702.713289521811,4704.106926838901,25.298725611343876,4259.778426343775
pretrain,265,265,0.9945179675540895,0.9999996466016602,0.9999995969103377,0.2995004541108574,0.28705175268910343,0.29171319386267913,0.10081074485164992,0.10804926923530915,0.10323873421071754,19476.089613924494,17434.393576178998,8331.239881970814,1.6503381292715436,2358.8348370851154,2360.485089780796,18.934371171432243,4226.84903896414
pretrain,270,270,0.9978289590907773,0.9999999318733894,0.9999999211770545,0.3319445215478495,0.30350720082841776,0.3197400135531624,0.09101337785507654,0.09818922959774586,0.09303714629858575,21675.53010182334,18655.64579740295,9187.525207077844,2.0925677510418703,3635.5812432602816,3637.673971496381,23.45283880124198,4630.789179495025
pretrain,275,275,0.9971098593765751,0.9999997597837912,0.9999997316731244,0.30355740804996656,0.28268690043454786,0.29012983185304697,0.09470576009704318,0.10128493440561895,0.09726226129099742,23332.82228891997,19087.52724572033,9620.932796046802,2.4146432898134735,3845.2380499920814,3847.6526105829357,24.364946295795605,4872.339655952287
pretrain,280,280,0.9996204797553518,0.9999986390860108,0.9999986010282496,0.31544529685433176,0.29624879016610156,0.3044028517461753,0.09848005483387863,0.10465173020570352,0.10091318238364538,21079.495190039026,19825.440229991746,9245.644356835937,3.5475202237751917,1656.0950800365338,1659.6425572173964,18.293802682833675,4687.06486863308
pretrain,285,285,0.9984729212185041,0.9999991501163872,0.9999989596506444,0.3213808173766593,0.2925639071742193,0.30428160525141723,0.10435646019205827,0.11309239651964062,0.10801300947435348,22014.473713454376,19858.952242961608,9412.059632372335,3.271035037682932,1128.3081412568993,1131.5791909853021,13.752758682906578,4767.475445319426
pretrain,290,290,0.9995848876017054,0.9999994398564044,0.9999993943577534,0.3066885566463256,0.2723585329440202,0.28444600849147933,0.09644664751034394,0.10690353710105287,0.10176501670033011,23792.823612817334,18453.39762812916,9458.616462703818,4.403119883528067,2079.6350598800786,2084.0381178009393,21.843924890734183,4790.10806444006
pretrain,295,295,0.9982264294421905,0.9999999994151914,0.9999999991546134,0.3085348609086665,0.31734463937530044,0.3102914826883316,0.07168903819716685,0.07397732741141295,0.07242124631275347,25115.89050990414,18684.359321220007,9770.750325148681,2.7998308285519236,18801.3368617297,18804.137222205314,50.358257004108594,4943.559377578115
finetune,0,300,0.9979119379532597,0.9999999088770338,0.9999999048911525,0.5622977563015807,0.49434266979466646,0.565566698935065,0.0051179540526749235,0.007375877166953855,0.005154716423387339,54.87004062586808,13.343348132080562,2.601778648406287,4.454710927085182,26302.275467390336,26306.7306538614,57.545191007576605,-1.3387803368091584
finetune,5,305,0.9963828072550498,0.9999996223070848,0.9999995996855653,0.6252214207978224,0.590320802254665,0.6371439407840951,0.006964193337754611,0.009057444746525072,0.0067688997093253295,39.083453201940266,15.909275016433954,5.189432062257333,3.213017663387515,8993.424369075514,8996.63723171303,34.14287727346017,-0.3278319322228432
finetune,10,310,0.9966788223171497,0.9999997932409023,0.9999997803837083,0.6178357598558654,0.5860681806070004,0.6288610982802161,0.005558268212431207,0.0077477764033865165,0.0056295657768285065,52.76686657835741,15.527334839109304,5.351483404679281,3.445669148881054,12160.196567144372,12163.642434039824,39.41899244658445,-0.28466001082658765
finetune,15,315,0.9964033616250625,0.9999998604960701,0.9999998505271793,0.6243022452135836,0.5988506092198604,0.6381547302935665,0.005528538581529217,0.00784956113148407,0.0056506458096258535,63.15998462750734,15.160520338344414,5.256148396965691,3.0403859107059974,11634.356404409427,11637.396969721261,38.19798220940011,-0.3953208904147148
finetune,20,320,0.9969352783266502,0.9999998790971596,0.9999998704310922,0.6220343251639708,0.5994082694731374,0.6342728332237475,0.005332490632076364,0.007670206915306168,0.005589897247658106,73.28927886088063,14.980084798685452,5.5236627185948555,3.1658045877631644,11705.937398948017,11709.1029585894,38.92136464913132,-0.29957043561935426
finetune,25,325,0.9963835885713936,0.9999999175800367,0.9999999117095323,0.6217812083409614,0.6028360511726719,0.6354365504524749,0.004978041024927547,0.007234740387607769,0.005268120449874755,92.82078416395443,15.38148142503346,5.618020830223923,2.9116626058697177,14113.734239250907,14116.646404534886,41.93803631249056,-0.20761224418878554
finetune,30,330,0.9980544965002162,0.9999999185174346,0.9999999128655656,0.6218152546182498,0.5998145282192464,0.6315432845366,0.0049387655040418095,0.007189539831897912,0.005317847294411131,97.9408355722444,14.718525004901974,6.12956049221586,3.7018911497709435,13897.226544687099,13900.92790643149,42.29888396259511,-0.05266399003267288
finetune,35,335,0.9980473652163472,0.9999999421253032,0.9999999375267588,0.6160325883646559,0.6018384248894492,0.6299826419380993,0.005075296930699533,0.007259940795240734,0.005450169064967708,106.8914505505479,14.649772238344474,5.836573839296599,3.439196347739157,13169.597239180572,13173.036789775917,41.14330242876251,-0.1045827954530716
finetune,40,340,0.9978622404619903,0.9999998523200145,0.9999998400976211,0.6161201094890048,0.6059388321576316,0.6319730455324866,0.0061695480302471906,0.008752700438788064,0.006672721490113198,109.64136211665767,14.3640841443707,6.3701744309390875,3.369757877359263,8138.624135596545,8141.993540432302,33.623340433011535,0.10769189519882202
finetune,45,345,0.9981117817139966,0.9999999139208172,0.9999999059784892,0.6167785852140093,0.6037125593011393,0.6309652335762512,0.005981371255172879,0.008423064752608168,0.006442725648707929,124.06416065056776,14.546548070487763,6.298462477989231,3.2718887603687232,8799.579462522604,8802.851584905258,35.03277632823693,0.10139672718048096
finetune,50,350,0.9980163246541606,0.9999999265318046,0.9999999189026734,0.6147129805745399,0.6011733699876483,0.6273054302103717,0.0060113904388274745,0.008632469043667436,0.006584571668856086,134.3252448990406,14.634530347494906,6.6072592059280195,3.285424943019699,8724.977854318851,8728.263166411072,34.3707930337308,0.18570832471847534
finetune,55,355,0.9982553141281654,0.9999999211490237,0.9999999129956677,0.6110937060179512,0.6020592094685575,0.6273675203064885,0.0063086283518781,0.008905171947735598,0.0068685459357371945,153.75664543584287,14.37594326893432,6.500505011567438,3.2098901993114852,7758.761226344769,7761.971322414643,32.95960788845001,0.1940714821457863
