phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,5.277588532233568e-05,3.672750889377725e-05,8.950339426850074e-05,0.9311046713773428
pretrain,ood,0.0006062484875843493,0.00016267117517998605,0.0007689196637395732,0.9450782169220245
finetune,id,4.695484043834152e-05,3.24756272296314e-05,7.943046762037087e-05,0.007088856073787783
finetune,ood,0.0004668250291263695,0.00016594185793920965,0.0006327668880169427,0.05848720202360104
