phase,source_epoch,epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,ence_aleatoric,ence_epistemic,ence_total,magnitude_aleatoric,magnitude_epistemic,magnitude_total,rmse_e_atom,nll_energy
pretrain,0,0,0.8263976417912146,0.875118883654729,0.8650450982222053,0.2835669582207892,0.44501262604347036,0.3401248050517118,0.3454541461151516,0.25585674731913804,0.30603465798146207,0.8594568021423714,0.29517481952884295,0.895526055351022,0.011665002824896947,0.0036044936721250998,0.015269496491965838,0.046047241554859834,-1.288230524288416
pretrain,5,5,0.33891478502393974,0.32112939118275263,0.33605085086891034,0.4095030583578822,0.23636126229685517,0.39663349478266013,0.28250391142150094,0.4325410549059724,0.2896898102890848,0.4606332555610792,0.6785331114886431,0.6306652214123148,0.0005006304514985095,0.00027925212870416545,0.0007798825800437771,0.014175331559936305,-2.8852937340271474
pretrain,10,10,0.3790811336013859,0.2248283389657671,0.31745934261080133,0.44850094003736957,0.3637563650563872,0.43965335532860145,0.2622755286118802,0.33277486756169194,0.2689446435505614,0.5867393400141668,0.40552287040196605,0.7021472696660275,0.0002845672084642865,0.00013500334493762238,0.0004195705537888716,0.011237755759851156,-3.090546663172245
pretrain,15,15,0.434207791385397,0.23538645827587262,0.42599832737733423,0.43542929844989736,0.3864012679730029,0.4354413179960221,0.26257179371796563,0.3104667090321171,0.2637352795524476,0.5459870496536395,0.3571201007814872,0.6820236126305248,0.00020000146364716783,8.926792343511579e-05,0.00028926938710097604,0.009501632978097647,-3.301261464598179
pretrain,20,20,0.3764257875452092,0.2621172689514473,0.353895507579758,0.45712190675788483,0.3827992132804993,0.4514117699821919,0.2531717181426508,0.312430748672128,0.25579891273720323,0.5916157080190346,0.1923071743249792,0.7192629997185908,0.00020991401512279482,9.344516895468586e-05,0.00030335918432756445,0.00885750156243721,-3.3478597694003582
pretrain,25,25,0.5241826208437949,0.18082317624502509,0.4546149846423969,0.45514698084678057,0.3452067063654006,0.4415564212199954,0.25079190193167095,0.3503258793549467,0.2630606224975264,0.5325453421571484,0.18004662159627888,0.6930839432020677,0.00014178277255223293,7.154216288067801e-05,0.00021332493547120975,0.008268962763421837,-3.4499028834724426
pretrain,30,30,0.4851043267412634,0.23422540470084616,0.45390980991750546,0.4594116225244982,0.41305640604541605,0.4575981477230394,0.24687665207462353,0.2901631947511064,0.24814067982172283,0.542851603496141,0.5773080729309813,0.669841218512575,0.00014638175733980462,5.9194406992537554e-05,0.00020557616441785285,0.00803082187741618,-3.5349722160959245
pretrain,35,35,0.6248210680810333,0.30133373254030654,0.5990580689990213,0.4278963213399395,0.36602256317248655,0.4202063819399943,0.2620120048760979,0.3142946805759805,0.2671239928745252,0.5795834357351456,0.23366289393463777,0.7088127406188007,0.00012345766523221756,5.813803107244951e-05,0.0001815956964029101,0.007480148381090984,-3.5252746956276892
pretrain,40,40,0.6520801105849431,0.12932643790306114,0.5195334148643352,0.4628337504522941,0.37605488777567014,0.45170179434326296,0.2455225696381578,0.332275101686174,0.2588346007240674,0.5113284629600979,0.14915262105230515,0.6995081231830177,0.000103596646051883,6.835576296769887e-05,0.00017195240907331026,0.007185161058406252,-3.601029768886566
pretrain,45,45,0.4613714460763169,0.2707646721155788,0.47126462375929534,0.48218377193384027,0.4106476632805054,0.47579368018286256,0.23592771181290337,0.30274031446836536,0.2421778880207901,0.49491299765030494,0.12045219574898655,0.6814343283630048,0.00010837474950736577,5.4724850028441095e-05,0.00016309959964572044,0.007163522599763449,-3.6444380137062073
pretrain,50,50,0.5540819394564231,0.25743340359128886,0.5484540661964974,0.4582546564277603,0.37953535679825573,0.4454494519905894,0.24510474455558567,0.3110452807613398,0.25442570938179887,0.5249994262887827,0.15111906917316226,0.7155231303003312,0.00010019340489100613,5.600558488611114e-05,0.0001561989898376487,0.006862601019686531,-3.633126433186531
pretrain,55,55,0.6769162824497257,0.38880828055172334,0.7165544854218758,0.4717704107645098,0.3950700544428078,0.46123790353824573,0.23624294971546825,0.3050796464945441,0.24442111560616248,0.5565680402000542,0.10814156884373158,0.710282515100691,0.000100204798500572,5.673697601992672e-05,0.00015694177437726466,0.006976673173266869,-3.6711659755659105
pretrain,60,60,0.048856770265868786,0.2704752936598977,0.050755894592736196,0.4791009624608752,0.4140198227839633,0.4710597216318138,0.23558520522097895,0.2918999485788865,0.24170192844284785,0.5434823711079017,0.0949824657989837,0.7082552009437113,0.0006057069755599241,4.910122077838992e-05,0.0006548081936861126,0.006736522386956777,-3.713587433567047
pretrain,65,65,0.4476308285034562,0.41131956532842817,0.437648055602598,0.46240639038550635,0.3950432623423,0.4526077932590655,0.2416080625788491,0.2997616170052209,0.24916808107568325,0.5903604870833029,0.18261171634836895,0.7438751651587442,0.00023014549233160323,0.00013029758059007236,0.0003604430710293491,0.006875921263185925,-3.676558891880512
pretrain,70,70,0.6631837053267639,0.2755394844846922,0.6413791777748342,0.4700136628499649,0.40172214707502035,0.4598028522627529,0.23742311472205901,0.2950271152701091,0.24406679887701427,0.53915105612675,0.09871899751488535,0.7108745410017279,8.969708797856583e-05,4.951749034811542e-05,0.00013921457835767796,0.006586271409128826,-3.722861317129135
pretrain,75,75,0.6964528985760007,0.3585748437414008,0.6969845955756494,0.40622079206828027,0.3405532575588609,0.3977051772665701,0.2659454668087934,0.3275659532628965,0.27512542429488546,0.36630965061985693,0.11687104641636058,0.6265491607527648,7.311403748066368e-05,4.155887327293272e-05,0.0001146729107858664,0.006577499377453809,-3.734198722190857
