epoch,train_loss,val_loss,train_rmse_e_atom,val_rmse_e_atom
0,-1.2775305582926824,-1.2591389834880828,0.009177531646333394,0.023096872707375087
5,-1.9962272176375755,-1.9125945508480071,0.010672106003567721,0.024133245982299396
10,-1.8433223926104032,-1.7900458216667174,0.008977172090851903,0.022252620645072035
15,-1.6163407013966486,-1.5889067113399507,0.01717276290462175,0.025074854235285455
20,-1.6353035835119394,-1.5989893436431886,0.008799053386454803,0.02264075448148571
25,-1.5587487257443942,-1.527096873521805,0.008823515841625815,0.02271467923648461
30,-1.7490338673958412,-1.7008348286151886,0.009747502769943102,0.023446686255729845
35,-1.9071258838360126,-1.846427309513092,0.00866764588954303,0.022319241798734787
40,-2.00335358106173,-1.9321952641010285,0.009349802489671698,0.02220660070003614
45,-2.0662036519784195,-1.9816211700439452,0.008649891424494155,0.022234525523711655
50,-2.2661525836357703,-2.1411029636859893,0.008564429599718612,0.022177355990673726
55,-1.9042546785794772,-1.8371940732002259,0.010519214505825578,0.023854296315960408
60,-1.9837168592673082,-1.9099804520606996,0.00928116740840477,0.02285551562717646
65,-2.1008941567861115,-2.0070780217647552,0.009377170561353867,0.022902278883300667
70,-2.1831166845101575,-2.0712468206882475,0.009050537318694441,0.022677945003807754
75,-2.346324474994953,-2.1952380359172823,0.008702536506153722,0.022482252373353426
80,-2.6565409146822416,-2.379650092124939,0.008973008520176629,0.02173643128731109
85,-3.0359593712366544,-2.3826769590377808,0.008236089041584037,0.021858454464974097
90,-3.0123165469903213,-2.365992712974548,0.008339925208782281,0.02206316954721997
95,-2.420460569858551,-2.2549849450588226,0.009080576642137914,0.02149426059438111
100,-2.5712978078768804,-2.338883805274963,0.009580646483226539,0.02163570949222244
105,-2.728597244849572,-2.3791328191757204,0.008449721244467873,0.022230994487877437
110,-2.355382766173436,-2.1767809689044952,0.012175938548737856,0.024765886631043958
115,-2.458289073063777,-2.2640823304653166,0.008210692194765954,0.02199745791789156
120,-2.5928847771424515,-2.34173424243927,0.008011565013599826,0.021637870274551874
125,-2.735433400594271,-2.3970857858657837,0.007929471087240072,0.021596579804815864
130,-2.912145656805772,-2.4304503202438354,0.00790517746321588,0.021417776564630373
135,-3.1417378682356616,-2.1499207496643065,0.00863831073625304,0.022407122599497103
140,-3.028023058634538,-2.2961393117904665,0.008730899282883809,0.022514796729127914
145,-3.121535042616037,-2.319419193267822,0.007829485937371823,0.021362958080653496
150,-3.2585228965832638,-2.022824025154114,0.007754097947070271,0.02168051367981139
155,-3.0911646659557634,-2.2942344188690185,0.007884420105554978,0.021868062356110912
160,-3.236696319396679,-2.14577431678772,0.008021210078636947,0.021238096995621777
165,-3.1312033185592063,-1.9577522039413453,0.009764504093250546,0.023296612990659823
170,-3.2462838017023525,-2.151571273803711,0.007655117979193788,0.021501199409437847
175,-3.331367497260754,-1.8917861700057983,0.007680158544844267,0.02133271484103977
180,-3.2416585537103506,-2.1002718210220337,0.00829566111527211,0.02118370436977687
185,-3.267530040557568,-2.0728937149047852,0.007960313084808197,0.02126646997597017
190,-3.2894658299592825,-2.012226963043213,0.007681482650971426,0.02168449512864642
195,-3.300959912630228,-1.8555661678314208,0.008061437023826348,0.02208016110421085
200,-3.383452464067019,-1.7071091651916503,0.00760491325555018,0.021588623110376355
205,-3.3943578931001515,-1.5623404502868652,0.007533259322019463,0.021368657666090134
210,-3.353087061185103,-1.7040563344955444,0.008311475579310768,0.02106244448589401
215,-3.3265812864670385,-1.9122474908828735,0.007591354493227399,0.02122085141798537
220,-3.4103407208736125,-1.606002688407898,0.007504476134630294,0.021373378335825696
225,-3.3767570761533885,-1.799606728553772,0.007520835388954536,0.02142150088511526
230,-3.371324384212494,-1.9310501575469972,0.007538330171601005,0.021530530400390185
235,-3.392603578017308,-1.830048179626465,0.007511578583631321,0.02113530615392191
240,-3.3812042373877307,-1.8018558263778686,0.007623097094877871,0.021035847898232377
245,-3.4815122806108914,-1.4192732095718383,0.007436441546005171,0.021028430012972315
250,-3.384569959457104,-1.6026282787322998,0.007880927921804651,0.021861628720259978
255,-3.368553527501913,-1.808221960067749,0.0074486725060543164,0.02102169123252494
260,-3.491045614389273,-1.2209283351898192,0.00740305204334009,0.021146702364165038
265,-3.406798904675704,-1.6505302906036377,0.007384609647806392,0.021037267633872918
270,-3.4525735369095436,-1.473334050178528,0.007365774351582312,0.020981046918318563
275,-3.4851097868039056,-1.5206446886062621,0.007365963521640049,0.02096371343963848
280,-3.5031700721153847,-1.3157449960708618,0.007362165330491201,0.021067689652291225
285,-3.463860671336834,-1.5975703239440917,0.007473714599347442,0.021205640991272312
290,-3.560773445092715,-1.3075576543807983,0.007313149597467751,0.02085847275368556
295,-3.5296492475729724,-1.5047596931457519,0.0072938708484215214,0.020791952908049582
