epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,nll_energy
0,0.3191306961677265,0.33711206978695524,0.3343115353071756,0.4047138151218526,0.30307858181919983,0.42039445129470976,0.3089759137430541,0.3925477426696216,0.2899296301176233,0.07421676460944115
5,0.8043628375628081,0.8314132943414425,0.8205697996206974,0.4313268123878163,0.34676037744221955,0.4305300272967753,0.25997977781187137,0.34410756114589613,0.2614187514994113,0.003117410663950568
10,0.3254979920461153,0.21584119822629239,0.29951567723484734,0.4562931475196353,0.25847436652088374,0.44669266637278043,0.27015556793409135,0.5005012130376023,0.28555964047656357,-0.020197020172233904
15,0.30105699300538297,0.17878335783373386,0.2757901925934757,0.40220082201903645,0.24093142808690277,0.39067516933879187,0.27263071187499094,0.456807058676242,0.28450488177861555,-0.028372313725403546
20,0.06273214936947567,0.27105239982257706,0.06362763071718965,0.4470485685429901,0.2842142809890621,0.4321827793273082,0.26618461509041313,0.4426469799433883,0.282598943265121,-0.033363901470215195
25,0.45189582966699193,0.38313360543835623,0.4545173183663996,0.457335343273513,0.3521078657333251,0.44445677486770463,0.24175755949723648,0.3524133634223568,0.25126984454927137,-0.045722920291340105
30,0.7652468061872374,0.8011733119183584,0.8074665450208556,0.4142674708974455,0.29260505876252957,0.4098426989734722,0.2438284017762118,0.3745264450653365,0.2515642650072419,-0.040472581856344225
35,0.3983660105806947,0.2465902952019381,0.41027353955345025,0.432211753219726,0.27348420223631414,0.412490909186567,0.2576799871035112,0.4025043527546732,0.27159298880907734,-0.051170938107559905
40,0.377421354620657,0.20571590174502105,0.38508449031429814,0.4989602830730202,0.3168696648737626,0.4700030514424439,0.23129619728163162,0.413277684139403,0.2541696597698198,-0.05356099436891809
45,0.27535231016721073,0.22034110724874975,0.28233054694198156,0.4438042571552294,0.3325398456155456,0.43789343623902227,0.24384630504408616,0.36786333642957786,0.2505643806883417,-0.06075322792864914
50,0.8273904233914324,0.8473799206145832,0.8305421046072572,0.4655620073991495,0.32730734879274365,0.4521473501493058,0.2119435306474815,0.3365875975384433,0.2228976272887317,-0.05995889281704218
55,0.3013514964122384,0.21393743523141254,0.3157733022244943,0.4041244027423071,0.3226709424334006,0.40296991851598557,0.26450818536460324,0.3598295920250354,0.2678683700905057,-0.06385628613651116
60,0.3554764708716963,0.16975096622359886,0.3633467871642873,0.4735435782320225,0.3555466731372103,0.4574294519525444,0.23555502162941655,0.3719298286658496,0.24836154800233684,-0.06782558622827688
65,0.33410674057791206,0.09916816944749617,0.26293125585437266,0.4661577612198377,0.31607558335590924,0.44213034935229806,0.2358010540711096,0.4024857559772936,0.25640454705008225,-0.06535990305181943
70,0.3279484579404234,0.17408885183716935,0.3259986696840893,0.46730342677197734,0.3547752567790038,0.45377453582537114,0.23705443282894564,0.3577635393012266,0.24818194425393209,-0.0698085781551587
75,0.3526266855654626,0.26632878762292966,0.37131708756416154,0.36185571171929043,0.2827063538871249,0.3528889615183682,0.26656467221926067,0.3503263679312815,0.27399929719841787,-0.06432365707363699
80,0.30954524618557205,0.19828734283311625,0.32127498959353146,0.38415966761471554,0.3142773931073081,0.38120780314279806,0.26882089382076624,0.360383463648575,0.2730088480363273,-0.07180006559682325
85,0.34947368597589656,0.20177141435344537,0.3503632300630301,0.45026808413132563,0.34049749954102626,0.43567326001865314,0.2373048246059864,0.35652352536496124,0.24875385452017768,-0.07373948847809626
90,0.37243409347319373,0.1848119193504615,0.36767186012406977,0.4440859781116982,0.30229716333652307,0.4120618918289879,0.24711782352176673,0.39160309987399283,0.27124566021846686,-0.07233185243690414
95,0.3893867119405908,0.18301548814551985,0.392181415542156,0.4536505592700192,0.284184534856854,0.42727184747677327,0.237340898388267,0.4122895352691862,0.26044010967290865,-0.07180010596677784
100,0.3506116604258084,0.25119938291166577,0.3619911228448213,0.4718827433698677,0.3858755880752441,0.4641336003692553,0.23246687908050054,0.32896288469023016,0.23891822226005072,-0.07657738511319717
105,0.3385814642839837,0.2070200035732298,0.34948950492098607,0.43448857337668795,0.3019046946574266,0.4077833172188477,0.24313850478263122,0.3830029835943536,0.26448773571908807,-0.07331184582227489
110,0.22840909934985737,0.26187596472504965,0.2642068846371465,0.46338284773317756,0.3600479968461334,0.4511958973174729,0.23248394307453316,0.3414725475721846,0.241656325811637,-0.0759256595178141
115,0.2390909036744527,0.2094894835654086,0.2549075432307828,0.4535712579095026,0.33933753218875057,0.4377418826123983,0.23615289965205347,0.3528110132922224,0.24923449267206765,-0.07761978033687826
120,0.26026973642126927,0.5904864117725559,0.4100776614745928,0.4791512784117073,0.35267633455903036,0.4574332949105919,0.21579105573607127,0.35377336884581984,0.23459684126114527,-0.07672264617058572
125,0.26682890789455743,0.288547047725153,0.30578507340536537,0.4587922241107558,0.34341992713412933,0.43929397051609825,0.2398775532914485,0.3709203514632163,0.25731438255124195,-0.07701924887420145
130,0.2218417603929907,0.22708450573821334,0.24167862952465594,0.3974705235969274,0.3274590219909788,0.3908185712534419,0.26255050537135177,0.3473162465610463,0.2706439971134232,-0.07858813331350765
135,0.34893097469880785,0.26649092339715175,0.3615173315345013,0.4788016069572318,0.3586707655104467,0.45929931229496496,0.2295197990636038,0.35031854941901075,0.242784122601395,-0.07796464969353885
140,0.29542875785819467,0.20758063798024215,0.30875820768605383,0.48384323685918224,0.39695714368316765,0.4749180756005856,0.22952456287587628,0.32512336841392153,0.23789069860165762,-0.08001702708168872
145,0.2985334171633254,0.2499829086454768,0.32326645859297426,0.4797937806660482,0.3832249384557652,0.4710984588264463,0.23048628285701306,0.3381986854894582,0.24002804328036606,-0.08010188186951232
150,0.29122548450561725,0.22951502566058446,0.30981617595041444,0.47785190960793417,0.40572131845901255,0.475002553292694,0.23094458178908334,0.31227336887944335,0.23437066642847731,-0.08486008828503301
155,0.16969146183443626,0.22434266613542378,0.19498750010714871,0.4309219912827051,0.3566584851378965,0.42790958012822433,0.2517394910064178,0.3454754933501164,0.25645674150330844,-0.080378592795942
160,0.1977758161658096,0.26275264671475906,0.22841143513355683,0.43845588092198146,0.3688898905962504,0.4353987262759444,0.24604343003299356,0.33602552645896233,0.250163416814514,-0.08102387658735462
165,0.2157630391177341,0.2476983184467229,0.2514381231957979,0.48193161353442715,0.39736919732229553,0.4747979935804566,0.23167625830893837,0.32962481816374867,0.2395117500650326,-0.08568441252147331
170,0.2908793585910845,0.22893210478631343,0.30868171006896067,0.4413139182979,0.33288718339356516,0.422666957428619,0.24839573670788956,0.35692645911428966,0.2631881313495059,-0.08104380242626244
175,0.1686675370031321,0.2087489425771166,0.16990614749376481,0.4816055615357873,0.4137953504195154,0.47708987733388736,0.230609483204547,0.3074209988899174,0.2350004268459577,-0.08167151147222099
180,0.19433503059713067,0.22304029579836776,0.21872783554488562,0.46237157372059245,0.38294080446653317,0.4545486236817558,0.2379042092755051,0.32822216672151044,0.24467685292289096,-0.08599137595479137
