epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,nll_energy
0,0.15941808440219712,0.21556746602847454,0.18481324852240702,0.44001958897235277,0.46311622725848806,0.4949885933225023,0.29157776135466584,0.34792259626351835,0.2566545784392717,0.1570335280777514
5,0.6311811325063061,0.6451666051584153,0.6777043893491882,0.6035876824517877,0.4202599800469371,0.5887897344501172,0.15380589887255355,0.41150049027971075,0.16329806501010208,0.06887599557927097
10,0.46399012588774546,0.14407793013922882,0.2650648494828753,0.6130647348540048,0.3830578787118821,0.6056994522442691,0.13882632898142971,0.4622680797507464,0.14638473883870995,0.05905582712554237
15,0.4232456771394004,0.3919336133810497,0.42816382861084296,0.6882995787756636,0.49707056474733247,0.6826634504937067,0.11234026265297034,0.37712203997097465,0.1167661066634316,0.054167113194774304
20,0.20638920781708703,0.8628631052068956,0.7990062391641309,0.6076098001687835,0.47688884778945423,0.6025428677218211,0.12359213734741145,0.30173276432167917,0.12957980272844438,0.040675000248121825
25,0.9295494777413897,0.9996767078472321,0.9997024835200995,0.676528800553162,0.4713714810378798,0.6651883908306079,0.04709282504141179,0.1793318623096925,0.050092656325619725,0.046352531088804744
30,0.9741722942410538,0.9763957077165746,0.9771596392163469,0.6503110622873284,0.5166536469717181,0.6432537547618513,0.07927342218055031,0.23355493879115932,0.08459524426473801,0.0330011936878911
35,0.9772423955844941,0.9848613627266973,0.9863696128300194,0.6515555937825895,0.5002963545190001,0.64925661642623,0.07752791943292295,0.24647720981898538,0.07637205069703075,0.022888386444048125
40,0.983112672864034,0.9849712444282385,0.9855018476082651,0.6408230114035333,0.44690737182809337,0.629240830813895,0.06407560384116197,0.2588904261440241,0.06536190475788098,0.031223967877903186
45,0.9010531929160469,0.9906759134493235,0.9942354554424886,0.6812104408639912,0.5294346495827712,0.6792960866470503,0.05166289749828181,0.1614995945536864,0.04916078152987334,0.028053730318103768
50,0.817307073707737,0.9012521157289917,0.8977261603321611,0.6597645236649073,0.4810989110478967,0.6532674662861644,0.048718789840180125,0.1721845972358581,0.0496101210288092,0.031125645931593025
55,0.387014160474497,0.25634898898357517,0.26821298670751775,0.673033813320126,0.5394149088587235,0.6667842882454762,0.05972931977455821,0.173859189345971,0.05857457593607291,0.03203592086458626
60,0.9888705312088109,0.9757615872401002,0.9775494815340395,0.6662158090477703,0.5082248923266506,0.6567172863824393,0.04264659471948162,0.13558012218878793,0.04212118242473056,0.034542909680282494
65,0.9218859949708336,0.860875298121938,0.8670697737437622,0.6796485808530361,0.4945113175200119,0.6703397559602525,0.03787378255045455,0.1395057198294523,0.03861777588853879,0.03553427370293306
70,0.9786238950585494,0.9938347210121835,0.9950035145275592,0.6906613100290763,0.5272928198078823,0.6752748253128661,0.05320559399739166,0.16718577302145132,0.05258305334574313,0.038938604821181
75,0.26945784102037457,0.22612417516121794,0.23445280137691607,0.6867981062389847,0.5506347990004922,0.6822555417653293,0.04548704521665155,0.13402337426039856,0.042674545689350474,0.03653857045449727
80,0.0827427941329845,0.1607902643862705,0.1494090984596413,0.6551895561329313,0.5318112346049074,0.6501576364492645,0.054396864391258945,0.14551506040116352,0.05418568378283138,0.04497746504769499
85,0.8199971868342771,0.882751401478483,0.8768964804713762,0.699500415114088,0.5800812940400802,0.6902925093204988,0.03643602289259337,0.09275566532200377,0.03781279179170308,0.051062384062766177
90,0.15269976083184772,0.7524539666542112,0.7037193453999935,0.657483455313014,0.545966439358256,0.6494906207190628,0.041051140621885536,0.0965878819115184,0.03866321519599833,0.0353289193049248
95,0.8111518395935267,0.983214929238514,0.9840049949684319,0.6897052303964745,0.5750418630427019,0.6850913237133157,0.03028116261825862,0.08359351132798995,0.030103517706701676,0.04034925404092225
100,0.946634865005941,0.9604350677633628,0.9602116574627326,0.6882423905952386,0.5635674041419133,0.6784180226735603,0.03390475970828326,0.10609966865191608,0.034847147130044304,0.05279148504933996
105,0.6419053436748408,0.7747626937382688,0.7729534636450546,0.6841780675932292,0.5145456594710829,0.6748972487067145,0.030369537390442482,0.10333019187697236,0.02975050421134037,0.033043620576326496
110,0.821487869481788,0.9883525203471891,0.9914415777651956,0.675463771334697,0.570691678114711,0.670459752505457,0.04954053189127315,0.1193283383930776,0.04724914842455265,0.038454244719656396
115,0.7097758979106717,0.9951355887706941,0.9945397016542208,0.6784612242083977,0.5679453233474016,0.6769170185779673,0.027580063656933572,0.07027171110109205,0.026462220673634587,0.05606873669919332
120,0.7845630568091375,0.9985967134507192,0.9984050658694712,0.6862283777426995,0.5745320090617283,0.67770258698376,0.017204081905200796,0.050552805335354355,0.017493821990744913,0.033200865186790204
125,0.7150984497069514,0.95347071455976,0.952761868688003,0.6799526006411246,0.5244296011413252,0.666461392601865,0.035809549541653954,0.10459561962833702,0.036729500036026354,0.07859910883136986
130,0.8342071766303973,0.7842253228023015,0.7907171855230168,0.6508699040715069,0.548776629885185,0.642766317560377,0.03519318010516498,0.08420847571394031,0.033510307968593486,0.039912623364965996
135,0.43615030569854074,0.36743808110737053,0.3714516655024152,0.6891796092834455,0.5530538789693323,0.6835081611145457,0.03879388834496966,0.11353903905250255,0.03784447472189196,0.049254715879881006
140,0.7724860499002264,0.9694686079641627,0.9694994770776162,0.692786541257722,0.5939170431273447,0.6830601948972627,0.012481997513190467,0.03248118882485787,0.012552008729034326,0.04469923210504323
145,0.37664763740521284,0.5467167476224807,0.5391560845237606,0.6703000017636878,0.5880705196696715,0.6673346751145625,0.03360972376131234,0.07696555855749015,0.031431010509345186,0.04123931472529634
150,0.7069345933675938,0.7414691745621032,0.7447883985112836,0.6631234255028242,0.5652529735677722,0.662117228050284,0.02760581725866083,0.066964322212402,0.02622249231498173,0.05610791279836549
155,0.3733450294509745,0.7109514982261421,0.707223331032983,0.6845029641585343,0.5626533188011591,0.6806787667559576,0.021329634561218485,0.05579639091223244,0.01989299136120448,0.05685375873450575
160,0.7345308259756226,0.7960010296535345,0.7966569610668939,0.6771777860594369,0.5790111995863461,0.6731809082060136,0.016477843328663085,0.04413267867087882,0.015298053607578261,0.04282816963243529
165,0.9582798596600379,0.9599681162138232,0.9630361849405875,0.6779089263016345,0.5733201124352204,0.6706374276904586,0.012473403649869,0.032314174035307515,0.012017211714115574,0.06318444916793665
