metric,uncertainty_type,value,value_mean,value_std,value_ci95_low,value_ci95_high,value_n,value_geometric_mean,value_geometric_ci95_low,value_geometric_ci95_high,value_geometric_n
ause,aleatoric,0.10989175467995668,0.10989175467995668,0.004805126184949996,0.10392635898374179,0.11585715037617157,5,0.10980705791393366,0.10397024174075756,0.11597154883777927,5
ause,epistemic,0.16280030168372722,0.16280030168372722,0.00578252090827882,0.15562150470487576,0.16997909866257868,5,0.16271715381436164,0.15563450921695957,0.17012211673785668,5
ause,total,0.1093047259506236,0.1093047259506236,0.004889143095116269,0.10323502620597706,0.11537442569527014,5,0.10921618776294224,0.10326245632161868,0.11551318934656227,5
ence,aleatoric,5.392093705421376,5.392093705421376,0.6001020527637392,4.647088045828321,6.13709936501443,5,5.3629662111222896,4.626494705704395,6.2166734020417245,5
ence,epistemic,15.895602733828184,15.895602733828184,1.0649657492869153,14.573485092607791,17.21772037504858,5,15.86728560628105,14.607280133409558,17.23597755446939,5
ence,total,2.7160660483048735,2.7160660483048735,0.27266806748728567,2.3775582019597703,3.0545738946499768,5,2.704224320661259,2.368928791943541,3.086977203082655,5
rmse,ensemble,0.062119491564508224,0.062119491564508224,0.002064819704023139,0.05955609029225474,0.06468289283676171,5,0.06209197933106903,0.05957750826942778,0.06471257374199907,5
spearman,aleatoric,0.6870324613692376,0.6870324613692376,0.007524382560056991,0.6776912042174432,0.6963737185210319,5,0.68699932092305,0.6776843365727496,0.6964423426629782,5
spearman,epistemic,0.6327084956404777,0.6327084956404777,0.008594476771585677,0.622038754041388,0.6433782372395674,5,0.6326614556260304,0.6220239899177437,0.6434808366278253,5
spearman,total,0.6888965523751052,0.6888965523751052,0.007158833801826184,0.6800091111909199,0.6977839935592904,5,0.6888665930288079,0.6799917899838006,0.6978572241326945,5
