epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,nll_energy
0,0.33623938703875944,0.3880166384604527,0.36069040799051666,0.40740543731431866,0.29468650078857356,0.4200597972212578,0.300629743617138,0.3854569520731915,0.28205334476849075,0.0731479720989801
5,0.8153616735393805,0.8687324844758314,0.8430838723515659,0.42350710031244543,0.34215856741055567,0.42382798391997145,0.25054100129538426,0.3237925866412986,0.24958261379409669,0.003644356697124814
10,0.3363149711138873,0.25727478811122606,0.3218615627089192,0.4484390693525346,0.25199364742278985,0.43789924360545357,0.2733060338262632,0.497666530644735,0.2894343032590464,-0.020514158244461806
15,0.33554784550669225,0.20424081203266972,0.30470429745893146,0.3790862629145746,0.22456408574496436,0.364710438411127,0.2830101628606513,0.4400280590576322,0.2938532278670031,-0.02876629962658451
20,0.10977448593787768,0.26804363364104994,0.1104492542623287,0.4268746881122791,0.25484034430189895,0.40906079480386753,0.2702642640851558,0.4459158979166088,0.2875842074921347,-0.03346016202555593
25,0.5648376825228917,0.4706925283599069,0.5503585975695959,0.42850797837169535,0.32107804480695834,0.41618132927997364,0.2481080698060166,0.35310375742979494,0.2555284764528033,-0.04691860587419944
30,0.8699598759166813,0.8922118551366552,0.8949295975620287,0.39025044508860907,0.2778917330151963,0.3889218337248534,0.23237288063145511,0.35568500795979635,0.2393081269432772,-0.04092891700788427
35,0.579173796327415,0.3216339797786359,0.583694934236523,0.39264094653972115,0.24108339788620253,0.373902206873018,0.2760502779158941,0.4126496149421375,0.28860589355872684,-0.052974837949533275
40,0.6158929348786173,0.1813620170879929,0.5594000578534895,0.4681563477137717,0.2843023307714499,0.44025308748464087,0.2457255791823232,0.43959133468973566,0.26882853190264033,-0.05570865550779332
45,0.5250039417119935,0.23824309634575763,0.5037696306299094,0.3956282659685544,0.280032781335253,0.3887129379056865,0.26333356297073884,0.3792896241989164,0.2708674608482891,-0.06360416642175055
50,0.8823998700232116,0.9268461230053936,0.8880048036063394,0.4275973168516329,0.27444922971710023,0.41126512129746484,0.1922033326191811,0.3082409441263301,0.20349220576595822,-0.0621528966865841
55,0.6889357416978431,0.20154488857508768,0.6231590425536733,0.33233646734287775,0.2596262335147272,0.3323400346426317,0.29948944098468266,0.39508839082825675,0.30094134582074844,-0.06732551118954008
60,0.6932797333685412,0.18513153443000321,0.6430187250188507,0.43047077386172866,0.30097947438099776,0.41129569969881846,0.2551884340216431,0.3941227495068642,0.2705857792158607,-0.0715991952227702
65,0.6998924743586885,0.11237599256479826,0.4808316776540148,0.4149709724958078,0.2662960484584103,0.3931466933766255,0.2579055190905366,0.41557413650184616,0.2763747176318688,-0.06884248237955995
70,0.7174474424112903,0.20857213851966286,0.5840336175055313,0.41818771531698923,0.2948544503096582,0.402969782949597,0.2539938583318211,0.3841720925944655,0.2672318490415259,-0.07443800003548906
75,0.7592227856327618,0.30180331755064954,0.7351516795615245,0.26383336824279546,0.20100978857147153,0.2564740887477865,0.31197292217843053,0.38239493908017796,0.3195221471255961,-0.06836325813717001
80,0.7683923045263502,0.1985492461410917,0.7133653182886559,0.29002043544083755,0.2253563964160423,0.2861043659296413,0.31257523511840857,0.3904460673250898,0.3168807275752108,-0.07719764518170434
85,0.7965129800248587,0.18431743280147622,0.7043471364664211,0.3731917171576446,0.2660875716237304,0.3586774841691356,0.2647325347598207,0.36712675525556704,0.27704035682006456,-0.07960676862222223
90,0.8004044518389668,0.15893815044039725,0.7215351377961893,0.3822434227577757,0.2305430908324728,0.3474324764526213,0.2782653123141048,0.4250745947691929,0.30427544649580757,-0.07789676004417764
95,0.8428723212696524,0.21383604960610764,0.7736219290434503,0.3856682746327685,0.2180015213920685,0.3638758483530986,0.2620345776616423,0.43044599335395883,0.28038377473131854,-0.07765927468997852
100,0.7809281044366015,0.24874474705729763,0.7436172222400269,0.4032702001657986,0.3119658326019376,0.39357098099263127,0.25694226153892546,0.3679276352230302,0.26501653751553,-0.08347994967197227
105,0.7512960263329643,0.19910758272441104,0.7231798570515765,0.34737182086769774,0.21131763614220228,0.3184289504824813,0.27882926079997755,0.40822935490565604,0.3011545930583288,-0.0793146537712987
110,0.8732344060095265,0.3664243345556897,0.8354271211580052,0.38081650506892634,0.2813394815540255,0.37130105873756125,0.25403573520948497,0.35050778964532125,0.2631863960223425,-0.08264196504509022
115,0.8269021058536278,0.22154496924274436,0.7794878585986872,0.37102052144412734,0.2328652341302361,0.3486224689339759,0.26928836354952546,0.39684396580151826,0.286618931124378,-0.08529064435957825
120,0.40426066068385624,0.8000224087621564,0.618336312959874,0.39549210599132684,0.25244220246135574,0.368556707909574,0.20459432710323633,0.31653470044515875,0.21989521951442928,-0.08315938835167766
125,0.8165953120489484,0.3202097801613959,0.7802406117297779,0.3761049962724411,0.25576670405095564,0.35849151169996724,0.265770895875052,0.3901126716458585,0.28014067357712263,-0.08528804706442501
130,0.7428551331876787,0.20179743168937964,0.7062713981120593,0.2556452758048603,0.19827634726574775,0.2501145396447028,0.3291867094618781,0.40083122849989994,0.3357724749497094,-0.08725178248573986
135,0.8378174425775505,0.3254310919815379,0.7871118741513481,0.391890959795689,0.256099209164789,0.36983326276035333,0.250979149516386,0.3659409266509417,0.26404256473435517,-0.08639888340128135
140,0.7458677176650718,0.18746392107607965,0.6417527366472321,0.4019177457724896,0.2999636416797124,0.3890784582175013,0.2534082463988063,0.3578387287820709,0.263522383247302,-0.0887377812115669
145,0.7654069386642112,0.28244054154699744,0.7280356916421928,0.40620450796288593,0.2876029035543439,0.3880936897202048,0.25002911026412566,0.3667970682645655,0.2638661763077887,-0.08862864486651183
150,0.791287394598328,0.21943239125176223,0.7665328134542577,0.3933444561021726,0.30599083090182866,0.3860081650581412,0.25983665120329824,0.350563368023994,0.2668483779294316,-0.09653512429474896
155,0.8640987880425997,0.22061081008034014,0.8182797160357353,0.33781255261955817,0.2314947470221904,0.3236544632095134,0.28107849488260084,0.37818595145171713,0.29114285153732083,-0.09075704646656801
160,0.766635147882182,0.34949010023868704,0.7418438508722107,0.3146016728506276,0.2631171504183216,0.32033030853881334,0.2929291673802269,0.36087521083123486,0.29190385994966633,-0.09102496967207407
165,0.8687589118453826,0.28109843085030184,0.8279418028633722,0.3863717727245098,0.27632208684533865,0.37192002449229145,0.25697101005568757,0.3712467281829752,0.26914204130825103,-0.09800514369281184
170,0.8248266326506298,0.18057006226289005,0.774011038077051,0.3302284679142113,0.18645736973436802,0.2988388026461116,0.2884871661091874,0.4383089875020626,0.3098084800872011,-0.09156256420368478
175,0.2974277358122179,0.3480933797928669,0.2993334244322214,0.39044650938473824,0.311638098327477,0.382868393542083,0.23485492445353007,0.30447106268164514,0.24025190057372947,-0.09158954612952228
180,0.8629968228510297,0.32039492727432267,0.8433910986897382,0.34738325836613493,0.2275265877616097,0.32611106696079817,0.27150584126068994,0.38949740537672206,0.2856223977499791,-0.09962970019684163
