epoch,loader,config_index,num_atoms,ref_energy,pred_energy,error,sq_error,aleatoric_var,epistemic_var,total_var,aleatoric_var_raw,epistemic_var_raw,total_var_raw
197,Default_Default,32,15,-31.398720809066667,-31.39906121317889,-0.0003404041122223589,1.158749596178923e-07,6.341812865285387e-07,1.8292549897302366e-07,3.2451775788424e-07,1.2958212684582603e-06,2.978446903408139e-07,1.5936659587990742e-06
197,Default_Default,33,29,-27.540221007241378,-27.54003370514928,0.0001873020920974966,3.50820737040991e-08,1.641077132526761e-07,2.195571266479381e-07,1.2739843537234147e-07,6.457466130895155e-07,3.2030161486540007e-07,9.660482279549156e-07
197,Default_Default,34,13,-27.50428913176923,-27.50332444053089,0.0009646912383409756,9.30629185331845e-07,1.1667677584209041e-06,4.805571784020579e-07,7.546051717622994e-07,1.638808242014837e-06,6.535624983491834e-07,2.2923707403640205e-06
197,Default_Default,35,21,-21.59869693404762,-21.598536358354405,0.00016057569321503706,2.57845532514897e-08,2.1552269350711226e-07,2.3044137458018729e-07,2.0528465489607257e-07,8.133484085649075e-07,4.305782534600059e-07,1.2439266620249134e-06
197,Default_Default,36,17,-24.81030874352941,-24.810134932225356,0.00017381130405524914,3.0210369417386264e-08,2.7916758539901155e-07,1.8292549897302366e-07,2.748175754278456e-07,1.0526696740877346e-06,2.96876547507875e-07,1.3495462215956097e-06
197,Default_Default,37,17,-31.352299343816895,-31.35251729491553,-0.00021795109863376183,4.750268139566378e-08,1.641077132526761e-07,2.75186149793155e-07,1.4551977736998717e-07,6.665200677572211e-07,4.602729939380502e-07,1.1267930616952714e-06
197,Default_Default,38,20,-29.4737526418,-29.4739057320268,-0.00015309022679943496,2.3436617541502433e-08,2.6617641837046547e-07,2.3044137458018729e-07,3.2451775788424e-07,1.0287375411518128e-06,3.5668251652960196e-07,1.3854200576814148e-06
197,Default_Default,39,28,-22.304827137677652,-22.305029301611548,-0.00020216393389560494,4.0870256168146526e-08,1.641077132526761e-07,2.3044137458018729e-07,1.3402221104668203e-07,6.470898576135976e-07,3.676497287698086e-07,1.014739586383406e-06
197,Default_Default,40,30,-23.89574995528681,-23.896426912931847,-0.0006769576450373904,4.5827165317456947e-07,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.171495257025701e-07,1.6823280852101032e-07,6.853823342235804e-07
197,Default_Default,41,22,-24.07793414390909,-24.077767640916708,0.00016650299238207822,2.7723246472186396e-08,2.1552269350711226e-07,2.3044137458018729e-07,2.023541766059904e-07,7.874618163013167e-07,3.751577034945446e-07,1.1626195197958612e-06
197,Default_Default,42,6,-50.286363564689395,-50.28687937377288,-0.0005158090834811446,2.660590106016584e-07,6.341812865285387e-07,2.75186149793155e-07,4.221477100517373e-07,1.3155382756664485e-06,4.5895054947304953e-07,1.774488825139498e-06
197,Default_Default,43,30,-19.2090558512,-19.208781265097446,0.0002745861025523766,7.539752771490427e-08,1.641077132526761e-07,2.75186149793155e-07,1.4551977736998717e-07,6.570686739584481e-07,4.5365235837026205e-07,1.11072103232871e-06
197,Default_Default,44,34,-22.493689196626914,-22.493897210750454,-0.00020801412354032323,4.326987559224885e-08,1.0200457864904703e-07,2.3044137458018729e-07,1.2739843537234147e-07,4.886959454521766e-07,3.9285735680016045e-07,8.81553302252337e-07
197,Default_Default,45,25,-25.22315292016,-25.222851306637338,0.0003016135226623362,9.097071705278359e-08,1.641077132526761e-07,4.805571784020579e-07,3.2451775788424e-07,7.054670310611308e-07,6.733944629892056e-07,1.3788614940503365e-06
197,Default_Default,46,6,-36.68162535656595,-36.680987303944,0.0006380526219516014,4.071111483793132e-07,1.7551119629417926e-06,9.430648456694888e-07,1.1370054026929998e-06,2.5588274599599083e-06,1.1339613262067086e-06,3.6927887861666167e-06
197,Default_Default,47,15,-31.56534899613333,-31.57472006252741,-0.009371066394077587,8.781688536221032e-05,3.747932687104752e-05,1.9011761649332844e-06,3.899392046914225e-05,7.198386009590604e-05,2.7926732603283146e-06,7.477653335623436e-05
197,Default_Default,48,19,-15.26813407159532,-15.268120150733886,1.3920861434257858e-05,1.9379038307180776e-10,1.641077132526761e-07,2.3044137458018729e-07,1.3402221104668203e-07,7.356399942518617e-07,3.2719968861381195e-07,1.0628396828656736e-06
197,Default_Default,49,49,-15.817202884510204,-15.817294002415931,-9.111790572724487e-05,8.302472744119085e-09,1.0052181832781384e-07,2.3044137458018729e-07,1.2739843537234147e-07,4.1493761525760613e-07,3.396941107215721e-07,7.546317259791783e-07
197,Default_Default,50,6,-13.089438554766666,-13.09006671906601,-0.0006281642993446468,3.9459038697115103e-07,6.341812865285387e-07,9.430648456694888e-07,7.546051717622994e-07,1.3979072113637096e-06,1.054677733019063e-06,2.4525849443827725e-06
197,Default_Default,51,18,-33.58424663128284,-33.58383016031822,0.00041647096461616684,1.734480643683205e-07,2.6617641837046547e-07,4.805571784020579e-07,5.580019867585311e-07,9.944262545601729e-07,8.921188160644713e-07,1.8865450706246443e-06
197,Default_Default,52,33,-22.53783295528166,-22.538091116458478,-0.00025816117681642936,6.664719321524371e-08,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.401171735468697e-07,2.2089233372969997e-07,7.610095072765697e-07
197,Default_Default,53,40,-18.18777203214828,-18.188022272753546,-0.00025024060526490643,6.262036052334671e-08,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.75722266788029e-07,2.8499032592746706e-07,8.60712592715496e-07
197,Default_Default,54,21,-25.465320812047622,-25.464885536794387,0.00043527525323483474,1.894645460786495e-07,2.1552269350711226e-07,1.8292549897302366e-07,2.023541766059904e-07,9.607000816962934e-07,2.082281876911194e-07,1.1689282693874129e-06
197,Default_Default,55,30,-24.463642690314934,-24.463462895269455,0.00017979504547938063,3.232625837893255e-08,2.1552269350711226e-07,1.8292549897302366e-07,1.3402221104668203e-07,7.893975746064518e-07,2.607906941739468e-07,1.0501882687803985e-06
197,Default_Default,56,48,-24.953065225104414,-24.953445715152437,-0.00038049004802331865,1.4477267664478733e-07,1.0052181832781384e-07,2.3044137458018729e-07,1.2739843537234147e-07,3.922665479756724e-07,3.9938341515755736e-07,7.916499631332298e-07
197,Default_Default,57,9,-31.54527603411111,-31.546032443464647,-0.000756409353535048,5.721551101153092e-07,1.1667677584209041e-06,1.528928581101894e-07,4.221477100517373e-07,1.6282311432118706e-06,5.979427350800034e-08,1.688025416719871e-06
197,Default_Default,58,23,-28.94702501028034,-28.946650582755005,0.00037442752533323187,1.4019597172716799e-07,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.943833625646245e-07,1.8212267842236596e-07,7.765060409869905e-07
197,Default_Default,59,27,-17.70855638290544,-17.709117040658704,-0.0005606577532653034,3.1433711629649786e-07,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.377405733920915e-07,2.401031873017155e-07,7.77843760693807e-07
197,Default_Default,60,21,-26.57549202908551,-26.575526432356735,-3.440327122561371e-05,1.1835850710231401e-09,1.641077132526761e-07,1.8292549897302366e-07,1.2739843537234147e-07,7.077535238995175e-07,2.1720918662487998e-07,9.249627105243975e-07
197,Default_Default,61,27,-23.096189544619047,-23.096112313680724,7.723093832368022e-05,5.964617834356098e-09,1.0200457864904703e-07,4.805571784020579e-07,2.023541766059904e-07,5.720444388612036e-07,6.178490315484523e-07,1.189893470409656e-06
197,Default_Default,62,17,-25.770940010941178,-25.77082004403786,0.00011996690331983473,1.4392057892150573e-08,2.1552269350711226e-07,2.3044137458018729e-07,2.0528465489607257e-07,9.397983441387421e-07,3.2430346628274985e-07,1.264101810421492e-06
197,Default_Default,63,17,-19.953380209411765,-19.952932308495715,0.0004479009160505143,2.0061523059888987e-07,2.1552269350711226e-07,2.3044137458018729e-07,2.0528465489607257e-07,8.571088520055534e-07,3.9456890607735467e-07,1.251677758082908e-06
197,Default_Default,64,19,-24.255721361347675,-24.25551595201003,0.00020540933764578995,4.219299599208214e-08,2.6617641837046547e-07,1.8292549897302366e-07,2.023541766059904e-07,9.869655672344803e-07,2.1247189658518612e-07,1.1994374638196663e-06
197,Default_Default,65,28,-26.442682753999538,-26.442796213260756,-0.00011345926121819616,1.2873003956178871e-08,2.1552269350711226e-07,1.8292549897302366e-07,1.2739843537234147e-07,8.086001097083755e-07,1.684859072307788e-07,9.770860169391544e-07
197,Default_Default,66,8,-41.666214573125,-41.66651012788861,-0.0002955547636034339,8.73526182886817e-08,6.341812865285387e-07,9.430648456694888e-07,1.1035575820785583e-06,1.4412187816885892e-06,1.2239544851737087e-06,2.665173266862298e-06
197,Default_Default,67,27,-28.156019224764023,-28.15707982107696,-0.0010605963129357576,1.1248645390129234e-06,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.30496082047968e-07,1.64091181586599e-07,6.94587263634567e-07
197,Default_Default,68,22,-20.658485612,-20.65851200146519,-2.638946519084584e-05,6.964038730588642e-10,2.1552269350711226e-07,2.3044137458018729e-07,2.0528465489607257e-07,9.306439870073897e-07,3.381244043243625e-07,1.2687683913317521e-06
197,Default_Default,69,34,-21.493604003735292,-21.493507563613846,9.644012144605085e-05,9.300697024529038e-09,1.641077132526761e-07,1.8292549897302366e-07,1.2739843537234147e-07,6.466070955417606e-07,2.442678052510098e-07,8.908749007927703e-07
197,Default_Default,70,27,-19.714080323631883,-19.71411640510536,-3.608147347833324e-05,1.3018727283676649e-09,1.568153033008524e-07,2.3044137458018729e-07,1.2739843537234147e-07,6.179077518531432e-07,3.4391567689879027e-07,9.618234287519335e-07
197,Default_Default,71,25,-25.57057805325554,-25.570881443420866,-0.00030339016532465735,9.204559241572292e-08,1.641077132526761e-07,2.195571266479381e-07,1.3402221104668203e-07,7.262970133122895e-07,3.1570795678345583e-07,1.0420049700957454e-06
197,Default_Default,72,14,-43.28731423478571,-43.286990829752945,0.0003234050327662885,1.0459081521856415e-07,1.641077132526761e-07,2.3044137458018729e-07,1.3402221104668203e-07,7.34436621096573e-07,3.271367508363836e-07,1.0615733719329566e-06
197,Default_Default,73,26,-26.468211755538462,-26.467512846066253,0.000698909472209408,4.884744503440333e-07,1.641077132526761e-07,2.3044137458018729e-07,1.3402221104668203e-07,6.580252084805652e-07,3.7436933515003056e-07,1.0323945436305958e-06
197,Default_Default,74,13,-34.21515342325298,-34.21367065421448,0.0014827690384962011,2.198604021522949e-06,1.7551119629417926e-06,5.1197317006469075e-06,1.6699481284654302e-06,3.126429165799765e-06,3.1052768784951737e-06,6.231706044294939e-06
197,Default_Default,75,26,-16.29609399976923,-16.296035466472585,5.8533296645180144e-05,3.426146816152657e-09,6.341812865285387e-07,2.3044137458018729e-07,4.221477100517373e-07,1.3086113449359262e-06,3.388146911962082e-07,1.6474260361321345e-06
197,Default_Default,76,6,-22.117643125166666,-22.11706635821207,0.0005767669545946319,3.3266011991236616e-07,6.341812865285387e-07,2.75186149793155e-07,4.221477100517373e-07,1.2856351306989845e-06,4.87749656084451e-07,1.7733847867834355e-06
197,Default_Default,77,15,-39.69097639876789,-39.69082774869931,0.00014865006857434082,2.2096842887156228e-08,1.641077132526761e-07,9.430648456694888e-07,4.221477100517373e-07,6.938520158076214e-07,9.866558709692965e-07,1.680507886776918e-06
197,Default_Default,78,21,-23.403744152857143,-23.40403951248234,-0.0002953596251948909,8.723730819526643e-08,6.341812865285387e-07,1.8292549897302366e-07,2.0528465489607257e-07,1.1384110193941882e-06,9.198922463442648e-08,1.2304002440286146e-06
197,Default_Default,79,19,-30.155230090999996,-30.155773481317258,-0.0005433903172615828,2.9527303689364366e-07,2.6617641837046547e-07,1.8292549897302366e-07,2.0528465489607257e-07,9.773705715066168e-07,2.2777820401674025e-07,1.205148775523357e-06
197,Default_Default,80,36,-21.51764758324817,-21.517639498882986,8.084365184402031e-06,6.53569604347717e-11,1.0200457864904703e-07,3.1438462219908585e-07,2.023541766059904e-07,5.637226097505943e-07,5.937018128444834e-07,1.1574244225950777e-06
197,Default_Default,81,14,-35.92671516264286,-35.927579599404005,-0.000864436761148113,7.472509140242397e-07,6.341812865285387e-07,4.805571784020579e-07,4.6369405651757566e-07,1.13706429420918e-06,6.961489964239914e-07,1.8332132906331713e-06
197,Default_Default,82,15,-33.60896808438283,-33.609056867656975,-8.87832741440775e-05,7.88246976774242e-09,2.1552269350711226e-07,1.8292549897302366e-07,1.3402221104668203e-07,8.408464206975255e-07,1.7529671284271165e-07,1.0161431335402372e-06
197,Default_Default,83,11,-32.39084116445454,-32.38980849820998,0.0010326662445621082,1.0663995726580078e-06,6.341812865285387e-07,1.8292549897302366e-07,3.2451775788424e-07,1.2625072611978162e-06,2.0706738647957868e-07,1.469574647677395e-06
197,Default_Default,84,7,-37.972278535142856,-37.97229349841552,-1.4963272661816518e-05,2.238995287518656e-10,6.341812865285387e-07,1.8292549897302366e-07,3.2451775788424e-07,1.420018895620001e-06,1.2021960475242796e-07,1.540238500372429e-06
197,Default_Default,85,27,-20.01683738048148,-20.016947500384866,-0.00011011990338616329,1.2126393121777937e-08,2.1552269350711226e-07,1.8292549897302366e-07,1.4551977736998717e-07,8.867853042784938e-07,2.1211822333146542e-07,1.0989035276099592e-06
197,Default_Default,86,25,-24.73590223030801,-24.735722215625195,0.0001800146828152549,3.240528602907683e-08,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.433061527400866e-07,2.0479434849369622e-07,7.481005012337828e-07
197,Default_Default,87,9,-34.82992691488889,-34.830117803648676,-0.0001908887597892317,3.6438518613871e-08,6.341812865285387e-07,1.8292549897302366e-07,3.2451775788424e-07,1.3552124514457012e-06,2.387406842510138e-07,1.593953135696715e-06
197,Default_Default,88,7,-18.98805838462143,-18.988094123124224,-3.5738502795368277e-05,1.2772405820545462e-09,2.1552269350711226e-07,1.8292549897302366e-07,1.3402221104668203e-07,9.199668706459982e-07,1.1261494954640214e-07,1.0325818201924003e-06
197,Default_Default,89,40,-16.424912692086195,-16.425217879547297,-0.00030518746110175243,9.313938641373365e-08,1.0052181832781384e-07,1.8292549897302366e-07,5.142410792590517e-08,3.9298878772078435e-07,2.3494083824366783e-07,6.279296259644522e-07
197,Default_Default,90,35,-19.739898752768614,-19.739905191153156,-6.438384541951336e-06,4.145279551003792e-11,1.0200457864904703e-07,1.8292549897302366e-07,6.625620437713464e-08,5.257186534457495e-07,1.4686736021704327e-07,6.725860136627928e-07
197,Default_Default,91,10,-30.1263526,-30.127132633085022,-0.0007800330850216142,6.084516137283367e-07,6.341812865285387e-07,6.069004202962841e-07,7.546051717622994e-07,1.3798007732786263e-06,9.701629958349523e-07,2.3499637691135784e-06
197,Default_Default,92,22,-32.71619329697417,-32.71564395935023,0.0005493376239371628,3.0177182507292767e-07,1.641077132526761e-07,2.3044137458018729e-07,1.3402221104668203e-07,6.95934991836633e-07,3.271911499414802e-07,1.0231261417781131e-06
197,Default_Default,93,25,-23.73983571752,-23.739165535688485,0.000670181831512906,4.491436872899931e-07,2.1552269350711226e-07,1.8292549897302366e-07,1.2739843537234147e-07,8.374290282674066e-07,9.852073445647904e-08,9.359497627238856e-07
197,Default_Default,94,16,-27.39924680293255,-27.39901524177837,0.0002315611541803264,5.36205681253249e-08,2.1552269350711226e-07,2.3044137458018729e-07,1.3402221104668203e-07,7.582159076180654e-07,3.2511621990613074e-07,1.0833321275241961e-06
197,Default_Default,95,21,-31.281250892865575,-31.281271900291273,-2.100742569766112e-05,4.4131193444275276e-10,1.0200457864904703e-07,2.75186149793155e-07,1.4551977736998717e-07,5.868603978130835e-07,5.157159040023596e-07,1.102576301815443e-06
197,Default_Default,96,6,-49.800933682,-49.80002842657753,0.0009052554224666665,8.194873799053028e-07,1.1788195712887747e-06,6.069004202962841e-07,1.1370054026929998e-06,2.041852931762265e-06,9.113936611214923e-07,2.9532465928837573e-06
197,Default_Default,97,14,-38.64275733931951,-38.64243054710976,0.0003267922097478504,1.0679314835188305e-07,1.641077132526761e-07,2.75186149793155e-07,2.0528465489607257e-07,6.769279643025702e-07,5.551432484486881e-07,1.2320712127512583e-06
197,Default_Default,98,11,-22.485521917583146,-22.48573867732972,-0.00021675974657497932,4.6984787735249257e-08,1.641077132526761e-07,1.8292549897302366e-07,1.2739843537234147e-07,6.924211037409541e-07,2.2711015297745463e-07,9.195312567184087e-07
197,Default_Default,99,24,-27.076488525863997,-27.076182684713526,0.0003058411504710534,9.353880932145754e-08,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,5.246468840329019e-07,1.9769075935882634e-07,7.223376433917282e-07
197,Default_Default,100,20,-28.23692509027311,-28.237182974024126,-0.00025788375101498673,6.650402903755967e-08,1.641077132526761e-07,1.8292549897302366e-07,1.2739843537234147e-07,6.643629017073e-07,2.715031347506034e-07,9.358660364579033e-07
197,Default_Default,101,17,-19.17707745651604,-19.176864655222992,0.0002128012930491252,4.5284390323379665e-08,1.641077132526761e-07,1.8292549897302366e-07,1.3402221104668203e-07,7.251006419793052e-07,2.8076642023415175e-07,1.005867062213457e-06
197,Default_Default,102,40,-25.55609025425,-25.556127872679447,-3.761842944527416e-05,1.4151462339290698e-09,1.0200457864904703e-07,1.8292549897302366e-07,1.2739843537234147e-07,4.921227316156483e-07,2.475867724039396e-07,7.397095040195879e-07
197,Default_Default,103,14,-43.66753840270338,-43.66780404271716,-0.000265640013779489,7.056461692076709e-08,2.125149172043285e-07,4.805571784020579e-07,3.2451775788424e-07,7.530749065681371e-07,7.629940377387176e-07,1.5160689443068548e-06
197,Default_Default,104,14,-37.631208155549984,-37.632199330653066,-0.000991175103081332,9.824280849682892e-07,2.6617641837046547e-07,1.8292549897302366e-07,1.484944554929427e-07,1.0260965419760243e-06,1.2177268166310993e-07,1.1478692236391341e-06
197,Default_Default,105,16,-34.365389801,-34.365370949289776,1.8851710223088958e-05,3.5538697833531674e-10,2.6617641837046547e-07,2.75186149793155e-07,3.2451775788424e-07,1.0474083687152441e-06,4.522981955689996e-07,1.4997065642842438e-06
197,Default_Default,106,23,-30.225694293485326,-30.22582032018271,-0.00012602669738370764,1.5882728453444623e-08,1.641077132526761e-07,2.195571266479381e-07,1.2739843537234147e-07,6.616465916921445e-07,3.162784124506397e-07,9.779250041427842e-07
197,Default_Default,107,13,-37.96146108630769,-37.96100085599761,0.0004602303100824656,2.1181193831860245e-07,6.341812865285387e-07,1.8292549897302366e-07,4.221477100517373e-07,1.4814520979921544e-06,2.7407085247944324e-07,1.7555229504715977e-06
197,Default_Default,108,22,-32.36873821301402,-32.36881218177022,-7.396875619747334e-05,5.47137689340125e-09,1.641077132526761e-07,4.805571784020579e-07,3.2451775788424e-07,7.203243760919275e-07,7.861520097989266e-07,1.506476385890854e-06
197,Default_Default,109,29,-16.530454282985378,-16.53064051672227,-0.0001862337368905287,3.468300475621067e-08,1.0200457864904703e-07,2.3044137458018729e-07,1.2739843537234147e-07,4.980340899242019e-07,3.8737884179863957e-07,8.854129317228414e-07
197,Default_Default,110,25,-21.5356219908,-21.535419042351336,0.00020294844866342032,4.1188072814888955e-08,6.341812865285387e-07,3.1438462219908585e-07,4.221477100517373e-07,1.153900546285993e-06,5.887529619305972e-07,1.7426535082165903e-06
197,Default_Default,111,33,-21.012193019121213,-21.012520078898408,-0.00032705977719516,1.069680978589477e-07,1.0200457864904703e-07,2.3044137458018729e-07,1.2739843537234147e-07,5.210890912318007e-07,3.828206632285968e-07,9.039097544603975e-07
197,Default_Default,112,28,-28.480157659496797,-28.480791697437585,-0.0006340379407880903,4.020041103588019e-07,1.0200457864904703e-07,1.528928581101894e-07,5.142410792590517e-08,5.75021872906782e-07,6.224188593052182e-08,6.372637588373038e-07
197,Default_Default,113,14,-31.132517374584065,-31.133086872488718,-0.0005694979046531046,3.2432786340427657e-07,2.1552269350711226e-07,1.8292549897302366e-07,2.023541766059904e-07,8.587853140452398e-07,2.9943541208914267e-07,1.1582207261343824e-06
