epoch,mace-mv_run-0_epoch_outputs,mace-mv_run-0_epoch_outputs_top1_share,mace-mv_run-0_epoch_outputs_top5_share,mace-mv_run-0_epoch_outputs_top20_share,mace-mv_run-1_epoch_outputs,mace-mv_run-1_epoch_outputs_top1_share,mace-mv_run-1_epoch_outputs_top5_share,mace-mv_run-1_epoch_outputs_top20_share,mace-mv_run-2_epoch_outputs,mace-mv_run-2_epoch_outputs_top1_share,mace-mv_run-2_epoch_outputs_top5_share,mace-mv_run-2_epoch_outputs_top20_share,mace-mv_run-3_epoch_outputs,mace-mv_run-3_epoch_outputs_top1_share,mace-mv_run-3_epoch_outputs_top5_share,mace-mv_run-3_epoch_outputs_top20_share,mace-mv_run-4_epoch_outputs,mace-mv_run-4_epoch_outputs_top1_share,mace-mv_run-4_epoch_outputs_top5_share,mace-mv_run-4_epoch_outputs_top20_share
28,0.008464127993492596,0.21763607958372963,0.2702852300034576,0.2950946523733799,0.001005296114222934,0.001882795470800801,0.007145856252282489,0.02039057784545495,0.006446312796722251,0.015012950234514948,0.04593337926444096,0.08065784604613375,0.010528092678152518,0.0013189416974745704,0.006205324548600807,0.019659917555444214,0.0006099263060464166,0.003663776232979388,0.009862901857702439,0.026543791591326284
29,0.004497831417399573,0.09854702810854993,0.14563071219868268,0.1763518339033493,0.001750294589670041,0.0012536572610286057,0.006158525824109396,0.018841175060499746,0.005507528482695643,0.00200800905637459,0.007730051824081584,0.02243792858859207,0.004032382390011982,0.0014947616600962464,0.0071806726607481575,0.02134988108494507,0.00036302069149657943,0.007657985226181345,0.020560247711293417,0.04429505342564122
30,0.0031661566140316765,0.009386121145880303,0.01890197189015826,0.04239899008992,0.0006016086252451334,0.0022231073727209914,0.007328339941728389,0.021189284516222,0.0018893248413840262,0.006639493421594001,0.018630262544647818,0.03848591688206016,0.0010435089357497933,0.0019766773579869747,0.009420491698288425,0.028131061413286192,0.00011284202110988191,0.01126382982095399,0.024342247821376107,0.05475551127303993
31,0.0011935272632291763,0.01008586204889313,0.021357606258819842,0.040910565560807216,0.015532980928420955,0.0009785249794782753,0.00479654280039173,0.016757422270705244,0.009740926140986383,0.0010868191786458832,0.0051526680057367375,0.018720878077391576,0.009561264821098488,0.0013377271869771611,0.006565562583040406,0.024801032501741857,0.0005970915950195385,0.003096526639944245,0.009335890653313694,0.025506188002420948
32,0.015524764479256421,0.0042149358160475025,0.017318874504075137,0.038483591756594146,0.012485212216129525,0.0011131788115051374,0.005468325564455031,0.017411576495162787,0.005127984787041247,0.001228756721827429,0.005673299930471927,0.019234271452113604,0.005345939099359451,0.0013143326505702714,0.006418758653569015,0.023298789865040567,9.236055040131134e-05,0.0059311162018171465,0.01309382315159093,0.035218895706791514
33,0.004183390876718571,0.0023350776121475207,0.009947194906049997,0.0282257586830415,0.006910237652735145,0.0011417827705810484,0.005605042041452622,0.01727412171427153,0.0027667587147320915,0.0019993703195933517,0.0067312929890803305,0.01980265827230031,0.0036865893473216247,0.0013256181291246287,0.00648536787817778,0.022026535604228778,0.00028735629413165117,0.004211991865325399,0.010772928164013415,0.028669903970532686
34,0.0016851912638299155,0.008367375322515037,0.0207660297879266,0.03859786163329576,0.003988007749261155,0.0011624442392885812,0.005712424548146288,0.017190416666105116,0.0013748910661713766,0.0034200819887551005,0.008551379621872458,0.0226160948896693,0.0025066171020395123,0.0012236341367755977,0.005983644988625796,0.021036422702536344,0.0009407316953107134,0.0026339153763543675,0.01036252140933048,0.02617770039127097
35,0.0008378189593813218,0.009719638738961922,0.025605037717482515,0.042561939482633114,0.0024436186688447507,0.0012018835350830245,0.005922988477898541,0.01753129935768265,0.00043716242356119876,0.013511230659171673,0.030381381898379325,0.05157999655731142,0.001435335530006722,0.001134545430067903,0.005529775291115702,0.020795743359177995,0.0007901320121385167,0.002333200137234719,0.008003320688402397,0.02276361309692539
36,0.0002898013102792131,0.018378967351243277,0.030080646022538605,0.048322196295490845,0.0014590266912758575,0.0012690184476724028,0.006188975100040885,0.01803990247770599,0.002157619983644174,0.0014213955892669445,0.006798558595098972,0.021009347671149283,0.0005772661679767996,0.0016242086522116467,0.0062734154381862885,0.022940834324878607,0.00019382497652595612,0.004329102989052831,0.010130298490161341,0.028369091058843138
37,0.0008366697769151925,0.016247456341610518,0.04524498927899648,0.0708600438382813,0.000748940546039123,0.0017114395672592772,0.006818336987725312,0.018956969149653342,0.0006677786910066015,0.002300611526805771,0.007256955519218138,0.020333005566090287,0.001599028090820233,0.0010152944891133235,0.004967555486758928,0.019219117127413633,0.00011540396078026637,0.00686816594639828,0.018065795637699982,0.041489199536789485
38,0.00038216351432698804,0.28200709657964707,0.35505238383364696,0.3711807720313508,0.0002439491018939207,0.0027865688647392465,0.007989580793458304,0.022256628752341145,0.00016241562563079485,0.0064036616850390755,0.01705431478579089,0.03608699080345447,0.0005557203982865321,0.0017521824237015685,0.00664326434963083,0.021005002787144192,5.6690634708611875e-05,0.006286485585837181,0.0161018691113371,0.03856117921833047
39,0.0005311173194223545,0.06362169266735927,0.1022176472325851,0.13187125404992825,0.0011626481325634824,0.0015339239969842688,0.006429014668533957,0.020258446339135493,0.0010102399255198118,0.0023442595742309952,0.008271863125141566,0.022708811950291837,0.00023399338736002892,0.004162180619242159,0.01138821393670461,0.03105568591411017,7.471450559834298e-05,0.007113056508964174,0.020403485530778198,0.04488284077959737
40,0.00044589898144877644,0.6253984786864124,0.6811489663038448,0.6909504366584577,0.0004102418220676877,0.0019300305091655833,0.007224847132967706,0.0203786358275329,0.0003352346529167747,0.003882160911382689,0.011533700459073369,0.02723443881680489,0.00027537142304991964,0.003531718363647421,0.013762357952866686,0.034840508039695565,0.00017074903248044592,0.005169397608175139,0.016692102038742503,0.03750187512066614
41,0.00039338057503721194,0.5976122842004736,0.6444344655422048,0.6555926002561241,0.00012462132767171495,0.0034795386882211145,0.009938186044749197,0.02698789901941057,0.0002976521692218132,0.00520765504370107,0.01919571543797205,0.037812134216145286,0.0004077802211652197,0.0017659149944974724,0.006454586425359064,0.02044680591464536,4.3725202027859264e-05,0.014444329097025832,0.029065885266036224,0.051215614338637167
42,0.012986154435088361,0.0025990602297602614,0.010783903879617918,0.02862158660029537,0.00016013190549903317,0.003318241055592505,0.010242847091476388,0.026855593541817054,0.00016918763105172406,0.006126398301898176,0.02033467100229756,0.0401772036747473,0.0004869725542388286,0.0028060003312482145,0.010164016835293332,0.02727593001055981,6.139994396854977e-05,0.021360800765850993,0.03830937616362509,0.061805062250115596
43,0.004145272677939637,0.002200048665021485,0.009461092027742413,0.02786513273942094,0.00032714688786088865,0.002371131481690684,0.007856383697811463,0.022994638388764827,0.0005986817287248797,0.004071814648477624,0.015654537527626033,0.03243162201506147,9.893872324162194e-05,0.00557551116600812,0.015405491281527123,0.03878104985076839,5.829335443482256e-05,0.012286228661720886,0.03141808899280702,0.061015178862500435
44,0.01983830764940329,0.5800317238938599,0.9440986128090157,0.972367268741482,0.00012365831745211433,0.0035109962311472027,0.011518536178335847,0.02906811257955775,0.00018467845334244,0.005712934098700669,0.019900148055374274,0.03904862585886317,0.01559567954854991,0.0011838921274265266,0.005283084455943293,0.016252658130279853,0.00031187760987485825,0.8560019281021937,0.8602222409976731,0.864428866323367
45,0.06818833038327979,0.5924491547145064,0.9934160216114688,0.996595342570463,0.00018094819871491182,0.0020968435967179608,0.00803051938454931,0.023243597132071716,0.0002356849063797738,0.007433228253585721,0.025458497124697485,0.04589700353488331,0.003222837696503271,0.001353322516085674,0.005730274516765219,0.01825854784392233,5.725137465177608e-05,0.4057954631007207,0.4238965257508953,0.44055614591827313
46,0.024061541753922968,0.9468487996720109,0.9947348300283239,0.9955631591399883,5.49584696655653e-05,0.004264120876486321,0.015169778369949838,0.036148037991049875,0.00011148165731689259,0.010011172211354084,0.03196722191869482,0.05690354246905192,0.0009708795251665338,0.0014178220282285625,0.006321959558279879,0.01965071075483642,0.006900355808539005,0.9955015202463988,0.9957793820084008,0.995949904449365
47,0.0014057918424717388,0.7788210587269775,0.8994151573593766,0.9106445880674342,0.0001247749532144838,0.0030683436854352614,0.010930452880680314,0.027812858888757317,7.491933071368856e-05,0.017524231785452673,0.052188079016558926,0.08831045498839865,0.00032292852988722833,0.0019909960200463882,0.008242967287818995,0.023766361325139884,0.0005325063631100344,0.6607728350023986,0.6645147401294585,0.6704936126977362
48,0.00089788376129723,0.8556634183317801,0.8941164018560324,0.9035069191614551,0.00010118548554394728,0.018725733668229466,0.029571616660602477,0.04661727682622475,5.9694019233678284e-05,0.02366215383291801,0.06169301349442051,0.10174182372414944,0.00047983311350445295,0.0029311980571866477,0.010471121133427398,0.02598734962993596,0.038778577003565816,0.9993492725690872,0.999360466452211,0.9993741188594533
49,0.001365309604279932,0.9535618822009551,0.9599249601609338,0.9618447962626054,4.6718492299773344e-05,0.03987522300149488,0.0538637861407815,0.07540431202100288,0.0007451463508229615,0.0016538869598040204,0.006781404650450535,0.022729981989692203,0.00011483184335981353,0.002969130081177148,0.009097436893117164,0.025042919249503116,2.9567572082043203e-05,0.01994536265055195,0.04800272328360341,0.07507619278481291
50,0.0009491498136626326,0.9453095534722867,0.9508883189191664,0.953229382265406,8.123528621798573e-05,0.003606565708670947,0.01381022711496731,0.03264493065449018,0.000183110994187867,0.003517213434244141,0.010780666262545495,0.02554154754534889,0.0001796195518327239,0.0029400318796948604,0.007947359425344854,0.022891013769119502,0.0026949424278241234,0.9815213392746386,0.9845006202474099,0.9852672130977137
51,0.0005363487147419479,0.847021706661067,0.860885874186113,0.8684953572700654,0.0003663614487473751,0.8392370510180902,0.8410343851062689,0.8439139119980148,5.4422454006271456e-05,0.010428580166046482,0.027072742891462234,0.049602331987835764,0.0006055812364126698,0.0027092828093546067,0.009572181955968803,0.028612745929983283,3.4808164032138454e-05,0.08661001675653389,0.15105818143872346,0.1836621556128481
52,0.0004468833303740949,0.8383874448781486,0.8524557888912477,0.8632045443908356,7.7651786707981e-05,0.28637801787539224,0.29606637398049784,0.31004064065644366,0.00018938919511359516,0.005536230312236601,0.016494030333553726,0.034190304054438944,0.0001607799410306948,0.002736511296248204,0.008551673265609952,0.02288578239815835,2.984442378370587e-05,0.08113667545450035,0.14227716571270035,0.17860711221300002
53,0.00029092745377771594,0.23303843172726785,0.4190101941013916,0.4871568187837514,0.0004149108202402516,0.9161048354689205,0.9175504470829577,0.9194649867417538,5.937831481889586e-05,0.013031915272060594,0.031191435637588538,0.05441694532763918,0.0012724470270753015,0.002764698145192874,0.009989229366924372,0.02745643246751627,0.0004468191364247234,0.009045262572482105,0.023784810425075915,0.04250366975196031
54,0.000647217565812844,0.7761741718954385,0.8346993853585781,0.8497257410014829,6.613883020710466e-05,0.553875531356249,0.5637000604770903,0.5769031386726394,4.031171980766145e-05,0.017949881837503172,0.04320096757993083,0.07426073285461461,0.000592758423976167,0.0018123625727725246,0.007380377699449747,0.02157749499153103,0.022434460557185735,0.9985465722524072,0.9985655349784587,0.9985937051247628
55,0.0006064434006369504,0.9371400358838329,0.9416898781189653,0.9451459321729452,26066.437568902245,0.9999999983348469,0.9999999983729839,0.9999999984207357,0.00039259641279130515,0.010986819246689887,0.028320056122689764,0.05139931089095596,0.00017363616274612445,0.0025108216891082465,0.00839653466597489,0.023972203714831636,2.576481335211881e-05,0.0362364790166934,0.060521243622908165,0.08775285813516696
56,0.00010626135563244162,0.5528058511555587,0.5923455431179492,0.6221399117820453,2.9886889255775585e-05,0.17721177497798762,0.2009939353686658,0.23256128499778586,8.411427046831313e-05,0.012172580818943617,0.03849725700053999,0.06844234090391567,6.041701105855002e-05,0.005443363400628368,0.019195956069640436,0.0457744758514048,2.0894295977621145e-05,0.010711338221110691,0.03404230258055272,0.06407891211393901
57,0.00013812697551891665,0.6887279229222759,0.719708657676211,0.7429082581722823,3.9220432227930084e-05,0.15627168084630838,0.17758837856735393,0.2047050296278868,4.7618273125801005e-05,0.02445017181242564,0.077563475046315,0.13315039867252076,4.524802054778013e-05,0.0060626215246330694,0.025225302975037132,0.056398679218003414,2.0391766502403803e-05,0.042748311826412734,0.06979813392011451,0.09985078429751316
58,8.251160370680718e-05,0.552562693092421,0.5874428624625547,0.613922219777822,5.792854612652024,0.9999945365288201,0.9999953664194984,0.9999956967218805,3.5981652555509154e-05,0.05259495864056513,0.11120770267249788,0.17086632684042152,4.947476461709988e-05,0.007586348822547841,0.026055955676848975,0.0590524223275559,2.4611923859753732e-05,0.01013143930199165,0.036412816278101674,0.06846849222935747
59,5.079848041270616e-05,0.47592123846399975,0.5098184592464966,0.5356262077187816,5.809096452660079e-05,0.0067927124269114465,0.019346150919094078,0.04779611486986255,0.0014498338530125096,0.010875328700709052,0.02001398791511888,0.03390590961994136,4.947440494333153e-05,0.0077559604622499875,0.029931483113951517,0.06769044434801781,1.7379972272249294e-05,0.01074670496073505,0.03723362761630392,0.06989263989052238
60,4.422058263010424e-05,0.4601719693781167,0.4966595765178405,0.5231558934990037,2.2270404361971612e-05,0.01131454937602504,0.03781833191191934,0.07575747463730811,0.0003558720850915258,0.018671162056150672,0.03466692545210715,0.05262870304603429,4.2188035630407374e-05,0.00950873581610451,0.03835928331498902,0.0828216476954174,0.011766075014412267,0.9989687520236522,0.9989920513254107,0.9990187674523381
61,4.1786842778625604e-05,0.4057936017195467,0.47074157752829504,0.5062829435726447,2.9006247990067456e-05,0.007505635309018448,0.025843477306276747,0.05518774884890274,0.00010591263770318018,0.02653514533647037,0.0551933701855974,0.08346060490820575,5.152957757014591e-05,0.020443930736005287,0.048095413915467344,0.09305251516481274,1.34845875160795e-05,0.01612132926869681,0.04470317392697907,0.07872073298773123
62,3.217038180638783e-05,0.4108304023336864,0.4485101634124332,0.4760513363881603,7.155888939451243e-05,0.006311275691573064,0.02151916213648837,0.045529219415834585,4.320112496702302e-05,0.04752989350289728,0.08514479889443514,0.1257584783177025,3.74730604346271e-05,0.042417214614211954,0.07875546004723745,0.1312317819718058,6.051434381023354e-05,0.004888493795178478,0.020515137471739733,0.04136174669619837
63,0.00026467572467996157,0.039400258455202807,0.09591694159660738,0.13794025392433035,2.1471391291811325e-05,0.02053019973580337,0.061475968726333347,0.10967528293421475,4.290569853069314e-05,0.046877098506696954,0.12706155775588882,0.17687868241203356,0.00010180029184587369,0.011549716769100741,0.029531273776607574,0.058332440086350856,1.103863063748262e-05,0.011061122118731693,0.03497427347964494,0.07090832216441877
64,0.00011238780790092654,0.7829260477515437,0.8009897866389352,0.817251597620045,0.00010317185370307352,0.008098316258308634,0.026107062427140792,0.05119543433885492,4.279855958944443e-05,0.1703983447610063,0.23288213344664135,0.2885730002298197,4.19806535761008e-05,0.010612337115492162,0.040260936141075135,0.09141774922356724,1.4455168917457361e-05,0.0089567027556888,0.02980398482827179,0.06391171120859368
65,4.304674973074416e-05,0.5495839044996961,0.5922772539473318,0.6204796070879284,3.77539415089638e-05,0.022080051038973973,0.06139750063780683,0.11010221911702925,4.285125968328045e-05,0.21841232545423836,0.2782131639593132,0.329738142256432,3.5237105675272476e-05,0.032623364346604705,0.0668127234951843,0.11658980316530942,1.7943134393610194e-05,0.009076202734366389,0.03190171270214535,0.07566569705260838
66,3.133860197596368e-05,0.34817798735709926,0.4444177148251634,0.4922398836928516,2.3313683968099174e-05,0.02177280384451607,0.07710387724891567,0.1327417885407946,6.266722305775422e-05,0.11566783104570788,0.16449963578485147,0.22003720602283536,0.0003191605877065125,0.018096431056759524,0.04600299417875987,0.07110708522767416,1.3021171173283138e-05,0.007527167150159976,0.02966514042042077,0.06210269070651622
67,3.1385371917221384e-05,0.11477356965432264,0.27033335691974736,0.3308538981946011,7.130881988008437e-05,0.00790481304557672,0.027209888277279333,0.0578055685201852,4.890102738276335e-05,0.45660998118627344,0.5351675687502848,0.564526039437656,6.023630853212067e-05,0.005321716097236125,0.018658072573838676,0.04428252032940618,1.2475579132045207e-05,0.008884313912276091,0.03421761911408937,0.07153538716473766
68,2.5087034471010826e-05,0.09100328535262052,0.2189771796275253,0.2755072886568479,2.31694032357231e-05,0.012121683358227836,0.03849373113418226,0.07131497138213026,0.0002012947477738532,0.010564293380275975,0.02748626236146703,0.054883956518173994,2.8528449137250905e-05,0.010204416531889702,0.034442342508982836,0.07965313448840736,1.1632812387947411e-05,0.010083673860064195,0.03529779496022879,0.07094609747000159
