epoch,mace-mv_run-0_epoch_outputs,mace-mv_run-0_epoch_outputs_top1_share,mace-mv_run-0_epoch_outputs_top5_share,mace-mv_run-0_epoch_outputs_top20_share,mace-mv_run-1_epoch_outputs,mace-mv_run-1_epoch_outputs_top1_share,mace-mv_run-1_epoch_outputs_top5_share,mace-mv_run-1_epoch_outputs_top20_share,mace-mv_run-2_epoch_outputs,mace-mv_run-2_epoch_outputs_top1_share,mace-mv_run-2_epoch_outputs_top5_share,mace-mv_run-2_epoch_outputs_top20_share,mace-mv_run-3_epoch_outputs,mace-mv_run-3_epoch_outputs_top1_share,mace-mv_run-3_epoch_outputs_top5_share,mace-mv_run-3_epoch_outputs_top20_share,mace-mv_run-4_epoch_outputs,mace-mv_run-4_epoch_outputs_top1_share,mace-mv_run-4_epoch_outputs_top5_share,mace-mv_run-4_epoch_outputs_top20_share
0,0.005118305400808634,0.00234125180249467,0.011307575427180864,0.038205911324420215,0.012991305969117104,0.0013942273311842524,0.006575590088361206,0.022314875909475267,0.01925056155214072,0.0013266714348138429,0.006366068827441683,0.02205671771584707,0.009394308866907439,0.0014092143436837013,0.006649317924455637,0.024908255463061295,0.023588713642915468,0.0016751383928780184,0.008142820437578297,0.023914921733332203
1,0.018022096900894694,0.0018092786043414795,0.008621857332134254,0.023691068261765823,0.019726560331129527,0.0013053072093523388,0.0063276512325568185,0.020541395411268506,0.03599040073880368,0.0011983042355087606,0.005928558002653937,0.018616874960257036,0.042934226723459354,0.0011410305516323738,0.005572334411936166,0.01835897140917352,0.03032825385664819,0.001444867969484779,0.007111997835156137,0.02122471638134085
2,0.03639949207240331,0.0014876264632888191,0.007201012325677115,0.020019052169271745,0.049675243923506675,0.001151378983272547,0.005728959266767592,0.018381268775482337,0.03564744683581457,0.0012047770289969639,0.005967354202884053,0.01868942874957868,0.04008485823425995,0.0011524398216393908,0.005609197367117594,0.018567549394817456,0.014134890339723859,0.0019393344870615994,0.009302144266668111,0.024769406979707413
3,0.04718804356752362,0.0013369285026245817,0.006556939272479377,0.019469778990578942,0.05333943114126147,0.0011441195787366169,0.005706961329619021,0.018371456041969485,0.026073245814754717,0.00126465191076163,0.006214902836949198,0.019217143386121013,0.033246125364663974,0.0011715289164533477,0.005660008797655455,0.019018175952551692,0.03523054250958119,0.0013083412129238372,0.006484023085129816,0.0199077141123375
4,0.04516742334624579,0.0013770314267055306,0.006747203254592489,0.019760708657662596,0.0528766350622039,0.0011438611741127647,0.005708292852139835,0.01831423553012775,0.0066507547498400495,0.0016028346303225472,0.0075614410969041725,0.023018536695905253,0.018192330307164137,0.001215190611002406,0.005786635141535025,0.02081682661431809,0.03529707506128458,0.0013216089875588049,0.006551367850757621,0.019898704076960393
5,0.04262667298389483,0.0014272961495075777,0.0069817830868478415,0.02013019859532076,0.0521791461467981,0.0011439746815759151,0.0057091994593198424,0.018245352998400386,0.048953457641483865,0.0011716178253712334,0.005803331721715079,0.018373198343052843,0.036188531111611605,0.001170811603667133,0.005679726832524966,0.018084803781859535,0.02640805931321613,0.0014921975476396743,0.007405973989556659,0.020638240527364623
6,0.03898813901195394,0.0014993715677885425,0.0073094467599764896,0.02070140296485481,0.05113863485828953,0.001145109316213897,0.005711683902984548,0.0181571284239108,0.0477872247370057,0.0011745925118437535,0.0058026197995845125,0.018357747649901942,0.030434280037558006,0.0011986095136799905,0.005811523368435499,0.0180137611953359,0.002661582013701953,0.0038150914804107065,0.016527055889021695,0.039176898870400205
7,0.03253205326329161,0.0016343708957812521,0.007880725681979436,0.02193700644039928,0.049473961823452886,0.0011465935364563507,0.005713640129495564,0.01802921389355585,0.045221260310468525,0.0011796603634217783,0.005807169427007666,0.018293381626355007,0.01654604857025157,0.0013009994729589005,0.006336033871222475,0.01862794840263201,0.03533827455192848,0.001163633903157523,0.005648423530943724,0.019724622422105632
8,0.014119559835980658,0.0023480865165490606,0.010291991875450216,0.029061986184247397,0.04605270846991335,0.0011440877694372984,0.005691755022862632,0.017787498155214708,0.04184118515245525,0.0011807840010265083,0.005790274847191775,0.018135978689788064,0.005716999099325739,0.001430681859370239,0.007026775587923488,0.020215112690093507,0.021989063981756114,0.0014536400920838201,0.007015230062835678,0.02361474576321584
9,0.013238720546133991,0.0018656974759163121,0.008518870658724021,0.024657629977528735,0.029518111025836298,0.0013188353485150634,0.006470199752779766,0.018556295709177807,0.035799040546291044,0.0011888127055482644,0.005820484549716334,0.018001193242026637,0.03315797267487514,0.0011579255137227045,0.005520404806844633,0.019001900861331935,0.006828104270469476,0.002356393631010308,0.011080398015430001,0.03692427298086989
10,0.00369038186039034,0.0024069255808052852,0.009174564115597864,0.026908760202653266,0.03153351196033527,0.0012386952689963707,0.0060545501657188324,0.017669802677801934,0.005490753355169534,0.0019617541979096197,0.008999491244040935,0.0234306561816047,0.021930255607515495,0.0011717909615055191,0.005487987238147268,0.019868946897166458,0.011601104940815956,0.0014605263142939578,0.007049048724793835,0.02184493380411164
11,0.04431934482237257,0.0014951349903274424,0.0073574617337995385,0.01960742581954892,0.008485628682984563,0.0020557494839059842,0.00922530191143246,0.02316070331499467,0.006980817856218285,0.0013268167840558268,0.006293080251816607,0.01987223772140748,0.007423832988156272,0.0017942574801762346,0.007971710478256448,0.02592872717371454,0.000507263142769278,0.003066075771104489,0.01292154061215434,0.03682502876726493
12,0.04089673598184192,0.0015623601117317463,0.007651673680453416,0.02007924636460636,0.03479556626559894,0.0011840198853799912,0.0058397592766609606,0.017337160571974018,0.052888259963003045,0.0012652089157862822,0.006229037271204111,0.018510290911581937,0.044055844640257295,0.0014414751190145304,0.007157935658524268,0.02008679586234585,0.01589647323060847,0.0014815901002485886,0.007253392055398867,0.020290812230026697
13,0.037821406712486974,0.001611838659490548,0.007838287102122194,0.020354483488166455,0.023007598709318153,0.0013959175132318327,0.006775222402668859,0.018940597647069596,0.049972337326438326,0.0013141836581438441,0.006463853681191003,0.018749585021851315,0.042321641067948786,0.0014478837421255358,0.00719700549651108,0.020025733672415186,0.003828704318289453,0.0020800549449722047,0.010196990064510716,0.025513534967523514
14,0.034017992829388354,0.0016715687318331755,0.00803244293854176,0.020610664979038837,0.00867524592802433,0.0017044008481682524,0.007968387945968422,0.021133254865949327,0.04750650860318108,0.001347012004690396,0.006622605587971638,0.018907430806542298,0.038211130417907566,0.0015025465023839918,0.007435479420201869,0.02014602125046152,0.009956723505538482,0.0013840919831452636,0.0066795722484959,0.019096671853277916
15,0.025824279927442514,0.0017402986004627268,0.008257747090627264,0.021036005236885442,0.03434740099218152,0.0010804308771728429,0.005264744342766638,0.017318833568001353,0.04430080476110435,0.001392146470784777,0.00684735787071758,0.019167033061086886,0.03295679798390376,0.0015754296759239368,0.007751219682184107,0.02039403327815018,0.0045035377917574376,0.0015473211558672023,0.00746821637959583,0.020688881123947036
16,0.03512521291671626,0.0013716714879205847,0.006647669031811786,0.020242993665826953,0.03295857647074057,0.0011076840553794474,0.005419756087873057,0.017875901384339206,0.039190359415127156,0.0014752120784822492,0.007281104629213494,0.01973765397241996,0.02527611184774602,0.0016975029373259664,0.008303669288493335,0.02115442738239116,0.0003751420295938677,0.0036566152274386536,0.011017545445003826,0.028595113200608542
17,0.02219409849870309,0.001359841365678961,0.0064654613810674446,0.021968056577860877,0.023255815402436313,0.0011954188863214678,0.005870910239684113,0.018687827176362817,0.02967771649854509,0.001649384771767103,0.008104514599724362,0.02081793964816085,0.012774672507135862,0.0020778501293241725,0.010149020255779923,0.024950121177552177,0.002630627652940123,0.0014980837044033673,0.006348384410180014,0.020325677578469575
18,0.010116659055417235,0.0013015311886851084,0.006262522714839536,0.023558702633210218,0.014270381972403903,0.0013176436312606556,0.0064916869277759645,0.0192878619482198,0.01568412210555793,0.002242436817032723,0.010841883707224054,0.02641494239124498,0.006344347727132475,0.001379527849711299,0.0064355208982759034,0.019030960769793975,0.00043537607446494003,0.004284509851922996,0.010355643305643923,0.02796178888769177
19,0.0033854392257040658,0.0016366473823881953,0.00790515936998269,0.029421426395092484,0.005606187550941647,0.0017751687838371806,0.008741804723993952,0.02455029950088822,0.01637289481381112,0.0018635561568549647,0.009041965421952814,0.022675992043997555,0.009109517155750927,0.0016873909088061664,0.008054944539896056,0.020504765093306895,0.024917497685142682,0.0010960669272810466,0.005230657311994483,0.01722779176708273
20,0.03267560535017092,0.001681649814512554,0.007961744656396088,0.02155916293535017,0.011864729540400742,0.0010936622112364541,0.00531938117821494,0.017301247588845457,0.01864955938453822,0.001741390081021162,0.008576578160190817,0.022432733786482736,0.002251388368633476,0.002477140699890933,0.011222539366553059,0.027133885894481524,0.015549961973232053,0.0011376985942172096,0.005425731091139194,0.018333282643840224
21,0.023217957562229854,0.001819924035476288,0.008452913118081594,0.023646422442565977,0.01807292141229165,0.0011422195197342718,0.005580058534050962,0.01699809238024423,0.007986162445673326,0.0017630332961838281,0.008594966175652858,0.023028878498738036,0.030674716810483973,0.001610410618130522,0.007803577776409618,0.020323669899970663,0.0063330785787408085,0.001372045468120121,0.006580691872456846,0.021004201679978986
22,0.013886059738833036,0.0017346555727263758,0.008050426495583215,0.025931338959646433,0.00926339594967791,0.001268008876158407,0.006220114425453321,0.01781859893843802,0.026997636137148003,0.0014415300079422455,0.006933384113243696,0.019001945948905634,0.01761783174756935,0.001322238020543649,0.006190528048110305,0.01906680756834242,0.0029421468373358075,0.00204493478504581,0.00965317088566435,0.026774795275322567
23,0.0063809053213401724,0.00160835570570011,0.007504741827536025,0.022823208542036885,0.0037863140381187974,0.0014924646735878667,0.007343091828912534,0.019936315320526154,0.03985587524016262,0.0011748124344859742,0.005651672987290432,0.01801988883099747,0.0092850427080337,0.0012306867782133648,0.005824501552718459,0.019082077507179294,0.0071731106869739195,0.004749035497307103,0.020345059161316056,0.052067013853680635
24,0.002624316523380779,0.0025843244641000607,0.011970005744429149,0.03118818545449828,0.004166472137459437,0.0014599108590610474,0.006935000744673324,0.019585669093025018,0.03348882292675429,0.0011209543075303273,0.005387735804999579,0.018286258704184093,0.00499203116766599,0.0012806707066831246,0.006127086160106174,0.019774572379911787,0.008872607810978605,0.0014924731769893375,0.0072055582734968475,0.02586509970782737
25,0.033152519412109095,0.0011285793586094666,0.005294874505942233,0.019222531409626188,0.01702433356824288,0.0009881968134752579,0.004651000288268823,0.01673915644576353,0.024695736950026442,0.0011955164180372268,0.005721492247412541,0.02018048577038098,0.0018840490371359597,0.0012954886796189386,0.006202986664257256,0.02162313852548001,0.001788018769702425,0.0031611107600882957,0.009751806019907838,0.02688891307627831
26,0.020438750214815723,0.0013998083065891972,0.00619948229736866,0.02254742952760387,0.006986237403326454,0.0011413207132547295,0.005462556667588438,0.018432484950208845,0.015465848336771098,0.0142826618534383,0.0352182841062743,0.07337170655934655,0.021767961828831763,0.0009921836371145575,0.004660434333678035,0.015310726364604194,0.00045288109709466616,0.005732390209247015,0.013467604763004412,0.03420610788146985
27,0.010418786079222891,0.018643315420866138,0.029842576070583545,0.04931157456147531,0.003108662159304676,0.0012838550188401237,0.006286599120341194,0.018982618085920472,0.016778108244326025,0.2961080659139803,0.44000840495082183,0.5659944555153436,0.0072297351254355935,0.0009245829760666999,0.0045779424757910895,0.01753816193006967,0.002954912241684354,0.0015694642520117804,0.0068017037085082955,0.020729592276222827
