epoch,au_var,eu_var,tu_var,rmse_energy
0,0.024223041423200628,0.0019340926752517617,0.02615713409845239,0.012431813751848144
1,0.023936626628865355,0.0006412765715379994,0.024577903200403355,0.010441016032425405
2,0.023251027610240557,0.0007274622785371256,0.023978489888777682,0.013317208409372235
3,0.03148236263152878,0.0003722232261991184,0.0318545858577279,0.00923987022154652
4,0.019430539170211786,0.0005230062685812255,0.019953545438793012,0.008654870704965397
5,0.023497380095698264,0.0005383148178845191,0.024035694913582782,0.01773939689673673
6,0.007090769978367965,0.00023054275626002588,0.007321312734627991,0.007185448695292012
7,0.012588276519935776,0.0003140453921247488,0.012902321912060524,0.010153986985080826
8,0.009049554201707983,0.0004751714081768803,0.009524725609884864,0.01599184225208758
9,0.007549140897846594,0.000854914461537825,0.008404055359384419,0.0051281399653023705
10,0.006852596860270378,0.0003848357554741549,0.007237432615744533,0.00664323022682179
11,0.001258824083677198,0.0021331646349030237,0.0033919887185802217,0.005706628700001081
12,0.004614903000253461,0.0005338571038219548,0.005148760104075416,0.008481773895829178
13,0.0010056439489835854,0.00017638750008056324,0.0011820314490641486,0.006562730257567499
14,0.00023897729913661286,4.6176123797034025e-05,0.0002851534229336469,0.004246384507819025
15,0.00013173390608356943,1.4496514705094526e-05,0.00014623042078866396,0.003211329054238989
16,5.072486318997062e-05,6.316620472589396e-06,5.704148366256002e-05,0.00261690712562654
17,7.957932939273724e-05,1.2042093194842098e-05,9.162142258757933e-05,0.0029648684727386037
18,5.0540339975796586e-05,6.162801667572844e-06,5.670314164336943e-05,0.002482613177166756
19,3.296824481585597e-05,1.6865507633843695e-05,4.9833752449699664e-05,0.0025813135033712718
20,2.350271953399077e-05,5.785448358731911e-06,2.9288167892722682e-05,0.002724477573212369
21,2.354445090943624e-05,6.0149749664599305e-06,2.9559425875896173e-05,0.0021454874209861133
22,1.810907809776035e-05,7.341572895620981e-06,2.545065099338133e-05,0.0020359783182009933
23,1.3699481490725063e-05,1.7029775984468203e-05,3.072925747519326e-05,0.002559215000530461
24,1.312248824345911e-05,3.0417618158895404e-06,1.616425005934865e-05,0.0029557183241178397
25,1.6498229112379757e-05,2.7999049234986884e-06,1.9298134035878446e-05,0.002217146206368973
26,2.5917737885035147e-05,1.4070231556924379e-05,3.9987969441959524e-05,0.0018227508908448776
27,2.423415121382519e-05,3.122038075648963e-06,2.735618928947415e-05,0.0016499572467692323
28,1.0311166752020863e-05,6.176058758600336e-06,1.6487225510621197e-05,0.0016973631748418386
29,2.211247341424688e-05,1.2019950355386207e-05,3.4132423769633084e-05,0.0016832199425333638
30,1.215770641343248e-05,4.888739934001053e-06,1.7046446347433534e-05,0.0016211084206569464
31,8.219108251454992e-06,4.244306340658569e-06,1.2463414592113562e-05,0.0015930339770885203
