epoch,mace-mv-sp_run-0_epoch_outputs,mace-mv-sp_run-0_epoch_outputs_top1_share,mace-mv-sp_run-0_epoch_outputs_top5_share,mace-mv-sp_run-0_epoch_outputs_top20_share,mace-mv-sp_run-1_epoch_outputs,mace-mv-sp_run-1_epoch_outputs_top1_share,mace-mv-sp_run-1_epoch_outputs_top5_share,mace-mv-sp_run-1_epoch_outputs_top20_share,mace-mv-sp_run-2_epoch_outputs,mace-mv-sp_run-2_epoch_outputs_top1_share,mace-mv-sp_run-2_epoch_outputs_top5_share,mace-mv-sp_run-2_epoch_outputs_top20_share,mace-mv-sp_run-3_epoch_outputs,mace-mv-sp_run-3_epoch_outputs_top1_share,mace-mv-sp_run-3_epoch_outputs_top5_share,mace-mv-sp_run-3_epoch_outputs_top20_share,mace-mv-sp_run-4_epoch_outputs,mace-mv-sp_run-4_epoch_outputs_top1_share,mace-mv-sp_run-4_epoch_outputs_top5_share,mace-mv-sp_run-4_epoch_outputs_top20_share
13,0.00010211739960307895,0.005771475568084309,0.021810717891531,0.051830810317843215,0.0002078780963088567,0.003427993071511128,0.010795792704601338,0.022534120505138457,0.004409616803337169,0.0012689105972989536,0.004346570180473572,0.01232503884174139,7.557078449949862e-05,0.004507099220628718,0.016246935968743766,0.029358186133634077,0.0002330366611693222,0.011933544414558139,0.05020816251424939,0.12448793038273544
14,1.987414353363025e-05,0.013151364804469204,0.05585684570928662,0.12124558199336725,6.373550731434318e-05,0.009412437088755244,0.03684256802504295,0.07445038283072403,0.0008252071666234834,0.002489035338760207,0.007720939396716972,0.020791816538126423,3.679064252341408e-05,0.007791442588938793,0.02320340963190906,0.0482328540391397,0.00024927903568819343,0.013463476151678665,0.045278586030661754,0.1042107366094602
15,1.2252933529443583e-05,0.016266965442686576,0.07525091786169974,0.18765116329098444,0.00010060358387138955,0.017561038394443416,0.039121035483425014,0.07533847804582326,0.000474578478336638,0.0021148384861028402,0.007380384224840658,0.018492893724053175,3.426024020622754e-05,0.0057498235929001,0.016811455433029376,0.04340426074984818,3.697429447414853e-05,0.05701664408933031,0.14520801121322813,0.23590275932528726
16,2.472716786871862e-05,0.015969591521402215,0.06053914447534665,0.127855544679392,5.0981181544753994e-05,0.013356637138850947,0.051300999311747086,0.10300204059081,0.00013156916160084862,0.004480661866372933,0.01775330441462484,0.043400514991530005,2.302362075882852e-05,0.003444819853159876,0.009297512566800567,0.024483671253901388,2.33231841767034e-05,0.017990018897966295,0.07005466769638663,0.1245332650393377
17,3.554151712016292e-05,0.009633749062641401,0.03632294060199484,0.09244738683907727,0.0002348236284626257,0.003840111371211268,0.013842316059076645,0.03283192872426403,7.963098089267933e-05,0.007709650158852762,0.028292514097856172,0.06474052000387327,2.1765824996723432e-05,0.006835704329240515,0.017696796115513357,0.0390236539728292,2.6134695491494868e-05,0.04065178730021414,0.09994452389232311,0.15524321130033808
18,4.706305565752469e-05,0.022633595459799326,0.05501374559118857,0.09864581531782632,3.633497168425202e-05,0.08021419864173006,0.16555226232943426,0.2477146412690791,0.00011669307977865264,0.009979100445249153,0.028611574593928046,0.06229250210416225,2.5389811845138767e-05,0.02146879855781385,0.07112664975558144,0.11602583232057243,2.7220780913414832e-05,0.09523312670172218,0.2356858948882341,0.37086529670679275
19,9.894731695141182e-06,0.11248104487408815,0.17878948699240343,0.25290336933558033,3.309136004365163e-05,0.04234041636502807,0.12320555898952612,0.22646423157393225,5.047250028332256e-05,0.020363244012764764,0.05910404418893913,0.12836679014889446,1.6496526419259948e-05,0.01939473834691199,0.048937510882189166,0.09487038759207961,5.48861056379045e-05,0.006012432587936191,0.01888307792967272,0.036887585405770196
20,7.862183811213663e-06,0.046271396340597445,0.09688471339453499,0.16145940163358588,2.5031800418956245e-05,0.0319847904490033,0.12877794761867725,0.2589176648961158,5.767064261702353e-05,0.016654213814260365,0.06250397566306569,0.12831888927686283,1.4932018729789123e-05,0.0226875953691659,0.04537420597624897,0.08801490270011234,1.2016952092971284e-05,0.010943623702566563,0.029278312135424277,0.05716147423045921
21,8.844246307469389e-06,0.07926398710420153,0.16677302114695278,0.24630176773450901,2.6860606458656443e-05,0.05588748684478802,0.1606192024870332,0.2516132693285621,3.4365285050819585e-05,0.02755879713191805,0.09964399943300845,0.19047353428584682,1.7972342594250247e-05,0.05726595423758253,0.12566287628492412,0.1546608146856176,2.9679774135985538e-05,0.005293497325639129,0.01919591150903441,0.044895214958307963
22,2.4183036976602273e-05,0.06527147315925166,0.1386106515496705,0.22752935294198987,1.944789641479711e-05,0.04963900747580915,0.1622416304519924,0.29151483804578726,2.5510076396059466e-05,0.020167671713264817,0.08803726887491745,0.17200542337384106,1.1001463875310107e-05,0.03369960522063087,0.11224610456191875,0.1710186719082992,1.0402916826032799e-05,0.009317908313094148,0.031115463023821833,0.06460877403703852
23,8.391016209985187e-06,0.1116333759921635,0.26353922022286574,0.35707477782532787,2.0453362916809887e-05,0.0617552002054932,0.16857177595781778,0.2598310925140334,1.8198089668342488e-05,0.018891870249892796,0.06810280825585821,0.13219205396702433,1.3204730692854441e-05,0.16790340396976564,0.2731373007357146,0.3322843456349365,8.250207965633312e-06,0.006658030720011199,0.02554695996815493,0.055964475455985735
24,1.2974916927608371e-05,0.1242556182138637,0.2693397855164028,0.3655347330701869,1.335716732060896e-05,0.048739262711858015,0.15317575488968965,0.2571376193592705,1.5378490983187233e-05,0.015985713220576816,0.05141052231371671,0.09845781763138477,1.3601922377114289e-05,0.13167166655858498,0.18086276871263376,0.21574471960064173,1.0299943608776701e-05,0.005589208484530942,0.02112516515547914,0.04805527759581361
25,1.0169167064722915e-05,0.15777002290157843,0.4333380044024753,0.5348527276342755,2.2972702075129203e-05,0.027495586412868967,0.07679853944342298,0.14760702405489215,1.3752676505293504e-05,0.02504115185225365,0.0822612001066807,0.1598899816333506,1.4985994281472701e-05,0.23117620941261693,0.3405664076617479,0.37988382642521434,2.0610605635280473e-05,0.005190880586059201,0.0216521673129468,0.046722704563403696
26,2.182864614385462e-05,0.023179214213320167,0.10609947640415736,0.29484189421940193,7.404941058360194e-05,0.0613066328223624,0.14505204695594376,0.2954712736449547,1.5163932777274041e-05,0.024581692633244803,0.07540968507764009,0.14080712157782563,9.612972991860324e-06,0.11814007232170974,0.26126570138164346,0.3110310167958565,8.933726928584807e-06,0.007166357902496999,0.029407406019953265,0.06480999433891348
27,7.373236148065212e-05,0.03266657540777763,0.15048021014431037,0.380416878418829,1.52649591005066e-05,0.04176322849657711,0.12282890046816074,0.19310577553739042,1.4978894558322154e-05,0.11472103674577529,0.16649352535741105,0.21403374383121013,8.314023943218929e-06,0.09938349410064713,0.18859849088730676,0.2494159512539916,8.880516986426142e-06,0.014965340369193688,0.04638752648006051,0.0902247901904944
28,5.623219038289552e-06,0.22106120747056252,0.3090912255021426,0.37291179740556507,1.4119882398447415e-05,0.14610022388117236,0.25226295943282273,0.33145408028680434,1.6395980884162808e-05,0.03914722381231702,0.10528958854753274,0.17721544907380168,8.734096462520329e-06,0.3064877266706408,0.3497913820299591,0.40149417138821736,6.6826549766842134e-06,0.07087337273197598,0.11379028326149129,0.17299969531911769
29,7.797482678452513e-06,0.29792587149053423,0.42540877041713215,0.5001496915212423,5.170440387806331e-05,0.014110073765722417,0.045933586866181736,0.08871197118386275,3.489413868161676e-05,0.09212189935091918,0.1600977806301115,0.2277730544266521,7.527936081353873e-06,0.035234833689995956,0.10732031368972964,0.19183945466300795,8.638405751747947e-06,0.013890321366197122,0.04685147457137694,0.08548588875288243
30,5.614512420603012e-06,0.22849144673586186,0.303499050487089,0.37775288844093885,1.1499090564142627e-05,0.04329109869271971,0.13060926058538327,0.20685848526865375,1.2830123091594825e-05,0.09565021488416207,0.1866166508013528,0.24256743564926772,1.4148644966055155e-05,0.05435363572219465,0.10763934396903313,0.19725677764672309,1.669616102476678e-05,0.03483831292354538,0.07581287909347525,0.21996450162751321
31,7.640294292661432e-06,0.18934685211354135,0.276923901387065,0.34828192557454707,1.0405291773015653e-05,0.048770450575024576,0.12629499698417482,0.19304811498468247,1.0245420400278856e-05,0.1250490889861021,0.21594635485897468,0.2625480720914999,6.781022789369007e-06,0.027712011275022683,0.09842138920833804,0.18216147263557997,6.023512001950008e-06,0.09811339587773077,0.13287592820185856,0.18468902767352738
32,5.071362899553074e-06,0.2350993765965112,0.3169803728399723,0.37553132645740617,1.0436383907552713e-05,0.04694634917135743,0.13316984186179745,0.20464945069716323,0.0017667434725922352,0.015274957821450693,0.0617334410421386,0.1477472610857586,6.630715825087915e-06,0.03524585549326958,0.10916092241529679,0.20021425361478504,7.106709712578222e-06,0.07290206344243758,0.14503056048787252,0.20352647401770607
33,1.1939776587110889e-05,0.16718013469646922,0.35531785089436185,0.48370493417031135,1.1471226951757249e-05,0.0445921076431715,0.12478355330849182,0.20015403111092664,1.0594853910114295e-05,0.09871168516756881,0.17535419501328467,0.23236702567847312,5.387579382403689e-06,0.03554660895979331,0.13600812815116256,0.2258607977589088,7.419447003248496e-06,0.10766331707244448,0.3010908452092124,0.37752514770331885
34,6.5596504663589376e-06,0.3404841861869414,0.4436219619066006,0.5229287732206942,1.1471485884768315e-05,0.11848717346105297,0.31858970386647545,0.4498994121336639,1.3664011922910899e-05,0.15199116312105015,0.387983066269311,0.4239243968130554,5.105722343409852e-06,0.09110069971350385,0.18586826391478165,0.2773158297875769,0.0001806918545021304,0.023474681676345126,0.08425679921604268,0.19782780786971063
35,1.6795510742622956e-05,0.09175790776076667,0.2851568749327969,0.4152362066346478,1.3311552990545967e-05,0.09465956945931424,0.18948690100753107,0.26390275403203617,1.0598121025802443e-05,0.019218673182656982,0.049625170017145684,0.1019914833125139,3.580758071448122e-05,0.017558537627175408,0.0707420032025922,0.13354094786450132,7.60791172883375e-06,0.1592753577468607,0.4050783186837796,0.446453654768591
36,5.735089730538718e-06,0.25021764484689535,0.34420474427630954,0.41641279015710675,8.93199689795204e-06,0.0920960608879189,0.20230851121893628,0.26698713644363625,8.342509835451355e-06,0.09721237886296687,0.21530276801493967,0.2708906570645412,0.0007836223187161402,0.11126041491955052,0.43502911396871846,0.9545822547402101,6.24738375885394e-06,0.12948837453090645,0.2128405184017927,0.2844784445633654
37,1.3901466571635546e-05,0.194956679152386,0.40350260775225893,0.5728226730216566,1.6618961775522145e-05,0.27580689778547607,0.45925833642731423,0.5260345737195897,8.510904076332144e-06,0.06651672399201095,0.17033938575772525,0.22311759631628345,4.3081675142360725e-06,0.043576524419506775,0.11706230483704211,0.2028470545197957,6.7330946872443926e-06,0.136322786321449,0.3026802808706406,0.3791156582987036
38,4.3007207207032296e-06,0.15564652759456432,0.24761108846590624,0.3106980096834377,8.152046734924742e-06,0.04250682472171755,0.16191151081628374,0.2628387489940488,8.873704070439323e-06,0.17552093174895422,0.3380994142845837,0.3910516715015377,4.894366208263374e-06,0.026979222299248543,0.1124413837502771,0.18875523538595704,9.105924331424788e-06,0.07123316625623563,0.20599964139160143,0.27736530429305983
39,9.270810740200405e-06,0.1879003103283845,0.29996736040433164,0.42522656220398586,1.0019093040344101e-05,0.047258434990232814,0.14490887826131096,0.24750491612611397,1.052133302521633e-05,0.226131601577257,0.39671038283453414,0.4468904418592231,4.277591584494248e-05,0.021696040061536824,0.07003499229839183,0.13828799844338097,1.0196810395707255e-05,0.13308541837483276,0.3991509778013207,0.4760080082696396
40,7.665882886807146e-06,0.21261243416740291,0.31169167651204105,0.40556616349350616,6.492358274710191e-06,0.08151086258291614,0.17662008572156032,0.2619572707026786,1.1786617351099471e-05,0.2387312531939916,0.4832173680336123,0.5210467123824508,5.276226529560072e-06,0.2908687978143816,0.3598612817574593,0.44031705864193965,6.707075858815756e-06,0.2015539417874497,0.2992975653324195,0.3837763768658793
41,3.468193681494671e-05,0.1980263198919198,0.4187697393622567,0.5552929921936467,1.99574811389356e-05,0.24359189800184633,0.38278155176789447,0.43404722858319184,1.0122002890930062e-05,0.2563536319069736,0.5228334430486509,0.5647208004305079,8.399546825559636e-06,0.07680490988503037,0.22417771944896575,0.3449221196406291,5.423118012586083e-06,0.22978498112265633,0.29058537919038296,0.3495984183519914
42,3.5684407721276962e-06,0.14272119949795525,0.24653255153776538,0.3099784305572817,7.6244941166095315e-06,0.046358143435283626,0.12653991344315732,0.21799985031099664,7.395283897750997e-06,0.03811599782924773,0.11380722583103423,0.1715070361157019,1.3683791351507551e-05,0.16144714772098412,0.30852212197729706,0.40103976235907596,5.75542985875448e-05,0.0855376295455541,0.2657908123231419,0.4750138887088701
43,3.617441166077415e-06,0.2059028549874691,0.3281182994315072,0.3946379234285991,1.3607334677521692e-05,0.23359414474652096,0.39529724711211983,0.506469558377339,5.528973913693573e-06,0.07452124188047596,0.16365043274950986,0.23249219601993673,4.414158865974605e-06,0.1797088144751735,0.2827842188764279,0.38358263824028066,1.2989928131430342e-05,0.2761043784782765,0.46420522712543594,0.5540382047429897
44,3.4798346116544384e-06,0.10954843633369102,0.19835527901988467,0.2915187932066988,1.0884086424578166e-05,0.3117116845804677,0.46901550666034736,0.554704523331776,1.0828750625261197e-05,0.29436069614528054,0.5417223937435163,0.5781889007353477,3.495631839649811e-05,0.23159359469187438,0.3388189682404033,0.4258039969099492,5.071663707783685e-06,0.13102089021989358,0.22807327011566433,0.29856437604583863
45,6.180190589206951e-06,0.26196144522317477,0.49473028190979357,0.5891723541257443,8.338942136550218e-06,0.053574918261317606,0.19317349445191154,0.3334123444554717,1.0555528087281101e-05,0.3189033721531178,0.5814875361187598,0.6158735054003879,5.5185954863622615e-06,0.3558120757532314,0.4395206077704937,0.5071948058553619,1.766124708377213e-05,0.13020705185743123,0.37052855367027704,0.636063378121088
46,3.3078135158999956e-05,0.10111435337914305,0.31463034512521143,0.4464130608205314,8.356964719554781e-06,0.06049822570272647,0.18079905338429686,0.2847929475447346,8.76187218231855e-06,0.24011308057440653,0.42967011252233606,0.47498290309511415,4.7864282522785544e-06,0.26191364103217196,0.34713284960587154,0.42952733286261013,4.61815373473913e-06,0.1547118552025182,0.20521241305094168,0.2586395499496617
47,3.307951693756293e-06,0.19193960395449308,0.2749924451258705,0.36037773869358886,1.6107138159315328e-05,0.10143694199610198,0.24272816455594473,0.2920727809583843,1.2159563246259557e-05,0.31891123570938706,0.6123141351369035,0.6632220404101024,3.89710956530483e-06,0.15888392874617113,0.2593234715835259,0.36466287795509755,4.2490482788058226e-06,0.27487839583176726,0.33620914030932625,0.4009164800382406
48,3.1511957333653173e-06,0.3117821535833585,0.3834493203394013,0.46147552978565193,2.76780158033461e-05,0.056316714602215844,0.1911790246027895,0.31362713205368575,1.2889339836900321e-05,0.2075680377433596,0.4181692386456105,0.47091653785836135,5.748089025014127e-06,0.501104397777573,0.555483943111884,0.6096393057971424,8.917371365375042e-06,0.2136993723901838,0.431480856220637,0.48764576499690165
49,6.002703885105483e-06,0.239866686258376,0.3215144705837514,0.4092830943767653,1.1676052141793541e-05,0.3364482629371196,0.5245001456905848,0.6122708921094371,7.495073719317557e-06,0.18755594984270418,0.34617328516062684,0.393010848999795,2.703381468847602e-05,0.44767335758047655,0.6603395132302717,0.8851797476303568,9.475498500504623e-06,0.17402052257267034,0.5846534346897988,0.6636255967022223
50,3.0146684583540084e-06,0.14634128548176212,0.25774488718483063,0.3584855366157837,8.886003749524186e-06,0.1808623819083653,0.3679493094338698,0.4556895063501377,7.106310918704169e-06,0.20907851214785447,0.39976170041988773,0.46561893427610457,8.040753022515212e-06,0.26883359222117514,0.4132095419440645,0.515489174302668,5.352582214597802e-06,0.2790608975233288,0.3278231816868801,0.4055039559376601
51,5.116055493513458e-06,0.2669198807379847,0.4497523076332181,0.5509598710616729,6.3793063967313435e-06,0.09794903585727549,0.24969967422255224,0.3275387868952062,8.642142308386918e-06,0.2253277605775214,0.49643391348043114,0.5409290525229756,4.582855581950192e-06,0.35248042260126267,0.41356195074295365,0.490693397007766,5.728135997410536e-06,0.19056193574014293,0.23309855058847448,0.3027143616874958
52,3.837679574131714e-06,0.17308824878073809,0.42994970377032077,0.5433914570265408,1.8911602442686194e-05,0.14381582540669086,0.4389059269487097,0.598105520772451,1.3923733339691974e-05,0.2752449060901717,0.5621895193947182,0.6354337244357608,2.796623257287069e-06,0.08575501999065813,0.1866102992168209,0.29178672146368023,4.137047394591544e-06,0.11194764936220057,0.22296368555118645,0.2847352900816546
53,1.381897860272452e-05,0.14975517210435713,0.45973538137763803,0.6142563060521294,4.6135362627505334e-06,0.03429908151276771,0.11389466769515928,0.19457027246310016,1.2322344606836907e-05,0.19730115074433022,0.5414102473662018,0.5861333175284624,5.983755774638766e-06,0.1946278954243315,0.3949118592470734,0.4503777057399336,4.203506967224582e-06,0.23162044972075202,0.32042887186849367,0.38758045045017936
54,6.668906893404361e-06,0.2069411010436168,0.4088200426480488,0.5216643819544488,4.5604288865042814e-06,0.02994331449938674,0.09707228159673165,0.17151826226355243,9.675359285853725e-06,0.3004106680003753,0.6176576104190371,0.6680673713963258,5.613705335473376e-06,0.35883168666748455,0.4432859607982181,0.5504793283730691,4.1808352005359834e-06,0.20698235649731614,0.2712890053869421,0.3426670203057102
55,3.807374638585214e-06,0.3113236341907592,0.49212207255738444,0.5735033926598063,8.022591506169493e-06,0.1095883510165245,0.21022527379356626,0.29520622354541726,4.371888208049448e-06,0.034188472771196576,0.08262918949881232,0.14038817585263366,3.5243301855257216e-06,0.2706009617841662,0.3434301278109249,0.4447142031847348,5.78868103999072e-06,0.14541349666413972,0.31915632167733254,0.41944189520058217
56,4.517572991811653e-06,0.27786354165700666,0.337865422943471,0.4182181114473921,4.117717035858876e-06,0.025595269519160583,0.09729693477255623,0.17910645326225944,8.782779338974274e-06,0.14679482918535916,0.41321591163511884,0.591291252739273,1.0548233813978048e-05,0.06260723565117449,0.13196922403177067,0.24232243299370992,1.0463558953249286e-05,0.35804586881860195,0.5205737504874545,0.5754468037335334
57,1.5391888083761372e-05,0.13064986981897908,0.32344706402285356,0.4966652998792619,5.811598259054455e-06,0.23518784644699697,0.3555677290960436,0.43917270465129354,5.881232805768862e-06,0.19452323842893168,0.3659896611163697,0.42759911421316993,3.885966480261491e-06,0.37068310754451406,0.4416544378091744,0.5191507791660197,1.125134275163841e-05,0.13956810058494387,0.3127382956010284,0.35901457284721433
58,4.091108960369925e-06,0.4163635093849753,0.5078603018012913,0.5937255705920195,8.507735000823095e-06,0.0377144870389991,0.11280774108216107,0.22719644342484271,7.409339666430576e-06,0.25361324372223426,0.5182592885061039,0.5991912193425998,4.780486054973054e-05,0.03990743745698643,0.1879512029117431,0.3785018991256168,4.523389320313741e-06,0.22427756211396654,0.41312280463290646,0.478722971583167
59,2.5146497667675576e-05,0.15496270488845781,0.4949041534149367,0.8020226888870199,9.603986012996001e-06,0.08913285423078932,0.19855519150130088,0.24973392469444966,9.055545494813356e-06,0.31851445852355853,0.6044980440713545,0.6965318404782104,3.5828429329980565e-06,0.03321171906954164,0.12141372914911087,0.25160230126027294,4.792072647776477e-06,0.16503978626884744,0.2222581727293915,0.27737803654610016
60,7.496718940568624e-06,0.605858217020857,0.7417524397891059,0.782624599607897,9.091569408832842e-06,0.14667340640935142,0.4784574551663821,0.5580933064657789,1.963942735266961e-05,0.25593475075645955,0.673462868355148,0.8095940011589362,3.98911474364264e-06,0.2880898285815745,0.35766942799887647,0.46141829216013996,4.372651720657537e-06,0.32236178351539807,0.45124741595559087,0.517455499993282
61,6.6276019582379845e-06,0.2561636766260201,0.4520444256846853,0.5257279907075896,4.156876180425183e-06,0.16165798749741106,0.2538186642176029,0.32879432988866364,1.1989845164906937e-05,0.20651871598136412,0.4921141091254126,0.584693422307206,7.016766659784833e-06,0.06104578398821525,0.1787401198563362,0.3289882673120846,3.4660503713740356e-06,0.289191082403153,0.348443179581971,0.39623034831433207
62,3.0387611937412082e-06,0.3408326012702584,0.5250177283802405,0.57334749588719,3.905648501950476e-06,0.09381272909378557,0.20443846638632093,0.28511278007871277,3.8036940901724043e-06,0.06754908834263589,0.1865231863306738,0.2538960424468936,5.649386802305247e-06,0.0864703260536343,0.24542908514843179,0.41660406239219094,8.041654935591643e-06,0.2494319607968885,0.4976031409217774,0.5641302834090788
63,9.5697035073697e-06,0.36507912473062676,0.663826019880139,0.7255788646851054,4.0839140950268696e-06,0.055884420731203276,0.1884549890762715,0.3017206087503767,1.1477136577091296e-05,0.1305043326445286,0.49221097415808895,0.6402233549482944,4.8198947959150345e-06,0.18894695841334902,0.4221915850775549,0.5642830422123802,7.4178322881748595e-06,0.4042162138401878,0.60872911812941,0.6501028387299801
64,2.073045937585573e-06,0.15097593177891033,0.2524428082486873,0.38476106392274073,5.857992338675598e-06,0.17381042807470737,0.312846057708432,0.3970597173452003,4.659568869200811e-06,0.03229601116181045,0.10031945050311937,0.17010688382451628,2.7567610090803253e-06,0.05401253314676778,0.19858640263946878,0.39759741908794016,4.141608462533926e-06,0.13496560904992197,0.3327212102306419,0.40047600514237963
65,3.6990867698069904e-06,0.19816637107047233,0.4007669984650716,0.4768538875585015,3.691546712779682e-06,0.07681725021398336,0.20543879539421625,0.3128402937780117,7.455766314790655e-06,0.2729267173312539,0.5276149211501244,0.6567542297552217,3.246854816550275e-06,0.11313147379380724,0.19626944670844346,0.30125869892257057,6.706316372171162e-06,0.09978805329638962,0.3264338421659273,0.48561253104404045
66,0.00010196769068439258,0.776994039386567,0.9781677364179016,0.9850220288113515,6.063452266608385e-06,0.374278297036703,0.48176488345163393,0.5626257075764465,9.98977083648788e-06,0.08850467217818914,0.33286956025864806,0.4799533131315715,4.72265668133188e-06,0.05732259886749412,0.16717225430432162,0.3539613597000795,1.1630444196819166e-05,0.21426905452294598,0.48308567285842335,0.5915554375814822
