epoch,au_e_per_atom2,eu_e_per_atom2,rmse_e_per_atom_meV
0,0.014068639086377874,0.0012954542607880358,17.67498764354173
1,0.029400307710187087,0.0011898827161805924,7.227500133639307
2,0.035188386281141674,0.002280041331751036,31.144358760640657
3,0.03901547767955699,0.001118659921967472,17.594316212685243
4,0.031636843705347695,0.0010415637784202108,16.80414215355965
5,0.041271173439400906,0.0012202716036171539,13.944589971254887
6,0.03420197213170183,0.0012006577293782552,18.184022271118412
7,0.03582231970387861,0.0012543937011574838,14.614497146810058
8,0.02594390330788622,0.0027931488508509323,22.218015176358847
9,0.023708389812721192,0.000701299822307807,11.569049627858675
10,0.014849201544845318,0.01374205680864685,51.89467308592947
11,0.01354337749850019,0.0012457616581664174,7.40379049754505
12,0.03770657601626193,0.0004999502727285766,35.91817933281102
13,0.03139033762689634,0.0007762540847790074,30.70871338016084
14,0.02767352025680796,0.0013827329892233443,23.278784779718844
15,0.02838656429127792,0.0013838494912003579,8.040673694895691
16,0.026585080535984774,0.0005272061733133439,9.544053404367322
17,0.018106586111952094,0.0005681606514212146,7.155321547886469
18,0.009370177386995297,0.002924632566278712,28.656974591779047
19,0.011878307286270089,0.0007395463376742331,11.785347119947582
20,0.016198248923395085,0.0011796663618922373,9.483201009223166
21,0.01725696736188392,0.0005393132365291444,9.349513938169043
22,0.01414141408211282,0.002041366175781159,21.323101095262984
23,0.01329624959892584,0.0020124120896497523,7.601513314782223
24,0.010828850113247818,0.0026478610178241545,42.12756437608592
25,0.01570893154744336,0.0005103189015033753,13.172071314747098
26,0.01302233577616794,0.0006393046929339816,14.970909988532812
27,0.008098040769994708,0.00033653819142548543,11.758293906423088
28,0.005410751177727343,0.00026424812069558576,6.013521485686429
29,0.0032302115142547635,0.0001574568422566965,7.134305553455416
30,0.0013626882075041021,0.024318865947432725,71.54558934029603
31,0.007325158149750908,0.00023094524846270636,6.405775280689932
32,0.007715252226437591,0.00012915127106169998,6.275994495486007
33,0.003566866577127817,8.32431872777595e-05,6.6813750257558056
34,0.0020990877753225344,0.00010617748275048009,6.268680203294338
35,0.001188813518786502,5.1263185472359795e-05,5.612579149996393
36,0.0009355078259404,0.0001057084952256889,5.1333084453489235
37,0.0007935642131122831,5.488749081631674e-05,4.387419290244002
38,0.00028018785496936955,2.7654837740705206e-05,4.39524622965957
39,0.0006025426540928041,2.340627154633454e-05,3.5251660994441294
40,0.0003274991823927209,0.0007138031445512686,3.944055792884992
41,0.00025343189902476385,3.657138838859983e-05,3.1458742245846105
42,0.0027727692939692994,0.00041827474381402546,11.923808920447412
43,0.0010456666744403699,9.015141286360014e-05,3.885629986923788
44,0.007210840315724522,0.00010724430222368002,6.2893804743267046
45,0.0143770105119059,3.3556377562467085e-05,3.973359157708598
46,0.006419843442922192,7.157449874218689e-05,4.486810607166593
47,0.0004921842038794348,1.3996056988485724e-05,3.172636463172736
48,0.008063434676629025,1.5329515179354646e-05,2.8386514975818398
49,0.00046031477256890476,1.3618843630139135e-05,2.9534668163677376
50,0.0008176116147450666,1.756638426148127e-05,3.3317141456377772
51,0.0003195044035880805,3.761085847915751e-05,4.47717497836983
52,0.00018090973540201436,7.212617040715712e-06,2.857437129418379
53,0.0004968965504673778,0.0003844813915504626,3.2259734838299132
54,0.004756177419397903,3.2064501626739716e-05,4.042894567274071
55,5213.287753468607,3.423808965904162e-05,2.999388614869861
56,6.031476447854029e-05,1.6895460752196965e-05,3.180277608875629
57,5.812109358456633e-05,7.21532603153984e-05,3.284103527894657
58,1.1586094385193528,0.00010516254078669594,3.2071598183670837
59,0.0003251155350334795,6.105174783215927e-05,5.106114305506005
60,0.0024461252244252544,2.3486146049323285e-05,3.744056540288675
61,4.834397871161973e-05,1.6530127092515788e-05,2.5040654897756713
62,4.8983560082556785e-05,2.597857396237868e-05,2.5908632288920095
63,8.837834739716445e-05,1.886882669512075e-05,2.662894524879589
64,6.295880873740052e-05,2.7273203411222475e-05,3.0442484377268433
65,3.536643819837422e-05,4.630384907019719e-06,2.400472583960434
66,8.990025357632254e-05,4.733428240162693e-05,2.5470517585220045
67,4.486142136884699e-05,5.5208345373486624e-06,3.3979085334039536
68,5.794248940115708e-05,9.296361275608205e-06,3.9062134641705772
69,0.00022708048946936145,1.879706213601374e-05,3.302297287813593
70,0.0005968806530626152,3.483651124922747e-05,2.597630446262381
71,2.4720398257272105e-05,9.331784383865791e-06,2.280214492543621
72,3.871727468684025e-05,1.0464874843650493e-05,3.389212292641111
73,3.456874148502235e-05,7.089349678876012e-06,2.1549416239893944
74,1.6472349429211238e-05,3.7315453300416157e-06,1.956157256464866
75,2.186238126910192e-05,1.0255597659909565e-05,3.114935699471667
76,5.5413827317532196e-05,1.097993437841663e-05,2.449516459627879
77,57229775585389.28,2.417278172647231e-05,2.5972862474558798
78,1.8170559866297624e-05,1.4465066987788644e-05,1.8981256633248853
79,0.00010817723641325532,2.5029545042583888e-05,2.3572150172539996
80,0.0005244047833269215,4.391016276955816e-06,2.0749307570068347
81,1.9443065436781973e-05,1.0369817079768206e-05,2.448118241319442
82,3.8087033915220936e-05,1.565523126763051e-05,2.497082617287107
83,0.012350467669799399,1.0763884384163467e-05,1.8444902161608883
84,67214.63209210224,4.335449903021292e-06,1.8580687725068523
85,7.423017349918785e-05,1.1508517503281143e-05,2.4606135726617997
86,1.6673894608683748e-05,7.91222331528919e-06,2.1278045614975123
87,1106158.8577671894,8.56715586422517e-06,2.148084274870664
88,1.5766055023184987e-05,4.751714445205819e-06,2.0185714973911586
89,54263479410123.336,6.897088705131216e-06,2.114594112526831
90,0.01581437749454837,6.556977526937224e-06,2.1446956752639372
91,3.302289130693331e-05,2.5479251665509134e-06,2.2490007255869253
92,0.00012800032546609098,1.6277365085176588e-05,2.535383779767418
93,4.765539515822324e-05,7.750945950487153e-06,2.5147007958902083
94,1.058369380259574e-05,4.171525054617328e-06,1.808864736614328
95,0.004719041750193642,9.40643300723254e-06,1.9381283725937866
96,1.727603487003602e-05,1.0286314979674429e-05,2.585960170735904
97,0.08425405153458487,1.1346857785796711e-05,1.7273517348804606
98,9.781613378445835e-06,1.2883636708437876e-05,2.572238051387975
99,105.96615676296226,3.5580763635569494e-06,1.8511310132424912
100,1.3273966061272612e-05,4.615807952370335e-06,1.762880679398219
101,0.0009021232132144213,1.394228329745487e-05,3.9621425231765333
102,152525781781.0561,1.5242170832838143e-05,3.5154764950989583
103,6.868500890856266e-05,6.209385454742568e-06,1.886106757479415
104,0.040886405256322006,2.3028225789560043e-05,2.3136527071300717
105,438740.08638076927,1.2692715054843912e-05,2.691790003106906
106,0.0002217202566671682,2.107823626371353e-06,1.6241187597031153
107,0.00023918288283106425,2.673393363100507e-05,2.7267153467751837
108,0.4872161127798531,2.3063132683263203e-05,2.9394013373452554
109,1.5037440999318843e-05,5.428509846387002e-06,1.6093439212981
110,28543813.993960608,5.388490299287289e-06,1.7696030054423422
111,9.034941018539797e-06,2.9133283746772913e-06,1.4964203821638162
112,2.461459906368709,1.0064373103271544e-05,1.598359648657584
113,1.083405667391754e-05,3.3018731708870777e-06,1.7666208057423005
114,0.6725148261902693,8.510474011034818e-06,1.4755135997599405
115,39127507720.82381,0.00012154216172605907,5.604415784332427
116,3.270879728245293e-05,1.2425997800565302e-05,1.6934960474924332
117,74878.57563330232,2.7943310291434897e-05,2.7450745416032154
118,0.009904546068861183,6.979411653042886e-05,4.145742211311111
119,2.724915931187209e-05,5.507743129867043e-06,1.8590010649826902
120,6082851984.64659,6.179001414293091e-06,1.7702038618429978
121,7.959293344764842e-06,2.905354277331331e-06,2.1601009432077056
122,753372.9925835368,2.7616686253792265e-05,1.7814632595822812
123,0.10302575721239914,2.317474150364772e-05,2.790868042943952
124,6.778975344839325e-06,2.4604026009482452e-06,1.349270616325927
125,0.6342086916965087,3.0548242106337965e-06,1.409389164958076
126,8.472111952679646e-06,4.930184189075721e-06,1.4732661554391848
127,519.1241725533285,3.820144038720549e-06,1.6228224119683738
128,5.714840189750392e-06,1.1126265720870996e-05,2.122486789343985
129,772.9847987185324,1.0860322774787471e-05,2.0593075898035704
130,1.0809938221164484e-05,2.282658503078104e-06,1.5561937101439929
131,1.0435695713779254e-05,5.106871162086427e-06,1.81273902400601
132,58312895.09494563,1.4425212463882239e-05,2.635955364526521
133,9.148566023585103e-06,3.128899222107813e-06,1.6677845048065316
134,5.1905538871687264e-06,7.467431703734423e-06,1.2042748896671
135,5.046852936151671e-06,4.481972091066603e-06,1.2260691593743331
136,0.00023812975368728542,1.960955548997177e-06,1.3502219791529706
137,1.2282574679885124e-05,5.26368024861759e-06,1.5597138241986797
138,8.040422811493783e-06,3.3509049090181514e-06,1.854647412925788
139,8.36306338765058e-06,2.7085672227665387e-06,1.347878479669574
140,8.376318993598948e-06,5.9833193592862594e-06,1.2912978693541057
141,2.3948551664997492e-05,6.812685610125653e-06,1.2109780409221627
142,1.6623556525198802e-05,4.057010968784442e-06,1.3390132649558828
143,10446767.131381625,5.6419729486986955e-06,1.5206062599260592
144,0.028605029613746717,2.1569120777086016e-06,1.5080953877023304
145,2580.388776442065,4.005347126036584e-05,3.2771196253415966
146,1.1712076324205427,2.073220199150467e-06,1.2407502793472376
147,5.6997804709964784e-05,2.103494323310087e-05,1.4292923230002992
148,5.130303322881958e-06,1.588604043335928e-06,1.1763751331608556
149,1.780519561669883e-05,1.421126421720746e-05,1.5291499217029692
150,5.307919208883875e-06,1.0012786156690992e-05,2.3739621932496107
151,6.694500928695677e-06,2.5806348622894383e-06,1.133811078573722
152,0.0006189968146173625,1.3575056807677294e-05,2.095856041951853
153,5.165436231513551e-06,1.2382782238409457e-06,1.135594813381636
154,4.960733553755036e-06,2.497751168430588e-06,1.1004377769643157
155,14297790952315.857,1.9673126230727788e-05,1.4592662785430137
156,8.163594978136526,1.817398038878879e-05,1.3889592678665883
157,8.006102183101156e-06,2.8319952847133652e-06,1.1975935720547783
158,1.111769568576705e-05,4.544538404783886e-06,1.4819982640196179
159,8873.569703077339,6.835880779511488e-06,2.7148639608830476
160,6.2687377694380845e-06,3.712224787335895e-06,1.3638624384883888
161,4.754943545197124e-06,1.2854289994728735e-05,1.1167533281052393
162,8.010079784598375e-06,3.448189814720672e-06,1.183635037716876
163,9.505159459763666e-06,2.0811008608473184e-06,1.1587538908567758
164,9.920962834664684e-06,7.62056833590532e-06,1.8051235305524225
