epoch,pearson_aleatoric,pearson_epistemic,pearson_total,spearman_aleatoric,spearman_epistemic,spearman_total,ause_aleatoric,ause_epistemic,ause_total,nll_energy
0,0.23132491171645686,0.3016541962487498,0.28556752971787097,0.1680398548242881,0.35156914706489784,0.31321451445691495,0.3081528361758038,0.4202318348157812,0.25481795689364645,0.10057711071938276
5,0.6936534297059518,0.737537550667127,0.7274543678799943,0.47106199692087414,0.3720839675087526,0.4732845473433798,0.155356907837377,0.28976343370808516,0.15764007906800293,0.02684773149009234
10,0.5824447708662736,0.9205138845991526,0.8571118732516714,0.44796782755956627,0.3400323498107626,0.44443429794320843,0.1233999903939342,0.25034507350258295,0.12520679362484455,0.0030846623461598553
15,0.320830794952864,0.3512584644858993,0.3253197155016125,0.4815152711271167,0.3782060275024615,0.47799816926233724,0.12968261271413337,0.27787001978091364,0.13136981709319176,-0.01080168509461727
20,0.2723492101927797,0.09536753772599543,0.23512844659137228,0.48330452733233875,0.38344854636809134,0.47786867727981736,0.13170830918064233,0.2858451462992062,0.13358129895350251,-0.021443158487636373
25,0.24139667047110525,0.13146899275959206,0.22128056812537444,0.5004754973351043,0.3809646297699884,0.4972542756147071,0.12029442022798303,0.28578373526648815,0.12326030289534631,-0.020106076940053733
30,0.21412446822527997,0.3581446380665782,0.22339533795549504,0.4966195683602967,0.35851971937492993,0.48614943659655036,0.10884584652524626,0.2679965139385573,0.11422129857905686,-0.026257538050896874
35,0.4405117416802436,0.407169229623724,0.4522207854752639,0.4825920207925961,0.3833686325085374,0.4731162327961064,0.10868746242075489,0.22196431736056643,0.11201624955557986,-0.036073969007718545
40,0.24924218011941307,0.14443937765855744,0.24679541385571938,0.5105456528569787,0.41164204723019393,0.5052931854264588,0.11116682493520746,0.2194119413569698,0.1136310635667642,-0.036169293075413764
45,0.3033371329211161,0.11505072421736047,0.24319621090065502,0.4994465056025474,0.37607199587402135,0.4869726737414525,0.10615380751252806,0.24260811018910455,0.11206194160793001,-0.0381839439253161
