epoch,au_var,au_var_mean,au_var_std,au_var_ci95_low,au_var_ci95_high,au_var_n,eu_var,eu_var_mean,eu_var_std,eu_var_ci95_low,eu_var_ci95_high,eu_var_n,tu_var,tu_var_mean,tu_var_std,tu_var_ci95_low,tu_var_ci95_high,tu_var_n,rmse_energy,rmse_energy_mean,rmse_energy_std,rmse_energy_ci95_low,rmse_energy_ci95_high,rmse_energy_n
0,0.007187496210828306,0.007187496210828306,0.00133451710048138,0.005530740017271727,0.008844252404384885,5,0.002570771557145148,0.002570771557145148,0.0008542837137952014,0.0015102082767089648,0.0036313348375813315,5,0.009758267771610757,0.009758267771610757,0.001884707289267168,0.007418469747735095,0.01209806579548642,5,0.04744383292290749,0.04744383292290749,0.0019255175986450197,0.04505337033070346,0.049834295515111524,5
10,0.0016431319083597628,0.0016431319083597628,0.0007420845736621142,0.0007218599268212577,0.0025644038898982677,5,0.0006905353821798699,0.0006905353821798699,0.0003087698924951601,0.0003072083857774786,0.0010738623785822613,5,0.002333667290635887,0.002333667290635887,0.0008392120974128318,0.0012918148935442428,0.0033755196877275316,5,0.024906292064011196,0.024906292064011196,0.0010991904492840567,0.023541685657624416,0.026270898470397975,5
20,0.0015315231586249575,0.0015315231586249575,0.0009780066240853936,0.00031736222265166475,0.00274568409459825,5,0.000825802267730979,0.000825802267730979,0.00093456043113203,-0.00033442174286610435,0.0019860262783280625,5,0.002357325425264971,0.002357325425264971,0.0017795004915705564,0.00014813795229588148,0.004566512898234061,5,0.022246176327807805,0.022246176327807805,0.0018712319118705562,0.019923107512538233,0.024569245143077376,5
30,0.0017663767753961547,0.0017663767753961547,0.0007555924063306282,0.0008283352931693376,0.0027044182576229717,5,0.0026288859293465963,0.0026288859293465963,0.003758255922439773,-0.0020368570380734485,0.007294628896766641,5,0.004395262764982996,0.004395262764982996,0.003665099146187052,-0.00015482933069266465,0.008945354860658656,5,0.025346468342214136,0.025346468342214136,0.006398769603068116,0.017402620213778267,0.033290316470650005,5
40,0.0019742294594852832,0.0019742294594852832,0.0018380526338367142,-0.0003076484453340025,0.0042561073643045694,5,0.0003692291810483248,0.0003692291810483248,0.00023722389864955267,7.47240276819755e-05,0.0006637343344146741,5,0.0023434586373143468,0.0023434586373143468,0.001961081082504974,-9.115477328547469e-05,0.004778072047914169,5,0.019103847403345264,0.019103847403345264,0.0003644618803971327,0.018651380756461968,0.01955631405022856,5
50,9.345778348241538,9.345778348241538,20.896483512926054,-16.596473325495054,35.28803002197813,5,140105.30488602645,140105.30488602645,313284.9839449157,-248827.0192571324,529037.6290291853,5,140114.6547516101,140114.6547516101,313305.88956776453,-248843.62298938763,529072.9324926079,5,55.811712509815,55.811712509815,124.75555284467728,-99.06793255538366,210.69135757501368,5
60,0.007743141482360175,0.007743141482360175,0.015043047153963093,-0.010932274166717725,0.026418557131438074,5,3.6347170799453665,3.6347170799453665,8.127226690717078,-6.454949925016127,13.724384084906859,5,3.6424602833645863,3.6424602833645863,8.142256078885437,-6.465865180094225,13.750785746823398,5,0.2976368645874471,0.2976368645874471,0.6282202816456259,-0.48227659036851767,1.0775503195434117,5
70,0.0018596111335276784,0.0018596111335276784,0.0018181503775126229,-0.00039755881781630546,0.0041167810848716626,5,0.000516272669361523,0.000516272669361523,0.0009002544081689457,-0.0006013616164580493,0.0016339069551810953,5,0.0023758837870530513,0.0023758837870530513,0.002712117129419501,-0.0009911145452994106,0.005742882119405513,5,0.017787771675012137,0.017787771675012137,0.002454153429361005,0.014741026232360769,0.020834517117663508,5
80,0.002077487778157985,0.002077487778157985,0.0030355315955487923,-0.0016910182753411148,0.005845993831657084,5,0.0003042927954784445,0.0003042927954784445,0.0004155484292297067,-0.00021159601074268662,0.0008201816016995757,5,0.002381780567838543,0.002381780567838543,0.003449234799918559,-0.0019003235099096121,0.006663884645586699,5,0.01706997709452001,0.01706997709452001,0.002402640801926237,0.014087182772853257,0.020052771416186763,5
90,0.0009094620443072818,0.0009094620443072818,0.0007394971362815342,-8.597724435921352e-06,0.001827521813050485,5,8.933760952503052e-05,8.933760952503052e-05,1.9393519766141438e-05,6.526123465068317e-05,0.00011341398439937787,5,0.0009987996575771033,0.0009987996575771033,0.000731703461925497,9.041546230933203e-05,0.0019071838528448746,5,0.016101923336057884,0.016101923336057884,0.0010087723050515806,0.01484956788577576,0.017354278786340008,5
100,0.0005927816951693657,0.0005927816951693657,0.00022985015080035078,0.0003074307912423701,0.0008781325990963613,5,0.00015977118219949942,0.00015977118219949942,0.0001869110382257679,-7.227231886386683e-05,0.00039181468326286565,5,0.0007525528693904108,0.0007525528693904108,0.000407994684563788,0.00024604177234609833,0.0012590639664347232,5,0.016035751849100784,0.016035751849100784,0.0006450873315131081,0.01523489854307442,0.016836605155127145,5
