metric,bin_index,bin_left,bin_right,bin_center,density_mean,density_std,density_ci95_low,density_ci95_high,density_n
aleatoric_var,0,5.608670562651241e-06,0.000594624149498486,0.00030011641003056865,1671.0507324069335,3.064497828891854,1667.2462657902631,1674.855199023604,5
aleatoric_var,1,0.000594624149498486,0.0011836396284343209,0.0008891318889664035,10.858729226462907,1.7293443999534572,8.71180878281944,13.005649670106374,5
aleatoric_var,2,0.0011836396284343209,0.0017726551073701557,0.0014781473679022382,3.6218629384538312,0.4225751739745841,3.0972506749818205,4.146475201925842,5
aleatoric_var,3,0.0017726551073701557,0.0023616705863059905,0.002067162846838073,2.942763637493738,0.5991842068292561,2.1988974514496817,3.6866298235377943,5
aleatoric_var,4,0.0023616705863059905,0.002950686065241825,0.0026561783257739078,1.961842424995826,0.6432122060782761,1.1633170214569875,2.7603678285346644,5
aleatoric_var,5,0.002950686065241825,0.00353970154417766,0.003245193804709743,1.2347260017456239,0.17985993829118943,1.011436194047285,1.4580158094439628,5
aleatoric_var,6,0.00353970154417766,0.004128717023113495,0.0038342092836455774,0.9740616235993255,0.40552877789666825,0.47061186323028636,1.4775113839683645,5
aleatoric_var,7,0.004128717023113495,0.00471773250204933,0.004423224762581413,0.7545547788445484,0.19702669078714347,0.5099530497698062,0.9991565079192906,5
aleatoric_var,8,0.00471773250204933,0.005306747980985164,0.005012240241517247,0.5144691673940103,0.20145480976435684,0.2643700838540032,0.7645682509340174,5
aleatoric_var,9,0.005306747980985164,0.005895763459920999,0.005601255720453082,0.5350479340897707,0.202328804365877,0.2838638168932588,0.7862320512862826,5
aleatoric_var,10,0.005895763459920999,0.006484778938856834,0.006190271199388917,0.3429794449293397,0.139318909130334,0.17001990361063504,0.5159389862480444,5
aleatoric_var,11,0.006484778938856834,0.007073794417792669,0.006779286678324751,0.315541089334993,0.06597341348474718,0.23363740944846528,0.39744476922152067,5
aleatoric_var,12,0.007073794417792669,0.0076628098967285035,0.007368302157260587,0.3704178005236874,0.12222778839033642,0.21867628640793157,0.5221593146394432,5
aleatoric_var,13,0.0076628098967285035,0.008251825375664339,0.00795731763619642,0.2881027337406453,0.17589195151109668,0.06973904251657106,0.5064664249647196,5
aleatoric_var,14,0.008251825375664339,0.008840840854600173,0.008546333115132256,0.1920684891604308,0.10174414562359547,0.06575669940576195,0.3183802789150996,5
aleatoric_var,15,0.008840840854600173,0.009429856333536008,0.009135348594068091,0.13719177797173587,0.13503114249989104,-0.03044465139962152,0.30482820734309324,5
aleatoric_var,16,0.009429856333536008,0.010018871812471844,0.009724364073003925,0.09603424458021512,0.1401607228882412,-0.07797037900587356,0.2700388681663038,5
aleatoric_var,17,0.010018871812471844,0.010607887291407677,0.01031337955193976,0.07545547788445495,0.10403081643076514,-0.05369513350916991,0.2046060892780798,5
aleatoric_var,18,0.010607887291407677,0.011196902770343513,0.010902395030875596,0.10975342237738869,0.16697146826819545,-0.09753580164288334,0.3170426463976607,5
aleatoric_var,19,0.011196902770343513,0.011785918249279347,0.01149141050981143,0.06859588898586813,0.13503114249989145,-0.09904054038548979,0.23623231835722605,5
aleatoric_var,20,0.011785918249279347,0.012374933728215182,0.012080425988747263,0.027438355594347173,0.06135402829977193,-0.048730519535560575,0.10360723072425493,5
aleatoric_var,21,0.012374933728215182,0.012963949207151017,0.0126694414676831,0.06173630008728115,0.13804656367448684,-0.10964366895501129,0.2331162691295736,5
aleatoric_var,22,0.012963949207151017,0.013552964686086851,0.013258456946618934,0.05487671118869451,0.12270805659954423,-0.09746103907112146,0.20721446144851047,5
aleatoric_var,23,0.013552964686086851,0.014141980165022687,0.013847472425554768,0.04115753339152076,0.09203104244965789,-0.07309577930334085,0.1554108460863824,5
aleatoric_var,24,0.014141980165022687,0.014730995643958522,0.014436487904490605,0.04115753339152076,0.09203104244965789,-0.07309577930334085,0.1554108460863824,5
aleatoric_var,25,0.014730995643958522,0.015320011122894356,0.015025503383426439,0.06859588898586813,0.15338507074943025,-0.12182629883890178,0.25901807681063804,5
aleatoric_var,26,0.015320011122894356,0.01590902660183019,0.015614518862362273,0.06859588898586813,0.15338507074943025,-0.12182629883890178,0.25901807681063804,5
aleatoric_var,27,0.01590902660183019,0.016498042080766027,0.016203534341298106,0.08231506678304128,0.18406208489931522,-0.14619155860668126,0.31082169217276384,5
aleatoric_var,28,0.016498042080766027,0.01708705755970186,0.016792549820233944,0.027438355594347257,0.061354028299772115,-0.04873051953556073,0.10360723072425523,5
