epoch,pearson_aleatoric,pearson_aleatoric_mean,pearson_aleatoric_std,pearson_aleatoric_ci95_low,pearson_aleatoric_ci95_high,pearson_aleatoric_n,pearson_epistemic,pearson_epistemic_mean,pearson_epistemic_std,pearson_epistemic_ci95_low,pearson_epistemic_ci95_high,pearson_epistemic_n,pearson_total,pearson_total_mean,pearson_total_std,pearson_total_ci95_low,pearson_total_ci95_high,pearson_total_n,spearman_aleatoric,spearman_aleatoric_mean,spearman_aleatoric_std,spearman_aleatoric_ci95_low,spearman_aleatoric_ci95_high,spearman_aleatoric_n,spearman_epistemic,spearman_epistemic_mean,spearman_epistemic_std,spearman_epistemic_ci95_low,spearman_epistemic_ci95_high,spearman_epistemic_n,spearman_total,spearman_total_mean,spearman_total_std,spearman_total_ci95_low,spearman_total_ci95_high,spearman_total_n,ause_aleatoric,ause_aleatoric_mean,ause_aleatoric_std,ause_aleatoric_ci95_low,ause_aleatoric_ci95_high,ause_aleatoric_n,ause_epistemic,ause_epistemic_mean,ause_epistemic_std,ause_epistemic_ci95_low,ause_epistemic_ci95_high,ause_epistemic_n,ause_total,ause_total_mean,ause_total_std,ause_total_ci95_low,ause_total_ci95_high,ause_total_n,ence_aleatoric,ence_aleatoric_mean,ence_aleatoric_std,ence_aleatoric_ci95_low,ence_aleatoric_ci95_high,ence_aleatoric_n,ence_epistemic,ence_epistemic_mean,ence_epistemic_std,ence_epistemic_ci95_low,ence_epistemic_ci95_high,ence_epistemic_n,ence_total,ence_total_mean,ence_total_std,ence_total_ci95_low,ence_total_ci95_high,ence_total_n,magnitude_aleatoric,magnitude_aleatoric_mean,magnitude_aleatoric_std,magnitude_aleatoric_ci95_low,magnitude_aleatoric_ci95_high,magnitude_aleatoric_n,magnitude_epistemic,magnitude_epistemic_mean,magnitude_epistemic_std,magnitude_epistemic_ci95_low,magnitude_epistemic_ci95_high,magnitude_epistemic_n,magnitude_total,magnitude_total_mean,magnitude_total_std,magnitude_total_ci95_low,magnitude_total_ci95_high,magnitude_total_n,rmse_e_atom,rmse_e_atom_mean,rmse_e_atom_std,rmse_e_atom_ci95_low,rmse_e_atom_ci95_high,rmse_e_atom_n,nll_energy,nll_energy_mean,nll_energy_std,nll_energy_ci95_low,nll_energy_ci95_high,nll_energy_n
0,0.36187980641747475,0.36187980641747475,0.130326155720118,0.20008445318158166,0.5236751596533679,5,0.1964220273088825,0.1964220273088825,0.03952668459463408,0.14735103414641523,0.24549302047134977,5,0.3423590021643308,0.3423590021643308,0.11191569785375108,0.20341958691927609,0.4812984174093855,5,0.1301847175235507,0.1301847175235507,0.057338507955708905,0.05900097012110267,0.20136846492599875,5,0.12659935257994326,0.12659935257994326,0.08319667686905055,0.023313595030335837,0.22988511012955068,5,0.15062053978469586,0.15062053978469586,0.06421278508203718,0.07090261833445143,0.23033846123494028,5,0.43709478561094706,0.43709478561094706,0.02361574248307815,0.4077766692599735,0.4664129019619206,5,0.48360401263695996,0.48360401263695996,0.04274161224870229,0.4305417995037688,0.5366662257701511,5,0.42065716470238873,0.42065716470238873,0.027996497927322346,0.38590049405181853,0.45541383535295893,5,0.4583870479453476,0.4583870479453476,0.08409205228150952,0.35398971321204237,0.5627843826786529,5,2.930395196714995,2.930395196714995,1.0344698525457614,1.6461371421463906,4.214653251283599,5,0.5498123779506701,0.5498123779506701,0.06944257406320825,0.46360185683090943,0.6360228990704307,5,0.023018729976527395,0.023018729976527395,0.00478385439624923,0.017079742460219156,0.028957717492835634,5,0.004146031674912665,0.004146031674912665,0.0009047345476310721,0.0030228354530195895,0.005269227896805741,5,0.027164761646650732,0.027164761646650732,0.004765962496273583,0.02124798629689207,0.033081536996409394,5,0.11248548918413695,0.11248548918413695,0.008142947085682632,0.10237630585996535,0.12259467250830855,5,-0.7366631300115584,-0.7366631300115584,0.06955766281664062,-0.8230165297838211,-0.6503097302392956,5
5,0.46933802439960515,0.46933802439960515,0.1528680422720006,0.2795577093031185,0.6591183394960918,5,0.4201914416620204,0.4201914416620204,0.14623674364303538,0.23864365132741086,0.6017392319966299,5,0.46216214711858294,0.46216214711858294,0.1373554554752952,0.2916401646760991,0.6326841295610668,5,0.28993524240176527,0.28993524240176527,0.04845770164929918,0.2297767046774947,0.35009378012603587,5,0.32955777278958676,0.32955777278958676,0.07535418684298578,0.23600819165832698,0.42310735392084653,5,0.3387095971512553,0.3387095971512553,0.07458288127805582,0.2461175648377375,0.43130162946477313,5,0.333094528258613,0.333094528258613,0.02693541511746101,0.2996551547160979,0.36653390180112816,5,0.34314334263612245,0.34314334263612245,0.032656365261803155,0.3026016100595805,0.38368507521266443,5,0.3039935769371354,0.3039935769371354,0.04047378611092779,0.2537467904465194,0.35424036342775145,5,0.740912691087533,0.740912691087533,0.020189393825407978,0.715848266471069,0.765977115703997,5,0.5088057690667682,0.5088057690667682,0.30481539622607157,0.13038814114219222,0.8872233969913442,5,0.8029103639051707,0.8029103639051707,0.022806591391588076,0.7745967802663413,0.8312239475440001,5,0.014258082139296458,0.014258082139296458,0.003974182429776753,0.009324273983161678,0.019191890295431238,5,0.005083896765986283,0.005083896765986283,0.0024312772459681616,0.002065551303003483,0.008102242228969082,5,0.019341978906178846,0.019341978906178846,0.005774188713067722,0.012173526055564425,0.026510431756793268,5,0.06938327513152324,0.06938327513152324,0.007116244528286396,0.060548707037304875,0.07821784322574162,5,-1.1252093115341661,-1.1252093115341661,0.1576247299453502,-1.3208948876129163,-0.929523735455416,5
10,0.3390254533059518,0.3390254533059518,0.14595509390919742,0.15782732124157448,0.5202235853703291,5,0.16179362029494973,0.16179362029494973,0.09420356607449179,0.0448431956861282,0.27874404490377125,5,0.29951347114838583,0.29951347114838583,0.13699732982822882,0.12943608914124652,0.4695908531555252,5,0.37815854397027404,0.37815854397027404,0.025784874453757295,0.34614752632506607,0.410169561615482,5,0.2765582749580932,0.2765582749580932,0.039967471196387536,0.22694006068303896,0.32617648923314746,5,0.3769329765142614,0.3769329765142614,0.022916798020765065,0.34848257520903103,0.40538337781949174,5,0.2768570975782695,0.2768570975782695,0.013887429950543076,0.2596163401725787,0.2940978549839603,5,0.3941655522572618,0.3941655522572618,0.035948513463275066,0.3495367331076611,0.4387943714068625,5,0.2797928633778964,0.2797928633778964,0.011332107324376915,0.2657244494258106,0.2938612773299822,5,0.5712986466679266,0.5712986466679266,0.04378486455747449,0.5169412723686649,0.6256560209671883,5,1.2200121016431853,1.2200121016431853,0.47581229487930643,0.6293078190024404,1.8107163842839302,5,0.681208248756459,0.681208248756459,0.04319606958314667,0.6275818427753258,0.7348346547375922,5,0.003573999248541658,0.003573999248541658,0.0007835545561736049,0.0026012437376067804,0.0045467547594765356,5,0.001324920547262591,0.001324920547262591,0.00032444881801351345,0.0009221287145149222,0.0017277123800102598,5,0.004898919797323179,0.004898919797323179,0.001069830305393118,0.003570762980242883,0.006227076614403474,5,0.04632645296417969,0.04632645296417969,0.0013047882012883372,0.044706604156709004,0.04794630177165038,5,-1.8385869681167601,-1.8385869681167601,0.04589939095453414,-1.8955694528050187,-1.7816044834285016,5
15,0.40366727619343407,0.40366727619343407,0.1693603942369951,0.19341228433599508,0.613922268050873,5,0.21105268493750132,0.21105268493750132,0.15997520764674064,0.012449073197619093,0.40965629667738357,5,0.3903106860549261,0.3903106860549261,0.13099665410545105,0.22768293258057257,0.5529384395292796,5,0.38516128028427443,0.38516128028427443,0.020695445460042868,0.3594686103050209,0.41085395026352795,5,0.277910181660307,0.277910181660307,0.027467394420301463,0.24381037446392045,0.31200998885669357,5,0.3842917240774253,0.3842917240774253,0.01697287630959293,0.3632204931893051,0.4053629549655455,5,0.27347825791787567,0.27347825791787567,0.008452768929139381,0.2629844416370631,0.28397207419868825,5,0.38620901332480384,0.38620901332480384,0.024877156049416056,0.3553248962549839,0.41709313039462376,5,0.27456528291523247,0.27456528291523247,0.007361832768567194,0.2654258256307571,0.2837047401997078,5,0.5046768002956454,0.5046768002956454,0.07029606698622827,0.41740669763447175,0.5919469029568192,5,1.4726008561339001,1.4726008561339001,0.37143622491235734,1.0114758050477461,1.933725907220054,5,0.6369983219668549,0.6369983219668549,0.04430149248441515,0.5819995722086991,0.6919970717250107,5,0.002516196290227817,0.002516196290227817,0.0007076210459890862,0.0016377095700422775,0.0033946830104133567,5,0.0007912144785551572,0.0007912144785551572,0.00017289290782361347,0.0005765739949259443,0.0010058549621843702,5,0.0033074107680330055,0.0033074107680330055,0.0008738691888015135,0.002222532807021541,0.00439228872904447,5,0.04061084133020414,0.04061084133020414,0.001760571886471805,0.03842515305684922,0.04279652960355905,5,-2.0500141648721693,-2.0500141648721693,0.05087561140964052,-2.113174452794666,-1.9868538769496724,5
20,0.4801016930069418,0.4801016930069418,0.18848332359300898,0.24610625478272882,0.7140971312311547,5,0.26479975079315066,0.26479975079315066,0.15669657028376807,0.07026645239400528,0.459333049192296,5,0.46596082352723583,0.46596082352723583,0.16188324109642196,0.2649884551531131,0.6669331919013586,5,0.3651663535684916,0.3651663535684916,0.014417122620023457,0.34726800128407903,0.38306470585290414,5,0.2722722664949177,0.2722722664949177,0.013034030611940927,0.25609097444886614,0.28845355854096927,5,0.35561814905487205,0.35561814905487205,0.01352452389716645,0.33882792679136414,0.37240837131837995,5,0.2798163787641852,0.2798163787641852,0.006210031813255584,0.2721068419848638,0.2875259155435066,5,0.37532874539712047,0.37532874539712047,0.015900587004193535,0.35558872408837855,0.3950687667058624,5,0.2858888015302168,0.2858888015302168,0.00682551449742496,0.2774151645766401,0.29436243848379345,5,0.4696383944676795,0.4696383944676795,0.051125747232446214,0.40616757169065415,0.5331092172447048,5,1.2946305220720349,1.2946305220720349,0.21000478621077984,1.0339169425264956,1.5553441016175742,5,0.6226046474220652,0.6226046474220652,0.03880287001167517,0.5744322446882041,0.6707770501559264,5,0.0024304883273970337,0.0024304883273970337,0.0007133834856393401,0.001544847740410454,0.0033161289143836133,5,0.0009042000276289763,0.0009042000276289763,0.00026784695463342463,0.000571677423869066,0.0012367226313888867,5,0.0033346883593616075,0.0033346883593616075,0.0009457865704662081,0.0021605274903571496,0.004508849228366065,5,0.03889307077719424,0.03889307077719424,0.0027809571073182026,0.0354406100257339,0.042345531528654584,5,-2.1417309437179566,-2.1417309437179566,0.04815649569730862,-2.2015155448127777,-2.0819463426231355,5
25,0.42660415866280693,0.42660415866280693,0.20703873922155866,0.1695728224680642,0.6836354948575496,5,0.25973206562026274,0.25973206562026274,0.1984247041526796,0.013394751965007251,0.5060693792755182,5,0.40961749134834424,0.40961749134834424,0.19863808979973413,0.16301526689333493,0.6562197158033536,5,0.3926691894402571,0.3926691894402571,0.023217154580026777,0.3638459059968715,0.42149247288364267,5,0.3049704368969549,0.3049704368969549,0.024466814008863396,0.2745957450843438,0.335345128709566,5,0.38825137201267795,0.38825137201267795,0.018612283723903136,0.36514487429549936,0.41135786972985655,5,0.26884597903660523,0.26884597903660523,0.011418123378974236,0.25467077916836445,0.283021178904846,5,0.35794475054798136,0.35794475054798136,0.01970328084180217,0.33348381815808137,0.38240568293788135,5,0.2713731565214376,0.2713731565214376,0.00880316280726122,0.260444338525358,0.28230197451751726,5,0.44714036632308574,0.44714036632308574,0.07035181557333457,0.3598010537455033,0.5344796789006682,5,1.5026137520769418,1.5026137520769418,0.5018647553769501,0.8795662530987743,2.125661251055109,5,0.6085575991604513,0.6085575991604513,0.045769203115323044,0.551736738110332,0.6653784602105706,5,0.002240843662407715,0.002240843662407715,0.0005697179423967175,0.0015335588106020696,0.0029481285142133598,5,0.0008112192374834558,0.0008112192374834558,0.00018115429906648948,0.0005863225262614366,0.001036115948705475,5,0.00305206290104019,0.00305206290104019,0.0007465919657233027,0.0021251951502818914,0.003978930651798489,5,0.03731719824573819,0.03731719824573819,0.0019507044650253112,0.034895467041946654,0.039738929449529725,5,-2.226364111558199,-2.226364111558199,0.05383901547426427,-2.293203361733263,-2.159524861383135,5
30,0.5690045496019299,0.5690045496019299,0.3708336828244837,0.10862753339341286,1.029381565810447,5,0.3148026394766234,0.3148026394766234,0.3932603230302598,-0.1734162642942052,0.803021543247452,5,0.5422158856124719,0.5422158856124719,0.38277026449731966,0.06702002174045818,1.0174117494844857,5,0.37263005755594064,0.37263005755594064,0.024789185878875474,0.3418551523687101,0.40340496274317117,5,0.2852360837383403,0.2852360837383403,0.012530607381503564,0.26967977398341597,0.30079239349326464,5,0.36997589507233053,0.36997589507233053,0.019725648135108735,0.34548719447196297,0.3944645956726981,5,0.26648419305159776,0.26648419305159776,0.025259461422386408,0.23512545726443798,0.29784292883875757,5,0.3621006163938681,0.3621006163938681,0.04605826097679874,0.3049209001427751,0.41928033264496106,5,0.2697124967870854,0.2697124967870854,0.028652111913347367,0.23414190435796517,0.30528308921620567,5,0.6082243667350788,0.6082243667350788,0.38746188367390155,0.12720402213830923,1.0892447113318484,5,1.1763326320308707,1.1763326320308707,0.41839052165487844,0.6569154677045005,1.6957497963572408,5,0.6113885935682021,0.6113885935682021,0.018700206230430973,0.5881729431416348,0.6346042439947693,5,0.0037893327029782813,0.0037893327029782813,0.004406186131007636,-0.0016807929026634847,0.009259458308620048,5,0.2952132156682381,0.2952132156682381,0.6581295207096156,-0.5218315110008841,1.1122579423373602,5,0.2990025451755494,0.2990025451755494,0.6625038669694814,-0.5234727790154625,1.1214778693665615,5,0.10895311606229037,0.10895311606229037,0.16600799001364738,-0.09713998348344043,0.31504621560802115,5,-2.2736312445604803,-2.2736312445604803,0.02569754484773465,-2.30553384556149,-2.2417286435594703,5
35,0.40157638862312706,0.40157638862312706,0.19627690726224192,0.15790548950797045,0.6452472877382837,5,0.1637858424893664,0.1637858424893664,0.07293884664266136,0.0732348215376579,0.25433686344107487,5,0.3690102666136146,0.3690102666136146,0.190230318527331,0.13284599542614775,0.6051745378010814,5,0.35696963102153356,0.35696963102153356,0.02683480558170785,0.3236551606903971,0.39028410135267,5,0.2652835638132001,0.2652835638132001,0.03698194136406649,0.21937178015560413,0.31119534747079614,5,0.3508910786587349,0.3508910786587349,0.02923638102998392,0.3145951366051383,0.3871870207123315,5,0.2895264305109538,0.2895264305109538,0.014263289154917678,0.2718190570802392,0.3072338039416684,5,0.3850312579696888,0.3850312579696888,0.02237323808999028,0.3572556672619064,0.4128068486774712,5,0.29258119626079865,0.29258119626079865,0.015303129217725798,0.27358289784774836,0.31157949467384893,5,0.35991957460258717,0.35991957460258717,0.11194882932032149,0.22093902780333777,0.4989001214018366,5,1.3741899893331164,1.3741899893331164,0.30983699600273773,0.9895382213375342,1.7588417573286987,5,0.5673310957849212,0.5673310957849212,0.06523662289735098,0.48634211558158424,0.6483200759882582,5,0.0019462041810140364,0.0019462041810140364,0.0008746267615819048,0.0008603857199553785,0.003032022642072694,5,0.0006217260420449385,0.0006217260420449385,0.00021535893126337327,0.0003543654791269981,0.0008890866049628788,5,0.0025679302165156695,0.0025679302165156695,0.001016830923761516,0.0013055702736314045,0.0038302901593999343,5,0.03432295504101449,0.03432295504101449,0.0026846378784895182,0.03099007123529951,0.037655838846729475,5,-2.32273066799283,-2.32273066799283,0.045096157433401306,-2.378715966425079,-2.2667453695605806,5
40,0.41769633474154244,0.41769633474154244,0.20115808072361516,0.16796562990262476,0.6674270395804601,5,0.20193111615153764,0.20193111615153764,0.09326651295258281,0.08614401014152179,0.3177182221615535,5,0.3952294320121309,0.3952294320121309,0.1838119057776746,0.16703339523092234,0.6234254687933395,5,0.3766062734734088,0.3766062734734088,0.011929214452682014,0.3617965719554466,0.391415974991371,5,0.28300027056442906,0.28300027056442906,0.02054861099888584,0.25748989042084847,0.30851065070800965,5,0.3686088800011643,0.3686088800011643,0.008263355636077102,0.35835021368306835,0.3788675463192603,5,0.2783467932834172,0.2783467932834172,0.005091401001156109,0.27202599743936035,0.2846675891274741,5,0.3728833178173937,0.3728833178173937,0.02504817375464055,0.34178688826222886,0.40397974737255854,5,0.28387685076395874,0.28387685076395874,0.008228429254135448,0.2736615443245631,0.2940921572033544,5,0.3233351879123445,0.3233351879123445,0.060154541413846414,0.24865543369863197,0.39801494212605704,5,1.5450994955094772,1.5450994955094772,0.5413384519747572,0.8730467861092027,2.217152204909752,5,0.5356716565980745,0.5356716565980745,0.038459543343183,0.4879254818864937,0.5834178313096552,5,0.0018400744404378929,0.0018400744404378929,0.0010034454656182128,0.000594332074559206,0.00308581680631658,5,0.00046944177384877544,0.00046944177384877544,0.00010069097453417062,0.00034443745907861595,0.0005944460886189349,5,0.002309516221046215,0.002309516221046215,0.0010891861235000724,0.0009573298343796741,0.0036617026077127557,5,0.03264604799614469,0.03264604799614469,0.002739236593434775,0.02924538179999563,0.03604671419229375,5,-2.400088074948788,-2.400088074948788,0.031295138093911254,-2.4389398917195084,-2.3612362581780673,5
45,0.7064024686862196,0.7064024686862196,0.21324164101472354,0.4416704473821275,0.9711344899903116,5,0.3277583206458936,0.3277583206458936,0.38033452034167353,-0.14441365225137703,0.7999302935431643,5,0.6499163552017604,0.6499163552017604,0.2724177800253131,0.31171923196589485,0.988113478437626,5,0.36427256032718114,0.36427256032718114,0.020265752099630132,0.3391133395903069,0.3894317810640554,5,0.2834569008091502,0.2834569008091502,0.0252532261942915,0.25210590583907005,0.31480789577923035,5,0.3585570284894858,0.3585570284894858,0.019342632242226657,0.33454382869201843,0.38257022828695314,5,0.2808879827075749,0.2808879827075749,0.012792655373532852,0.2650063495576585,0.29676961585749134,5,0.36656750675579475,0.36656750675579475,0.03106904008137353,0.3279963827408939,0.4051386307706956,5,0.2861969080236033,0.2861969080236033,0.012409896018620702,0.27079045719369144,0.3016033588535152,5,0.2665311807831808,0.2665311807831808,0.09083359443309015,0.15376445781968717,0.3792979037466744,5,1.6071188398638445,1.6071188398638445,0.4351416109240704,1.066905785484404,2.147331894243285,5,0.4990604453594979,0.4990604453594979,0.06405786085584134,0.41953485690460385,0.5785860338143919,5,0.003351907982436823,0.003351907982436823,0.004896169698354775,-0.002726515043785389,0.009430331008659035,5,0.020638186087847205,0.020638186087847205,0.04512872905129669,-0.03538754886609445,0.07666392104178886,5,0.023990094837172658,0.023990094837172658,0.05001679234401674,-0.03810399932459731,0.08608418899894262,5,0.042747575674447494,0.042747575674447494,0.02494426903619069,0.011780140184453822,0.07371501116444117,5,-2.4223919081044203,-2.4223919081044203,0.06315708730124255,-2.500799217771403,-2.3439845984374377,5
