config_index,num_atoms,ref_energy,pred_energy,error,sq_error,aleatoric_var,epistemic_var,total_var,aleatoric_var_raw,epistemic_var_raw,total_var_raw
0,20.0,-525.6629638671875,-525.6629028320312,6.103515625e-05,3.725290298461914e-09,0.0001880651543615386,4.66838464490138e-05,0.00023474899353459477,0.0001880651543615386,4.66838464490138e-05,0.00023474899353459477
1,20.0,-525.4736938476562,-525.561767578125,-0.08807373046875,0.007756981998682022,0.008116689510643482,0.0005005877465009689,0.008617277257144451,0.008116689510643482,0.0005005877465009689,0.008617277257144451
2,20.0,-525.8673706054688,-525.8611450195312,0.0062255859375,3.8757920265197754e-05,0.00018736252968665212,6.335023499559611e-05,0.00025071276468224823,0.00018736252968665212,6.335023499559611e-05,0.00025071276468224823
3,20.0,-525.73681640625,-525.7291870117188,0.00762939453125,5.820766091346741e-05,0.00021936115808784962,8.366573456441984e-05,0.00030302689992822707,0.00021936115808784962,8.366573456441984e-05,0.00030302689992822707
4,24.0,-732.7048950195312,-732.7072143554688,-0.0023193359375,5.379319190979004e-06,0.00017372460570186377,4.228986654197797e-05,0.00021601447951979935,0.00017372460570186377,4.228986654197797e-05,0.00021601447951979935
5,24.0,-732.6211547851562,-732.62060546875,0.00054931640625,3.0174851417541504e-07,0.00017300825857091695,4.454422742128372e-05,0.00021755248599220067,0.00017300825857091695,4.454422742128372e-05,0.00021755248599220067
6,22.0,-664.004150390625,-664.0130615234375,-0.0089111328125,7.940828800201416e-05,0.0001913354790303856,4.62826355942525e-05,0.0002376181073486805,0.0001913354790303856,4.62826355942525e-05,0.0002376181073486805
7,22.0,-663.9931030273438,-663.9871215820312,0.0059814453125,3.577768802642822e-05,0.00018692080629989505,3.0457787943305448e-05,0.0002173785906052217,0.00018692080629989505,3.0457787943305448e-05,0.0002173785906052217
8,22.0,-664.0010375976562,-663.9944458007812,0.006591796875,4.3451786041259766e-05,0.00018330285092815757,5.329381747287698e-05,0.00023659666476305574,0.00018330285092815757,5.329381747287698e-05,0.00023659666476305574
9,22.0,-663.9950561523438,-664.0050659179688,-0.010009765625,0.00010019540786743164,0.00017324431973975152,5.346238685888238e-05,0.0002267067029606551,0.00017324431973975152,5.346238685888238e-05,0.0002267067029606551
10,22.0,-663.9644165039062,-663.9816284179688,-0.0172119140625,0.00029624998569488525,0.00020578072872012854,4.8233567213173956e-05,0.0002540143032092601,0.00020578072872012854,4.8233567213173956e-05,0.0002540143032092601
11,23.0,-723.7511596679688,-723.7562866210938,-0.005126953125,2.6285648345947266e-05,0.0005651888786815107,0.00036105644539929926,0.0009262453531846404,0.0005651888786815107,0.00036105644539929926,0.0009262453531846404
12,23.0,-724.0625,-724.06201171875,0.00048828125,2.384185791015625e-07,0.00017213786486536264,0.00012079924636054784,0.00029293709667399526,0.00017213786486536264,0.00012079924636054784,0.00029293709667399526
13,23.0,-724.04296875,-724.0363159179688,0.00665283203125,4.4260174036026e-05,0.00017924718849826604,6.360169209074229e-05,0.00024284888058900833,0.00017924718849826604,6.360169209074229e-05,0.00024284888058900833
14,24.0,-624.7171630859375,-624.7630615234375,-0.0458984375,0.0021066665649414062,0.0016875154105946422,0.0001582629920449108,0.0018457784317433834,0.0016875154105946422,0.0001582629920449108,0.0018457784317433834
15,24.0,-624.7757568359375,-624.7835693359375,-0.0078125,6.103515625e-05,0.0002123294398188591,7.168836600612849e-05,0.0002840178203769028,0.0002123294398188591,7.168836600612849e-05,0.0002840178203769028
16,24.0,-624.7723999023438,-624.7628784179688,0.009521484375,9.065866470336914e-05,0.00046440266305580735,0.0001607926533324644,0.000625195330940187,0.00046440266305580735,0.0001607926533324644,0.000625195330940187
17,24.0,-625.0309448242188,-625.0243530273438,0.006591796875,4.3451786041259766e-05,0.00016465313092339784,4.700198769569397e-05,0.0002116551186190918,0.00016465313092339784,4.700198769569397e-05,0.0002116551186190918
