epoch,train_loss,val_loss,train_rmse_e_atom,val_rmse_e_atom
0,0.120659578448534,0.12343512983247638,0.08956845008035343,0.084992310212523
5,0.07395394255518914,0.07590896684490145,0.040054727379475095,0.04098607912140203
10,0.04717800211799331,0.04924601702054497,0.03387575746530999,0.03557203535555125
15,0.018266037835505813,0.021685905570091563,0.02049892985889708,0.02403142148993459
20,0.018187287355376065,0.020291159894448355,0.019191802214723292,0.02192257034330059
25,0.011662875563413217,0.013888785534421914,0.016335730100573494,0.02000667212530878
30,0.005380740647850871,0.008517059650170267,0.017429687907534398,0.0193904747230922
35,-0.005131415689734149,0.0001189251985399551,0.013199359062927385,0.018217506974192964
40,-0.020476037111010554,-0.011302143295928544,0.011705308616408241,0.01703051921497167
45,-0.01857451854372248,-0.008788737929997296,0.011210136208408989,0.017696040409055404
50,-0.01586474132676858,-0.008924414869583416,0.011131680859806495,0.017696024330928928
55,-0.022454676642118376,-0.011687963992900223,0.010151397311453552,0.01669977192771167
60,-0.03254385953160326,-0.018254987776184863,0.00885008117411164,0.016192022571866742
65,-0.032644776519862716,-0.018519911155647606,0.008192821088302151,0.016141822131455437
70,-0.0398861960023828,-0.022968695568715704,0.007862711559614028,0.015756634343586227
75,-0.04507959481957405,-0.0257190520551012,0.007003038989214042,0.015147289430583003
80,-0.04690213809934212,-0.027326810467514406,0.006773095530926946,0.014997045758766245
85,-0.0524557848145233,-0.02972413278321619,0.00639332300788678,0.01486607140658087
90,-0.05542127140698667,-0.030632758497187752,0.0061378440216791905,0.014827757018591138
95,-0.054229733659467094,-0.030720519172282367,0.006040613020731104,0.014751181987757671
100,-0.05874325416775173,-0.031141238734715443,0.006291198682357118,0.015557363957880044
105,-0.0650121061794267,-0.0324096693162719,0.005936198637012528,0.015255743500993861
110,-0.06839299909493639,-0.035621390293387324,0.004753831900240115,0.014665264319697748
115,-0.05424193947809636,-0.029450939364145598,0.006630103759241845,0.015250777468298098
120,-0.06680737518305814,-0.03480261843668086,0.00535623145306808,0.014627013816203304
125,-0.07038024019969562,-0.034283322202521956,0.004725059898992728,0.014837601228909382
130,-0.0708524336905888,-0.03256475032241724,0.004961059326643438,0.015387862503403339
135,-0.07890772954343629,-0.03358980382390291,0.004666566613232938,0.015418076854778162
140,-0.08409445728907013,-0.03794787303498379,0.0036227570788012285,0.014448561076686394
145,-0.08128830359160492,-0.03658871812533471,0.004059835245454386,0.014584386378114838
150,-0.08771973264699627,-0.037834513053508996,0.0032885092875436102,0.014700137298222171
155,-0.08882399724918068,-0.03367730670660967,0.0038891669510987357,0.015156262209730048
160,-0.09139465521055608,-0.03680765084872837,0.003178294223361156,0.014757244176407423
165,-0.09825251158940373,-0.038285086588206466,0.0031780807101817023,0.014602337713058177
170,-0.0968217626270256,-0.03831825287931133,0.0030419471134256987,0.01457923187896727
175,-0.0981166906836559,-0.035724920137407024,0.0030898656998034338,0.014894057685022638
180,-0.09831385222744429,-0.03792590419572662,0.0033413347950930574,0.014412984943430214
185,-0.10462113562407903,-0.03921861652571897,0.0026111221578196454,0.014439801763894436
190,-0.10008895190283656,-0.03174393961267197,0.004051023541555085,0.015145555439445617
195,-0.10739333045232852,-0.037635842672461874,0.0027600404298167994,0.014598926572876278
200,-0.11112094869799911,-0.03791515361879283,0.002763309733047452,0.014610096854975529
205,-0.11329459502627141,-0.033592908480961345,0.0027025085081101956,0.014821726340701112
210,-0.11458988338256022,-0.03447690882574534,0.002598270141154686,0.014617820946471833
215,-0.11786347874421627,-0.03647108906540961,0.002534618964370974,0.014581623417086586
220,-0.12265091179558076,-0.03568504845758434,0.0024604010470323447,0.014522779710944539
225,-0.11881570454568137,-0.03453892509438447,0.0022169589727012535,0.014702504418813444
230,-0.11723606594924349,-0.033200946167453366,0.002824981621705149,0.015049529210914129
235,-0.12695860130693765,-0.031679909174628845,0.0022798335817201913,0.014761990384936093
240,-0.1277721706276061,-0.03302007640688862,0.002070285970140013,0.014598638125872934
245,-0.12679541054025759,-0.03326463697299005,0.0028736217472768505,0.014484257321306626
250,-0.13164154027829644,-0.03119957112953125,0.0019654442535963,0.014662291365215975
255,-0.130357922463445,-0.034879046802820994,0.0021065454468074353,0.014643459555077449
260,-0.13689526292085646,-0.0317368409649298,0.001889119936844486,0.014485834553037681
265,-0.13810455319706816,-0.030284800349658327,0.0019000239116448688,0.01455165514785927
270,-0.14023863015472307,-0.033590422839086385,0.0017660802348206254,0.014439215346093848
275,-0.14157273887020566,-0.030249990411917678,0.0016741756308828724,0.014486487133793606
280,-0.14126161537114532,-0.029925267515523955,0.001710261113231074,0.014668482893353405
285,-0.1463387351139725,-0.02868391371962207,0.0020010625207328324,0.01471847980194567
290,-0.14470057861967361,-0.029629136378702244,0.0016494066222425634,0.014612176901848701
295,-0.14646905942125013,-0.0293037646853918,0.0016341431901461807,0.01458442159548816
