config_index,num_atoms,ref_energy,pred_energy,error,sq_error,aleatoric_var,epistemic_var,total_var,aleatoric_var_raw,epistemic_var_raw,total_var_raw
0,20.0,-525.6405029296875,-525.6453247070312,-0.00482177734375,2.3249536752700806e-05,0.0001115151317208074,8.797496411716565e-05,0.00019949009583797306,0.0001115151317208074,8.797496411716565e-05,0.00019949009583797306
1,20.0,-525.4736938476562,-525.7057495117188,-0.2320556640625,0.053849831223487854,0.008115093223750591,0.00034866126952692866,0.008463754318654537,0.008115093223750591,0.00034866126952692866,0.008463754318654537
2,22.0,-613.2091674804688,-613.2465209960938,-0.037353515625,0.0013952851295471191,0.00019250650075264275,0.00018256324983667582,0.00037506973603740335,0.00019250650075264275,0.00018256324983667582,0.00037506973603740335
3,22.0,-613.2172241210938,-613.23828125,-0.02105712890625,0.0004434026777744293,0.00023022436653263867,0.00013239328109193593,0.00036261766217648983,0.00023022436653263867,0.00013239328109193593,0.00036261766217648983
4,23.0,-675.474609375,-675.4962768554688,-0.02166748046875,0.0004694797098636627,0.00021824408031534404,0.00013098996714688838,0.0003492340329103172,0.00021824408031534404,0.00013098996714688838,0.0003492340329103172
5,24.0,-686.0390625,-686.0391845703125,-0.0001220703125,1.4901161193847656e-08,0.0003351897175889462,0.0002479281392879784,0.0005831178277730942,0.0003351897175889462,0.0002479281392879784,0.0005831178277730942
6,21.0,-598.0975952148438,-598.1327514648438,-0.03515625,0.0012359619140625,0.0002743431832641363,8.711554255569354e-05,0.00036145871854387224,0.0002743431832641363,8.711554255569354e-05,0.00036145871854387224
7,22.0,-663.79443359375,-663.870849609375,-0.076416015625,0.005839407444000244,0.002268343698233366,0.0003506600914988667,0.002619003877043724,0.002268343698233366,0.0003506600914988667,0.002619003877043724
8,23.0,-723.851318359375,-723.8672485351562,-0.01593017578125,0.00025377050042152405,0.00031009441590867937,0.00020077991939615458,0.0005108743207529187,0.00031009441590867937,0.00020077991939615458,0.0005108743207529187
9,22.0,-546.2491455078125,-546.25390625,-0.0047607421875,2.2664666175842285e-05,0.00023729288659524173,0.00012033768143737689,0.0003576305753085762,0.00023729288659524173,0.00012033768143737689,0.0003576305753085762
10,23.0,-611.469970703125,-611.481689453125,-0.01171875,0.0001373291015625,0.00023524361313320696,0.00010796915739774704,0.000343212770530954,0.00023524361313320696,0.00010796915739774704,0.000343212770530954
11,24.0,-671.1885986328125,-671.2113647460938,-0.02276611328125,0.0005182959139347076,0.0007022555801086128,0.0002585262118373066,0.0009607818210497499,0.0007022555801086128,0.0002585262118373066,0.0009607818210497499
12,24.0,-671.1324462890625,-671.1781616210938,-0.04571533203125,0.0020898915827274323,0.0022556509356945753,0.0003808433248195797,0.0026364943478256464,0.0022556509356945753,0.0003808433248195797,0.0026364943478256464
13,24.0,-624.5414428710938,-624.64453125,-0.10308837890625,0.01062721386551857,0.003518132958561182,0.0005044480785727501,0.004022581037133932,0.003518132958561182,0.0005044480785727501,0.004022581037133932
14,25.0,-681.5875244140625,-681.6068725585938,-0.01934814453125,0.0003743506968021393,0.00016839556337799877,0.0001081122100003995,0.0002765077806543559,0.00016839556337799877,0.0001081122100003995,0.0002765077806543559
15,24.0,-563.2901000976562,-563.4987182617188,-0.2086181640625,0.043521538376808167,0.002703404286876321,9.205099195241928e-05,0.00279545527882874,0.002703404286876321,9.205099195241928e-05,0.00279545527882874
16,25.0,-622.6567993164062,-622.69580078125,-0.03900146484375,0.0015211142599582672,0.00041943261749111116,0.00033657439053058624,0.0007560070371255279,0.00041943261749111116,0.00033657439053058624,0.0007560070371255279
17,26.0,-677.5040283203125,-677.5050048828125,-0.0009765625,9.5367431640625e-07,0.00016692947247065604,8.079074177658185e-05,0.0002477202215231955,0.00016692947247065604,8.079074177658185e-05,0.0002477202215231955
18,26.0,-677.3441162109375,-677.4019775390625,-0.057861328125,0.003347933292388916,0.00026184198213741183,0.0004542628303170204,0.0007161048124544322,0.00026184198213741183,0.0004542628303170204,0.0007161048124544322
19,26.0,-634.6435546875,-634.655517578125,-0.011962890625,0.0001431107521057129,0.00016233786300290376,9.614806913305074e-05,0.0002584859321359545,0.00016233786300290376,9.614806913305074e-05,0.0002584859321359545
20,23.0,-547.4761962890625,-547.478515625,-0.0023193359375,5.379319190979004e-06,0.0002445264835841954,7.81301423558034e-05,0.00032265661866404116,0.0002445264835841954,7.81301423558034e-05,0.00032265661866404116
21,24.0,-609.7755737304688,-609.8238525390625,-0.04827880859375,0.002330843359231949,0.0016104171518236399,0.00015974901907611638,0.001770166214555502,0.0016104171518236399,0.00015974901907611638,0.001770166214555502
22,25.0,-667.259765625,-667.3090209960938,-0.04925537109375,0.002426091581583023,0.002426512073725462,0.00018165353685617447,0.0026081656105816364,0.002426512073725462,0.00018165353685617447,0.0026081656105816364
23,26.0,-720.3893432617188,-720.3828125,0.00653076171875,4.2650848627090454e-05,0.0001436704333173111,0.0001083347960957326,0.0002520052366890013,0.0001436704333173111,0.0001083347960957326,0.0002520052366890013
24,24.0,-501.8388671875,-502.0592956542969,-0.220428466796875,0.04858870804309845,0.0034695842768996954,0.00015265168622136116,0.0036222359631210566,0.0034695842768996954,0.00015265168622136116,0.0036222359631210566
25,25.0,-563.8261108398438,-563.8284301757812,-0.0023193359375,5.379319190979004e-06,0.00030450825579464436,0.00025755297974683344,0.0005620612064376473,0.00030450825579464436,0.00025755297974683344,0.0005620612064376473
26,25.0,-563.8195190429688,-563.9218139648438,-0.102294921875,0.010464251041412354,0.001678106957115233,0.00012889373465441167,0.001807000720873475,0.001678106957115233,0.00012889373465441167,0.001807000720873475
27,26.0,-620.91943359375,-620.9254760742188,-0.00604248046875,3.651157021522522e-05,0.00014069202006794512,3.9211845432873815e-05,0.00017990387277677655,0.00014069202006794512,3.9211845432873815e-05,0.00017990387277677655
28,27.0,-673.5479736328125,-673.5731811523438,-0.02520751953125,0.0006354190409183502,0.00017500969988759607,0.00018621087656356394,0.0003612205618992448,0.00017500969988759607,0.00018621087656356394,0.0003612205618992448
29,27.0,-673.6455688476562,-673.647705078125,-0.00213623046875,4.563480615615845e-06,0.00017939033568836749,5.797892663395032e-05,0.00023736926959827542,0.00017939033568836749,5.797892663395032e-05,0.00023736926959827542
30,26.0,-577.8402099609375,-577.8804931640625,-0.040283203125,0.0016227364540100098,0.000270246178843081,0.0001949144498212263,0.0004651606432162225,0.000270246178843081,0.0001949144498212263,0.0004651606432162225
31,26.0,-578.045654296875,-578.0587768554688,-0.01312255859375,0.00017220154404640198,0.00018604959768708795,0.00013534072786569595,0.00032139034010469913,0.00018604959768708795,0.00013534072786569595,0.00032139034010469913
32,27.0,-632.20068359375,-632.20947265625,-0.0087890625,7.724761962890625e-05,0.0001971635065274313,0.00016781147860456258,0.0003649749851319939,0.0001971635065274313,0.00016781147860456258,0.0003649749851319939
33,26.0,-521.368408203125,-521.3710327148438,-0.00262451171875,6.888061761856079e-06,0.00016574298206251115,0.00020336751185823232,0.00036911049392074347,0.00016574298206251115,0.00020336751185823232,0.00036911049392074347
34,27.0,-577.7689819335938,-577.76953125,-0.00054931640625,3.0174851417541504e-07,0.00020293137640692294,0.000168168728123419,0.0003711000899784267,0.00020293137640692294,0.000168168728123419,0.0003711000899784267
35,27.0,-619.053466796875,-619.0789184570312,-0.02545166015625,0.0006477870047092438,0.00014932821795810014,8.734017319511622e-05,0.00023666839115321636,0.00014932821795810014,8.734017319511622e-05,0.00023666839115321636
36,26.0,-464.83648681640625,-464.8352966308594,0.001190185546875,1.4165416359901428e-06,0.00030323993996717036,0.00016095531464088708,0.00046419526915997267,0.00030323993996717036,0.00016095531464088708,0.00046419526915997267
