epoch,train_loss,train_loss_mean,train_loss_std,train_loss_ci95_low,train_loss_ci95_high,train_loss_n,train_loss_geometric_mean,train_loss_geometric_ci95_low,train_loss_geometric_ci95_high,train_loss_geometric_n,val_loss,val_loss_mean,val_loss_std,val_loss_ci95_low,val_loss_ci95_high,val_loss_n,val_loss_geometric_mean,val_loss_geometric_ci95_low,val_loss_geometric_ci95_high,val_loss_geometric_n,train_rmse_e_atom,train_rmse_e_atom_mean,train_rmse_e_atom_std,train_rmse_e_atom_ci95_low,train_rmse_e_atom_ci95_high,train_rmse_e_atom_n,train_rmse_e_atom_geometric_mean,train_rmse_e_atom_geometric_ci95_low,train_rmse_e_atom_geometric_ci95_high,train_rmse_e_atom_geometric_n,val_rmse_e_atom,val_rmse_e_atom_mean,val_rmse_e_atom_std,val_rmse_e_atom_ci95_low,val_rmse_e_atom_ci95_high,val_rmse_e_atom_n,val_rmse_e_atom_geometric_mean,val_rmse_e_atom_geometric_ci95_low,val_rmse_e_atom_geometric_ci95_high,val_rmse_e_atom_geometric_n
0,-3.684978205424089,-3.684978205424089,0.061312663374545,-3.761095727449536,-3.608860683398642,5,nan,nan,nan,0,-3.59680259346962,-3.59680259346962,0.2799996764052673,-3.9444123752483113,-3.2491928116909286,5,nan,nan,nan,0,0.007635167838345574,0.007635167838345574,0.0003257769357657988,0.007230727193970781,0.008039608482720369,5,0.0076296036348962575,0.007235662002382972,0.008044993202619359,5,0.008354214299764243,0.008354214299764243,0.004614258877003011,0.0026257736747691725,0.014082654924759314,5,0.007461760598643499,0.003920121990202433,0.014203096579806543,5
5,-3.8047027283448442,-3.8047027283448442,0.0963542179536588,-3.9243231118621793,-3.685082344827509,5,nan,nan,nan,0,-3.686897208690643,-3.686897208690643,0.34899546434883644,-4.1201628422853895,-3.2536315750958966,5,nan,nan,nan,0,0.007316525090093591,0.007316525090093591,0.00043717462496450877,0.006773788120058167,0.007859262060129017,5,0.00730593299436593,0.006778119581212101,0.007874847334667355,5,0.008095834249272921,0.008095834249272921,0.005336709604825693,0.0014704963740081178,0.014721172124537725,5,0.0069144418357963465,0.003246536415687868,0.014726311298892666,5
10,-3.84453600186568,-3.84453600186568,0.10003555966146849,-3.968726642049499,-3.7203453616818605,5,nan,nan,nan,0,-3.69428900718689,-3.69428900718689,0.4010562033904598,-4.192186223109978,-3.196391791263802,5,nan,nan,nan,0,0.007225582792947838,0.007225582792947838,0.0004360767820590284,0.006684208756390411,0.007766956829505265,5,0.007215076689100017,0.006694716790353815,0.007775882574241536,5,0.008070862906793928,0.008070862906793928,0.005497519403151568,0.0012458853047209216,0.014895840508866935,5,0.0067939726467623725,0.003070950008081296,0.015030548919223367,5
15,-3.882765330167917,-3.882765330167917,0.0964377418484977,-4.002489405672439,-3.7630412546633947,5,nan,nan,nan,0,-3.7319948005676267,-3.7319948005676267,0.3424240662943075,-4.157102273863611,-3.3068873272716424,5,nan,nan,nan,0,0.0071010581053160575,0.0071010581053160575,0.0004347791985241174,0.006561294973225381,0.007640821237406734,5,0.007090214282895969,0.006564058634775617,0.00765854502137616,5,0.008092903373836441,0.008092903373836441,0.005463766585168926,0.001309828711952482,0.0148759780357204,5,0.006854595749434254,0.003151782866176342,0.014907588778526376,5
20,-3.9121974149117102,-3.9121974149117102,0.1030308816424637,-4.0401066423222645,-3.7842881875011556,5,nan,nan,nan,0,-3.7563624382019043,-3.7563624382019043,0.32232220858844485,-4.156514159904921,-3.3562107164988877,5,nan,nan,nan,0,0.007077721157251919,0.007077721157251919,0.00046781868744265196,0.00649694065799676,0.007658501656507079,5,0.007064981311590331,0.006496019279418823,0.007683776600119061,5,0.008101736957631094,0.008101736957631094,0.005517308839852477,0.0012521914636896359,0.014951282451572553,5,0.006844423142579879,0.0031278976563778225,0.014976873702745096,5
25,-3.9268894488994897,-3.9268894488994897,0.09531793637999628,-4.045223325174007,-3.8085555726249725,5,nan,nan,nan,0,-3.8209154558181764,-3.8209154558181764,0.2203699528315973,-4.094497026332203,-3.5473338853041505,5,nan,nan,nan,0,0.006970832902875172,0.006970832902875172,0.0004484886973031708,0.006414049908690139,0.007527615897060204,5,0.006958991835529944,0.00641446350751194,0.007549745557092839,5,0.007961522246186143,0.007961522246186143,0.0053158726953873685,0.00136205266347006,0.014560991828902227,5,0.0067688290774130565,0.0031392570101158577,0.014594869719679802,5
30,-3.931380116389348,-3.931380116389348,0.08313805822050971,-4.034593100941897,-3.828167131836799,5,nan,nan,nan,0,-3.8224387574195857,-3.8224387574195857,0.19855291331189542,-4.068935238251137,-3.5759422765880347,5,nan,nan,nan,0,0.006900093841882482,0.006900093841882482,0.00044797216981086745,0.006343952098470262,0.007456235585294701,5,0.006888293154093006,0.006349025960554756,0.007473364083170117,5,0.00800845391728108,0.00800845391728108,0.005389257823477352,0.0013178792708425707,0.014699028563719588,5,0.006779679905097184,0.003105920944021535,0.014798850467862997,5
35,-3.9539848439510052,-3.9539848439510052,0.07787582457509679,-4.050664949920856,-3.857304737981155,5,nan,nan,nan,0,-3.8305952191352843,-3.8305952191352843,0.1992157948163492,-4.077914644114723,-3.583275794155845,5,nan,nan,nan,0,0.006878755187107661,0.006878755187107661,0.000519544473666693,0.006233758937704114,0.007523751436511209,5,0.006862858078414251,0.006242427746939551,0.0075449525270911925,5,0.007960793480663277,0.007960793480663277,0.005246069890454554,0.0014479816330622763,0.014473605328264277,5,0.006781521999987103,0.0031448770801642037,0.014623477949703473,5
40,-3.976626413418697,-3.976626413418697,0.09606524845321256,-4.095888051432179,-3.857364775405215,5,nan,nan,nan,0,-3.8551064622402196,-3.8551064622402196,0.19375416262542097,-4.095645462333395,-3.6145674621470443,5,nan,nan,nan,0,0.0068322020541815905,0.0068322020541815905,0.00042110321889807917,0.006309417171331946,0.007354986937031235,5,0.006821711694649258,0.006315122742016129,0.007368938395337937,5,0.00796268327368729,0.00796268327368729,0.005325827480038384,0.0013508551748306914,0.014574511372543888,5,0.006747177597221267,0.00309470175644743,0.014710433867690177,5
45,-3.9774894059621375,-3.9774894059621375,0.09222120384640778,-4.0919787973642165,-3.863000014560059,5,nan,nan,nan,0,-3.8604529738426208,-3.8604529738426208,0.19770368701351776,-4.105895169997669,-3.6150107776875724,5,nan,nan,nan,0,0.00678514714415993,0.00678514714415993,0.0005311138815431922,0.006125787880488331,0.007444506407831528,5,0.006768228096809375,0.006133086871606713,0.00746914441771784,5,0.007911706240831118,0.007911706240831118,0.0052333056226639176,0.0014147407841911047,0.01440867169747113,5,0.006733135595806077,0.0031157150796451284,0.014550468766442662,5
