epoch,au_var,eu_var,tu_var,rmse_energy
0,4.008630490156625e-05,5.280137725968906e-06,4.5366442673884405e-05,0.00766515245675915
10,4.768126184969263e-05,3.5037827379150816e-06,5.1185044671561066e-05,0.00706988823189614
20,4.562924392443025e-05,2.1842423911686217e-06,4.7813486204316945e-05,0.007076862728233764
30,4.4728856314927376e-05,4.618624472221619e-06,4.9347480671713126e-05,0.006906710139541224
40,4.100134398098677e-05,3.5679663570730416e-06,4.456931055756286e-05,0.00680806982446419
50,3.835356774988423e-05,6.781377943263159e-06,4.513494569926899e-05,0.0067496247852949064
60,3.915264250491209e-05,4.371901390133923e-06,4.352454361651325e-05,0.006802348259204494
70,3.8065128025594346e-05,3.897466144035906e-06,4.196259419236762e-05,0.00667868727257917
80,3.785919873805072e-05,3.4497333414352537e-06,4.130893233265781e-05,0.006668952009325586
90,3.885973283803861e-05,5.5493515499340275e-06,4.440908413436353e-05,0.006663524243794359
