phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,0.00021338454373163228,7.367491217678434e-05,0.00028705945617133176,0.9191303935525035
pretrain,ood,0.00041628906004016335,0.0001135382513097619,0.0005298273131065247,0.9328716822925638
finetune,id,0.0001294425777807118,6.448974908526319e-05,0.00019393232673562557,0.011594274268362265
finetune,ood,0.00013581612545161565,8.113190968074515e-05,0.00021694803511226464,0.01668500890011097
