phase,split,mean_au,mean_eu,mean_tu,rmse_energy
pretrain,id,0.00014499333719546908,7.149567243769443e-05,0.00021648900968240483,0.9367628226616671
pretrain,ood,0.0001787862985418891,8.640000851227517e-05,0.0002651863074805244,0.9228964547276168
finetune,id,0.00012189384269529708,6.596388259877682e-05,0.0001878577252048699,0.011533516610165391
finetune,ood,0.00014792298321205608,8.814714163423385e-05,0.000236070124342818,0.013370771113811736
