uncertainty_type,bin_index,count,rmse,rmv,mse,mean_variance,ence_term,uncertainty_min,uncertainty_max
aleatoric,0,330,0.0025005465916036716,0.003441362298053741,6.25273325678074e-06,1.1842974466465724e-05,0.47203016653579505,7.306414772756398e-06,1.4197692507877946e-05
aleatoric,1,330,0.0028551626894955575,0.003982928001672182,8.151953983487504e-06,1.5863715466504358e-05,0.48612580699016883,1.420938042429043e-05,1.744056135066785e-05
aleatoric,2,330,0.003606244154033307,0.004354574696984269,1.3004996898499402e-05,1.8962320791615638e-05,0.3141663912652676,1.7455986380809918e-05,2.0657433196902275e-05
aleatoric,3,330,0.005047325676303095,0.004739151136719206,2.54754964826685e-05,2.2459553496666943e-05,0.13428330115508003,2.066591514449101e-05,2.418385884084273e-05
aleatoric,4,330,0.005981607204928703,0.005121737343686869,3.577962475405498e-05,2.623219341771663e-05,0.3639585597859396,2.41963080043206e-05,2.8146785552962683e-05
aleatoric,5,330,0.005686332270208195,0.005499321087131152,3.233437468721108e-05,3.024253241936535e-05,0.06916888568849647,2.8159140128991567e-05,3.222149098291993e-05
aleatoric,6,330,0.006882795727999699,0.005897469229471492,4.7372877033370915e-05,3.478014331256307e-05,0.36206675767949387,3.222829400328919e-05,3.709602970047854e-05
aleatoric,7,330,0.007827947121841764,0.006280611496207211,6.127675614235076e-05,3.9446080766290176e-05,0.5534307832862483,3.7104127841303125e-05,4.182012708042748e-05
aleatoric,8,330,0.00873313426203172,0.006692091622878147,7.62676340386723e-05,4.478409028899588e-05,0.7030073302038783,4.182378688710742e-05,4.796427674591541e-05
aleatoric,9,330,0.008918038119875162,0.007178762841451689,7.95314039075465e-05,5.153463593380752e-05,0.5432611964058267,4.7982914111344144e-05,5.5858097766758874e-05
aleatoric,10,330,0.009984210197051731,0.007773247827942607,9.968445325891177e-05,6.0423381794614465e-05,0.6497662047078048,5.586692350334488e-05,6.522675539599732e-05
aleatoric,11,330,0.011279742639814036,0.008469636205166796,0.00012723259402043892,7.173473744787219e-05,0.7736538606960903,6.526215292979032e-05,7.868806278565899e-05
aleatoric,12,330,0.015159974547016706,0.009412815346488803,0.00022982482826619437,8.860109274709512e-05,1.5939276947995589,7.87702520028688e-05,0.00010029522672994062
aleatoric,13,330,0.014616339803201385,0.011005663117629062,0.00021363738924264907,0.00012112462065874063,0.7637816992183291,0.00010044373630080372,0.00015295998309738934
aleatoric,14,330,0.03065315505220549,0.034501819328041264,0.0009396159146545511,0.0011903755369448018,0.2106558934618618,0.0001532230235170573,0.017338629812002182
epistemic,0,330,0.002748959472460695,0.0017378518033009135,7.556778181231383e-06,3.020128890236237e-06,1.502137642423693,6.496906053143903e-07,4.429276941664284e-06
epistemic,1,330,0.003154887076097895,0.0023537672216729045,9.953312462929523e-06,5.540220133821784e-06,0.796555411610238,4.432536570675438e-06,6.674276846752036e-06
epistemic,2,330,0.0038136484264800837,0.0027854363405455168,1.4543914320794018e-05,7.7586556072316e-06,0.8745405205559182,6.6788866206479724e-06,8.890405297279358e-06
epistemic,3,330,0.004443830058052988,0.003191716329883613,1.9747625584855226e-05,1.018705313044572e-05,0.9385022667483818,8.897669431462418e-06,1.1510588592500426e-05
epistemic,4,330,0.004658004713379829,0.003627469153328593,2.1697007909868702e-05,1.3158532458350458e-05,0.6488926845409492,1.151207834482193e-05,1.4839135474176146e-05
epistemic,5,330,0.00582233071417582,0.004114019682934234,3.389953494523511e-05,1.69251579515703e-05,1.002908040340619,1.4842487871646881e-05,1.9008666640729643e-05
